task,N,N2,D2,cos,arm,kind,param,seed,gw2,g2,e2,xi,R,graw,phi2_batch,alive,addgap,S2,rho,phi2_probe,phi2_probe_fwd,sigma,zbar,posfrac,acc
1,1.1432827764342823,1.3150589317610604,0.9690117719972281,0.012795807754845692,LR03,leaky,0.3,0,,,,,,,,,,,,,,,,,
2,1.5230387451960832,2.332378423554243,1.1723873700569334,-0.062278867449325565,LR03,leaky,0.3,0,,,,,,,,,,,,,,,,,
3,1.7911951042977259,3.229577933743235,1.148093787310411,-0.07663738898102444,LR03,leaky,0.3,0,,,,,,,,,,,,,,,,,
4,1.9750293271026416,3.9357702053663117,0.9997028938759206,-0.0837040066725182,LR03,leaky,0.3,0,,,,,,,,,,,,,,,,,
5,2.1360817956926597,4.608186507114611,0.9581087698455807,-0.07651168985915045,LR03,leaky,0.3,0,,,,,,,,,,,,,,,,,
6,2.288826985196635,5.289027200442116,0.967622275024703,-0.07301232727297297,LR03,leaky,0.3,0,,,,,,,,,,,,,,,,,
7,2.425001686587073,5.930490697537773,0.9873463206817331,-0.0789172783783828,LR03,leaky,0.3,0,,,,,,,,,,,,,,,,,
8,2.563357168819436,6.619441790831104,0.9613397305349105,-0.06067588000489474,LR03,leaky,0.3,0,,,,,,,,,,,,,,,,,
9,2.6784258059533617,7.223275472956304,0.920475657145653,-0.06674202064420166,LR03,leaky,0.3,0,,,,,,,,,,,,,,,,,
10,2.779933143446699,7.773909461773855,0.8595131710439934,-0.06743281522433786,LR03,leaky,0.3,0,,,,,,,,,,,,,,,,,
11,2.8832750577561392,8.3547587501484,0.8862711387572282,-0.06104983257469957,LR03,leaky,0.3,0,,,,,,,,,,,,,,,,,
12,2.982111357274028,8.928942414519131,0.864828032618732,-0.05683361320074619,LR03,leaky,0.3,0,,,,,,,,,,,,,,,,,
13,3.0774687500302367,9.507027905750402,0.9369391254328515,-0.06513361102917459,LR03,leaky,0.3,0,,,,,,,,,,,,,,,,,
