task,N,N2,D2,cos,arm,kind,param,seed,gw2,g2,e2,xi,R,graw,phi2_batch,alive,addgap,S2,rho,phi2_probe,phi2_probe_fwd,sigma,zbar,posfrac,acc
1,1.1629073121492017,1.3593135002460883,1.0143366653448893,0.010649779949741622,BL001,bwd,0.01,2,,,,,,,,,,,,,,,,,
2,1.5359971796292862,2.3915519903060103,1.132379232518859,-0.038094844254779464,BL001,bwd,0.01,2,,,,,,,,,,,,,,,,,
3,1.790931272131564,3.2625813356803324,0.9911445682426809,-0.038232115905159035,BL001,bwd,0.01,2,,,,,,,,,,,,,,,,,
4,1.9663067200123,3.9475588382761,0.8375505235414741,-0.037574200798942525,BL001,bwd,0.01,2,,,,,,,,,,,,,,,,,
5,2.1254197670168766,4.622726072279405,0.8260192868623887,-0.04389072326888569,BL001,bwd,0.01,2,,,,,,,,,,,,,,,,,
6,2.2528215542254864,5.207560011999128,0.7453962651797683,-0.04304204800361578,BL001,bwd,0.01,2,,,,,,,,,,,,,,,,,
7,2.366094803701059,5.751358330453043,0.6841614277041295,-0.04240489460678409,BL001,bwd,0.01,2,,,,,,,,,,,,,,,,,
8,2.4938069932543563,6.36937387911837,0.789205839510421,-0.03985852797428504,BL001,bwd,0.01,2,,,,,,,,,,,,,,,,,
9,2.5939169027726403,6.902736303871845,0.7000055612019416,-0.04470742187887696,BL001,bwd,0.01,2,,,,,,,,,,,,,,,,,
10,2.701172228856924,7.471351396341322,0.7064170296935981,-0.03279329417171985,BL001,bwd,0.01,2,,,,,,,,,,,,,,,,,
11,2.7925543782483397,7.983069600516137,0.6953775228886205,-0.03857277573573666,BL001,bwd,0.01,2,,,,,,,,,,,,,,,,,
12,2.886644071407318,8.520130333623394,0.6839940900022166,-0.029657720045332202,BL001,bwd,0.01,2,,,,,,,,,,,,,,,,,
13,2.987397915419751,9.109194012782984,0.7507740846883874,-0.033640986363526776,BL001,bwd,0.01,2,,,,,,,,,,,,,,,,,
14,3.0780458079792923,9.656728019448282,0.7214831655400485,-0.03392942261768692,BL001,bwd,0.01,2,,,,,,,,,,,,,,,,,
15,3.1765058819300056,10.260313238903459,0.7459459289434789,-0.026756587937150814,BL001,bwd,0.01,2,,,,,,,,,,,,,,,,,
16,3.280138860214829,10.901833292866344,0.7966567684756203,-0.028629298594223886,BL001,bwd,0.01,2,,,,,,,,,,,,,,,,,
17,3.3690436928226486,11.483853649562953,0.7667792695895885,-0.030321736794874175,BL001,bwd,0.01,2,,,,,,,,,,,,,,,,,
18,3.4690418079792753,12.149815574864425,0.8298252461825791,-0.029844910623895497,BL001,bwd,0.01,2,,,,,,,,,,,,,,,,,
19,3.553523978999221,12.731013703366322,0.7692350471316115,-0.03294121315788311,BL001,bwd,0.01,2,,,,,,,,,,,,,,,,,
20,3.629648675107012,13.275295860827768,0.7170251675256867,-0.025525558680290484,BL001,bwd,0.01,2,9.26240300146989e-05,0.005907315135921925,0.0004142332908820159,0.497560483232687,76.07512125484257,0.06722775345408032,0.1829877093963474,1.0,1.2434497875801753e-14,0.021043030888574718,34.07423442575444,0.1903348808557551,0.19835136742882312,2.2192833434205506,-1.7285828160709238,0.19025390625,0.9229000210762024
21,3.709720282142759,13.853499091185178,0.7409476798477118,-0.028060828793525058,BL001,bwd,0.01,2,,,,,,,,,,,,,,,,,
22,3.78281884419811,14.401894032906958,0.7362372628688263,-0.030164061330479077,BL001,bwd,0.01,2,,,,,,,,,,,,,,,,,
23,3.8534805511426122,14.946796929374862,0.7285913437863563,-0.028632710332751082,BL001,bwd,0.01,2,,,,,,,,,,,,,,,,,
24,3.9190692517547894,15.45547657642479,0.6857170018743202,-0.02628401869056405,BL001,bwd,0.01,2,,,,,,,,,,,,,,,,,
25,3.9930047289313575,16.037430806588766,0.7582712142362729,-0.02451965298662826,BL001,bwd,0.01,2,,,,,,,,,,,,,,,,,
26,4.053457666115026,16.52357852156853,0.7000621029834224,-0.030601353789852896,BL001,bwd,0.01,2,,,,,,,,,,,,,,,,,
27,4.120149094206364,17.063321169863,0.7513675656809435,-0.023953907569422412,BL001,bwd,0.01,2,,,,,,,,,,,,,,,,,
28,4.185183066707289,17.6005210562556,0.7918252872727461,-0.031166116537909412,BL001,bwd,0.01,2,,,,,,,,,,,,,,,,,
29,4.2441514291728994,18.101511366290378,0.6995634189886835,-0.027635230220042287,BL001,bwd,0.01,2,,,,,,,,,,,,,,,,,
30,4.305344220272471,18.621695965014435,0.7270065978360714,-0.027821711864372444,BL001,bwd,0.01,2,6.874962621531303e-05,0.003846934027708732,0.0004141584048827634,0.5658461086241081,76.2589445018375,0.06232194367288399,0.18274873329634597,1.0,0.0,0.021345107151018075,34.05963683819672,0.1908035839807572,0.19881542992868348,2.8178058624993207,-2.290429733233275,0.19072265625,0.9179999828338623
31,4.368908132308384,19.16896977900214,0.7648635300307873,-0.02478122721151112,BL001,bwd,0.01,2,,,,,,,,,,,,,,,,,
32,4.4267334702193,19.67531861515204,0.7487463782632361,-0.02890039730698537,BL001,bwd,0.01,2,,,,,,,,,,,,,,,,,
33,4.478427936720249,20.14322510946484,0.6949448643989865,-0.03489286114851345,BL001,bwd,0.01,2,,,,,,,,,,,,,,,,,
34,4.545328990759146,20.73499397418057,0.8117646161907576,-0.029290120258758073,BL001,bwd,0.01,2,,,,,,,,,,,,,,,,,
35,4.59328026757398,21.17168757378335,0.7663803665619071,-0.0394188327777753,BL001,bwd,0.01,2,,,,,,,,,,,,,,,,,
36,4.6495937876690645,21.694482618919356,0.7494676484587254,-0.02621062664491586,BL001,bwd,0.01,2,,,,,,,,,,,,,,,,,
37,4.699722568232097,22.166074334481618,0.7362895564120973,-0.02993645461638523,BL001,bwd,0.01,2,,,,,,,,,,,,,,,,,
38,4.748016149200217,22.63312488654394,0.7456769242995209,-0.034129394356107824,BL001,bwd,0.01,2,,,,,,,,,,,,,,,,,
