task,N,N2,D2,cos,arm,kind,param,seed,gw2,g2,e2,xi,R,graw,phi2_batch,alive,addgap,S2,rho,phi2_probe,phi2_probe_fwd,sigma,zbar,posfrac,acc
1,1.1595176378360896,1.3506103451130034,1.0072117594405938,0.009125007563973902,BL010,bwd,0.1,2,,,,,,,,,,,,,,,,,
2,1.5417786305543273,2.3984333303994867,1.173276566024906,-0.048675462813310526,BL010,bwd,0.1,2,,,,,,,,,,,,,,,,,
3,1.81756417244346,3.3418222302826464,1.1281664305822088,-0.058413048075732776,BL010,bwd,0.1,2,,,,,,,,,,,,,,,,,
4,2.0182373842615218,4.121779327746071,0.9978548189200839,-0.0617208912705343,BL010,bwd,0.1,2,,,,,,,,,,,,,,,,,
5,2.1806829675300845,4.819937174122572,0.949004657877624,-0.06932176690421868,BL010,bwd,0.1,2,,,,,,,,,,,,,,,,,
6,2.3320649056306535,5.502869712995071,0.942296281856276,-0.06581245871509285,BL010,bwd,0.1,2,,,,,,,,,,,,,,,,,
7,2.4663103000502917,6.15020041671445,0.8730355944169474,-0.056467139547266655,BL010,bwd,0.1,2,,,,,,,,,,,,,,,,,
8,2.5914288436293527,6.776273699159896,0.905388547198038,-0.06199307347556507,BL010,bwd,0.1,2,,,,,,,,,,,,,,,,,
9,2.700781686400812,7.359878908499995,0.8467772930049804,-0.06103913008886877,BL010,bwd,0.1,2,,,,,,,,,,,,,,,,,
10,2.802597794373844,7.922520506128658,0.8301614652271198,-0.059703386677614274,BL010,bwd,0.1,2,,,,,,,,,,,,,,,,,
11,2.907005460163075,8.526254062898891,0.8838670831517252,-0.05500375210345714,BL010,bwd,0.1,2,,,,,,,,,,,,,,,,,
12,3.002891852133588,9.091813204141095,0.8460059614104009,-0.05573240083904679,BL010,bwd,0.1,2,,,,,,,,,,,,,,,,,
13,3.0975094833916317,9.669117561383871,0.8798648074398152,-0.058985147789876215,BL010,bwd,0.1,2,,,,,,,,,,,,,,,,,
14,3.2071511350625577,10.350439119435759,0.974127087045556,-0.04901521723794932,BL010,bwd,0.1,2,,,,,,,,,,,,,,,,,
15,3.3000382506858896,10.950980553394096,0.8774884518276531,-0.04961391530827134,BL010,bwd,0.1,2,,,,,,,,,,,,,,,,,
16,3.3938911727437886,11.5783429665986,0.9344828560991477,-0.05019062498981816,BL010,bwd,0.1,2,,,,,,,,,,,,,,,,,
17,3.4815867422940907,12.180455842462697,0.8579729095755438,-0.04276898426178375,BL010,bwd,0.1,2,,,,,,,,,,,,,,,,,
18,3.564990890722222,12.768852708841955,0.9305556379143819,-0.05424013374404615,BL010,bwd,0.1,2,,,,,,,,,,,,,,,,,
19,3.6386818493629587,13.300960866337586,0.8583594065313628,-0.05269325135698498,BL010,bwd,0.1,2,,,,,,,,,,,,,,,,,
20,3.7280336259527576,13.959034029136987,0.9933291039288278,-0.04747518570228097,BL010,bwd,0.1,2,0.001395363064638295,0.055382157098989554,0.0005076556839493201,0.6351534926584063,78.13928123948364,0.07686087746613461,0.17270056024904487,1.0,1.3322676295501878e-14,0.0266135973005464,37.32412017478126,0.18147109399640463,0.18147109399640463,2.219047409291156,-1.8904627651684123,0.173203125,0.9246000051498413
21,3.798686967622402,14.491891055028354,0.923638525620843,-0.057287147917818845,BL010,bwd,0.1,2,,,,,,,,,,,,,,,,,
22,3.8844233630752916,15.142975691594508,1.0451399391567693,-0.05391844458884753,BL010,bwd,0.1,2,,,,,,,,,,,,,,,,,
23,3.9658338076582114,15.781340405845931,1.004086203171051,-0.04963055327316997,BL010,bwd,0.1,2,,,,,,,,,,,,,,,,,
24,4.046804880531027,16.423063277438857,1.0004875543792808,-0.04781190833714337,BL010,bwd,0.1,2,,,,,,,,,,,,,,,,,
25,4.119194366330809,17.013627132475563,0.9673248157895881,-0.050027900851304666,BL010,bwd,0.1,2,,,,,,,,,,,,,,,,,
26,4.188445490836156,17.585674632721325,0.9718344503795209,-0.05242841121552383,BL010,bwd,0.1,2,,,,,,,,,,,,,,,,,
27,4.2523593056715585,18.123142029721986,0.9800378785694671,-0.056790548872457,BL010,bwd,0.1,2,,,,,,,,,,,,,,,,,
28,4.32705393463213,18.763323958920523,1.01127312361795,-0.045301873293084736,BL010,bwd,0.1,2,,,,,,,,,,,,,,,,,
29,4.396054997781261,19.36661911978575,0.9704103809295006,-0.04560151879399512,BL010,bwd,0.1,2,,,,,,,,,,,,,,,,,
30,4.464226409232969,19.965806419342425,1.0374940207706147,-0.05226836850267784,BL010,bwd,0.1,2,0.0014238163055446458,0.05233456561427823,0.0005289753590948117,0.662950635272659,77.57980885021637,0.07561646858021587,0.1645122702515099,1.0,1.4210854715202004e-14,0.026402264635655776,39.29564509286442,0.16606035181354378,0.16606035181354378,2.528710411213153,-2.295166130931647,0.15763671875,0.9243999719619751
31,4.529469215806298,20.55272151196139,0.9751081260610417,-0.04483079363751144,BL010,bwd,0.1,2,,,,,,,,,,,,,,,,,
32,4.591546755574586,21.112969247623433,1.0295640838180495,-0.054495287859275994,BL010,bwd,0.1,2,,,,,,,,,,,,,,,,,
33,4.651638397916188,21.669217523960448,0.9696364771066264,-0.04691445925364174,BL010,bwd,0.1,2,,,,,,,,,,,,,,,,,
34,4.710744093957589,22.224240611504207,1.0222617065161084,-0.054095631530895846,BL010,bwd,0.1,2,,,,,,,,,,,,,,,,,
35,4.764654901832477,22.731752314369434,0.969405880389524,-0.05171361217146371,BL010,bwd,0.1,2,,,,,,,,,,,,,,,,,
36,4.825838763208654,23.31948080780016,1.0595243143099988,-0.04930862377136295,BL010,bwd,0.1,2,,,,,,,,,,,,,,,,,
37,4.890677703853286,23.947413143875693,1.0409394400011664,-0.04428038049329189,BL010,bwd,0.1,2,,,,,,,,,,,,,,,,,
38,4.947011633421851,24.501096783274487,1.0102116012309785,-0.04639783744283316,BL010,bwd,0.1,2,,,,,,,,,,,,,,,,,
39,5.0012811977806,25.039985630668244,1.0048313953162147,-0.05004354977450394,BL010,bwd,0.1,2,,,,,,,,,,,,,,,,,
40,5.049498983533612,25.524126292892344,1.0277977367133782,-0.056907952694393325,BL010,bwd,0.1,2,0.001367536027604948,0.047796085141573345,0.0005401778270689426,0.6916798644418056,76.57809597319486,0.07665838037888985,0.1633797102518507,1.0,8.881784197001252e-16,0.02606495944900727,39.43216327361381,0.17311796899891924,0.17311796899891924,2.817795039782237,-2.609526323016778,0.164765625,0.9193000197410583
41,5.116433293543958,26.203027977988818,1.044745680783336,-0.036081380969262174,BL010,bwd,0.1,2,,,,,,,,,,,,,,,,,
42,5.172540180983332,26.78394776245437,1.0629122053660744,-0.048282155851677416,BL010,bwd,0.1,2,,,,,,,,,,,,,,,,,
43,5.2272946587176605,27.354112199675775,1.1005643197024162,-0.05215006985911902,BL010,bwd,0.1,2,,,,,,,,,,,,,,,,,
44,5.287335181350176,27.9833854479678,1.028448142081782,-0.03869846636449343,BL010,bwd,0.1,2,,,,,,,,,,,,,,,,,
45,5.341715667503994,28.56030385322757,0.9832146031689664,-0.040087184286497095,BL010,bwd,0.1,2,,,,,,,,,,,,,,,,,
46,5.391658733671917,29.095361161155086,1.0737284258973994,-0.05160927431145591,BL010,bwd,0.1,2,,,,,,,,,,,,,,,,,
47,5.45267928452209,29.75596819953921,1.221967708443069,-0.04907418947095442,BL010,bwd,0.1,2,,,,,,,,,,,,,,,,,
48,5.509286954406147,30.37766978133266,1.0778462242698001,-0.04317827087675818,BL010,bwd,0.1,2,,,,,,,,,,,,,,,,,
49,5.559203895691151,30.931504938331983,1.0726182499215036,-0.047499523317818114,BL010,bwd,0.1,2,,,,,,,,,,,,,,,,,
50,5.603462165417044,31.4276755416951,1.0085684616627049,-0.04917429585148847,BL010,bwd,0.1,2,0.0011924209988448734,0.03968434931887649,0.0005453199482260841,0.7046641804888479,78.19460152440244,0.06977981039745407,0.14083444025863767,1.0,1.0658141036401503e-14,0.023292769311825362,43.299637246253546,0.148174609631428,0.148174609631428,3.167544800326039,-3.164732930275525,0.1395703125,0.9126999974250793
