task,N,N2,D2,cos,arm,kind,param,seed,gw2,g2,e2,xi,R,graw,phi2_batch,alive,addgap,S2,rho,phi2_probe,phi2_probe_fwd,sigma,zbar,posfrac,acc
1,1.1582203274920082,1.3524310744399783,1.0054264572250373,0.01355787554008917,BL001,bwd,0.01,0,,,,,,,,,,,,,,,,,
2,1.5217459729326976,2.3463849056492267,1.0811183572335283,-0.033436339589982406,BL001,bwd,0.01,0,,,,,,,,,,,,,,,,,
3,1.7702732293703096,3.182386670882123,0.948752472793561,-0.035803649635739315,BL001,bwd,0.01,0,,,,,,,,,,,,,,,,,
4,1.9526153228503964,3.8933212597738525,0.8391571631436358,-0.03870621261388048,BL001,bwd,0.01,0,,,,,,,,,,,,,,,,,
5,2.087120452804308,4.468998341362543,0.7084428386836944,-0.03844985785185259,BL001,bwd,0.01,0,,,,,,,,,,,,,,,,,
6,2.2265340361065604,5.088033459935209,0.7444541005920812,-0.03803230867682416,BL001,bwd,0.01,0,,,,,,,,,,,,,,,,,
7,2.3374632534342314,5.62383341298861,0.6848436660325155,-0.041833057448022834,BL001,bwd,0.01,0,,,,,,,,,,,,,,,,,
8,2.4570408258322685,6.224541111932631,0.7544715378717118,-0.04009668916002055,BL001,bwd,0.01,0,,,,,,,,,,,,,,,,,
9,2.5568970276609093,6.746181677975975,0.6527294246614774,-0.028352401471121995,BL001,bwd,0.01,0,,,,,,,,,,,,,,,,,
10,2.6475843576877027,7.232984559097283,0.6536968435010312,-0.03940509144133138,BL001,bwd,0.01,0,,,,,,,,,,,,,,,,,
11,2.7471262450364464,7.7866708594505925,0.700271720055883,-0.03034272799880244,BL001,bwd,0.01,0,,,,,,,,,,,,,,,,,
12,2.846886663797925,8.341747346227887,0.6971893076393204,-0.028260684798655573,BL001,bwd,0.01,0,,,,,,,,,,,,,,,,,
13,2.9601114654974428,8.96676638810062,0.7955992934174557,-0.03271560672137785,BL001,bwd,0.01,0,,,,,,,,,,,,,,,,,
14,3.0544273942590596,9.52678649870269,0.742667813772546,-0.034464391818794016,BL001,bwd,0.01,0,,,,,,,,,,,,,,,,,
