task,N,N2,D2,cos,arm,kind,param,seed,gw2,g2,e2,xi,R,graw,phi2_batch,alive,addgap,S2,rho,phi2_probe,phi2_probe_fwd,sigma,zbar,posfrac,acc
1,1.1310026383884582,1.2859702166015603,0.9475480873145247,0.0051988293711986155,LR03,leaky,0.3,1,,,,,,,,,,,,,,,,,
2,1.5227010570367936,2.333164309416725,1.1962688084788196,-0.060473114474438885,LR03,leaky,0.3,1,,,,,,,,,,,,,,,,,
3,1.7839378341934276,3.210291632366858,1.1485053886700631,-0.08517939491748443,LR03,leaky,0.3,1,,,,,,,,,,,,,,,,,
4,1.9878081028903554,3.9900505797646972,1.058331990141354,-0.07880361487975912,LR03,leaky,0.3,1,,,,,,,,,,,,,,,,,
5,2.150217689654787,4.670581330145718,1.0081779956950527,-0.08315036130223014,LR03,leaky,0.3,1,,,,,,,,,,,,,,,,,
6,2.3048750652946155,5.362685728988565,0.9728952438997805,-0.06938893843812675,LR03,leaky,0.3,1,,,,,,,,,,,,,,,,,
7,2.437556348809242,5.993033418518153,0.9381826873028756,-0.07126279018782249,LR03,leaky,0.3,1,,,,,,,,,,,,,,,,,
8,2.5563477264138768,6.589097025019426,0.9019213737771429,-0.06963961639917611,LR03,leaky,0.3,1,,,,,,,,,,,,,,,,,
9,2.6741144261711245,7.207007252484204,0.9690752129736754,-0.07163492156087888,LR03,leaky,0.3,1,,,,,,,,,,,,,,,,,
10,2.7857374624870674,7.806122243700702,0.9275941092081277,-0.06691171799311751,LR03,leaky,0.3,1,,,,,,,,,,,,,,,,,
11,2.8889770307468505,8.385970265698191,0.9173481680366501,-0.06656613960833677,LR03,leaky,0.3,1,,,,,,,,,,,,,,,,,
12,2.991110137225389,8.981889966390929,0.9603462530757159,-0.06765297360502984,LR03,leaky,0.3,1,,,,,,,,,,,,,,,,,
13,3.091826623788338,9.59149036234554,0.9627371557719201,-0.0628310015863585,LR03,leaky,0.3,1,,,,,,,,,,,,,,,,,
14,3.1872001464862723,10.189507333234634,0.8776936699811183,-0.05001976543389566,LR03,leaky,0.3,1,,,,,,,,,,,,,,,,,
15,3.2690427025784277,10.718829363027474,0.9392569778445554,-0.06857945058486416,LR03,leaky,0.3,1,,,,,,,,,,,,,,,,,
16,3.3484321610004577,11.248378720047588,0.8544634385461626,-0.05704127159721147,LR03,leaky,0.3,1,,,,,,,,,,,,,,,,,
17,3.4334123644855405,11.82300281377889,0.9537155699538645,-0.06129449480098764,LR03,leaky,0.3,1,,,,,,,,,,,,,,,,,
18,3.516255312403913,12.399434360056505,0.9508587508124117,-0.059283031745889364,LR03,leaky,0.3,1,,,,,,,,,,,,,,,,,
19,3.596220479044029,12.968947627451598,0.9300091793508848,-0.05683421683948978,LR03,leaky,0.3,1,,,,,,,,,,,,,,,,,
20,3.6631714744196917,13.454554690207937,0.9544919446890553,-0.07106407312762766,LR03,leaky,0.3,1,0.003440935901458896,0.22298178079620085,0.00023333973294556987,0.8545823542241541,77.38638959739146,0.0856742313981717,0.2890888955877283,1.0,2.6645352591003757e-15,0.02582690077519093,36.95727772361796,0.3029257867289708,0.3029257867289708,1.8760194083312791,-1.2489694465257215,0.233984375,0.9010000228881836
21,3.736271758413175,13.995444598042713,0.9967107108874148,-0.0652067547992785,LR03,leaky,0.3,1,,,,,,,,,,,,,,,,,
22,3.805252076153234,14.515753250148242,0.898335836183129,-0.057002515451059395,LR03,leaky,0.3,1,,,,,,,,,,,,,,,,,
23,3.873536263098415,15.040183571399902,0.9669016279071624,-0.06258734637118789,LR03,leaky,0.3,1,,,,,,,,,,,,,,,,,
24,3.940347325380417,15.55930525527756,0.9424644938858111,-0.059370421738639025,LR03,leaky,0.3,1,,,,,,,,,,,,,,,,,
25,4.007414710937854,16.090249072128305,0.9695294735532001,-0.059783658305920806,LR03,leaky,0.3,1,,,,,,,,,,,,,,,,,
