task,N,N2,D2,cos,arm,kind,param,seed,gw2,g2,e2,xi,R,graw,phi2_batch,alive,addgap,S2,rho,phi2_probe,phi2_probe_fwd,sigma,zbar,posfrac,acc
1,1.031783765037883,1.0691162521080322,0.7272963158525986,0.00877288027362126,SN02,snake,0.2,1,,,,,,,,,,,,,,,,,
2,1.379158480081132,1.9098413628056492,0.9663479572568926,-0.06119914908742711,SN02,snake,0.2,1,,,,,,,,,,,,,,,,,
3,1.6342958927200346,2.6834220314243686,1.002700330327519,-0.08393962709896659,SN02,snake,0.2,1,,,,,,,,,,,,,,,,,
4,1.8333808218877727,3.3830611398206156,0.9321520836636248,-0.07467389296180313,SN02,snake,0.2,1,,,,,,,,,,,,,,,,,
5,2.006610018376825,4.054766277502301,0.9023383133318376,-0.06737092266309225,SN02,snake,0.2,1,,,,,,,,,,,,,,,,,
6,2.1584873839680814,4.688768515488905,0.8523544785097095,-0.06008015079163173,SN02,snake,0.2,1,,,,,,,,,,,,,,,,,
7,2.287722304679546,5.265626039685087,0.8153684028537002,-0.06345231482613273,SN02,snake,0.2,1,,,,,,,,,,,,,,,,,
8,2.412568259083951,5.850476551574944,0.8227267393027461,-0.05859621740676154,SN02,snake,0.2,1,,,,,,,,,,,,,,,,,
9,2.534158101010295,6.452601506813511,0.8352118262863878,-0.05348665780927544,SN02,snake,0.2,1,,,,,,,,,,,,,,,,,
10,2.646649315473734,7.0382693251096455,0.8169782902348275,-0.05251035305016634,SN02,snake,0.2,1,,,,,,,,,,,,,,,,,
11,2.748583137587774,7.590869805271866,0.7962395174616238,-0.05360340174288487,SN02,snake,0.2,1,,,,,,,,,,,,,,,,,
12,2.8455174649963992,8.135041580119916,0.8335149776253273,-0.05968309521327642,SN02,snake,0.2,1,,,,,,,,,,,,,,,,,
13,2.949251515339513,8.734639808903943,0.8159151387156696,-0.04512004861311199,SN02,snake,0.2,1,,,,,,,,,,,,,,,,,
14,3.0427391111738533,9.295942099734702,0.8056116427855818,-0.048402902574433145,SN02,snake,0.2,1,,,,,,,,,,,,,,,,,
15,3.134860070253228,9.8613766995807,0.8472719900377854,-0.05207352833458878,SN02,snake,0.2,1,,,,,,,,,,,,,,,,,
16,3.227311184116514,10.445063433760815,0.8123336901163504,-0.04157966892824452,SN02,snake,0.2,1,,,,,,,,,,,,,,,,,
17,3.3165356270768225,11.028835727018567,0.8632795124888861,-0.04835593596179563,SN02,snake,0.2,1,,,,,,,,,,,,,,,,,
18,3.402058375392977,11.607266551158467,0.8414466058086153,-0.04527231620139248,SN02,snake,0.2,1,,,,,,,,,,,,,,,,,
19,3.487042057985155,12.186959507977566,0.85325417263264,-0.0445424342698625,SN02,snake,0.2,1,,,,,,,,,,,,,,,,,
20,3.567155240028218,12.7570287487152,0.8254564122085861,-0.045974792638120175,SN02,snake,0.2,1,0.0020473060025331356,0.357548961462994,0.00010998989042981191,0.7024165264085748,74.1139138501069,0.08529958701020636,0.6136527567193892,1.0,5.329070518200751e-15,0.023713544105130314,34.8094915103813,0.6498991898644627,0.6498991898644627,2.076490321738327,-1.4753189347157059,0.22099609375,0.9146000146865845
21,3.6477306852284057,13.339200804590599,0.8904792304047366,-0.04905610953598374,SN02,snake,0.2,1,,,,,,,,,,,,,,,,,
22,3.7226969937894476,13.889660989855225,0.854142635643443,-0.04726722824272396,SN02,snake,0.2,1,,,,,,,,,,,,,,,,,
23,3.7944887757996084,14.43202936230381,0.8597930060364571,-0.04930597602269615,SN02,snake,0.2,1,,,,,,,,,,,,,,,,,
24,3.8664385892411612,14.978792849365341,0.8346903970200722,-0.04476697237808672,SN02,snake,0.2,1,,,,,,,,,,,,,,,,,
25,3.937034547671286,15.529999781190645,0.9097528188032533,-0.05082235529672388,SN02,snake,0.2,1,,,,,,,,,,,,,,,,,
26,3.9982429495861287,16.01593350112656,0.7920836886267874,-0.04636010532002958,SN02,snake,0.2,1,,,,,,,,,,,,,,,,,
27,4.063680044759561,16.5446593478885,0.8265965641471286,-0.04369494568325855,SN02,snake,0.2,1,,,,,,,,,,,,,,,,,
28,4.1272681266455775,17.064625452176685,0.8728224067007124,-0.049096680733959015,SN02,snake,0.2,1,,,,,,,,,,,,,,,,,
29,4.184823698836318,17.545073590013285,0.8121210950684136,-0.049754701857634843,SN02,snake,0.2,1,,,,,,,,,,,,,,,,,
30,4.239664710021238,18.005542969365493,0.8216209877493579,-0.05080426944283777,SN02,snake,0.2,1,0.002456631297378383,0.37057149311965754,0.000132194967086459,0.6662354823433796,75.27058535248246,0.08961947421792486,0.5774094219786359,1.0,1.2434497875801753e-14,0.024071835938469253,34.1320450110049,0.5921872312181198,0.5921872312181198,1.9990061987018932,-1.593080641648393,0.210390625,0.921500027179718
31,4.297217091317515,18.499817030923342,0.8025419904072393,-0.042505688497789296,SN02,snake,0.2,1,,,,,,,,,,,,,,,,,
32,4.3544333892263305,18.993590647334663,0.8553550014032953,-0.048357100565784635,SN02,snake,0.2,1,,,,,,,,,,,,,,,,,
33,4.406658599737181,19.45354419799964,0.8076761776380615,-0.04805517914605449,SN02,snake,0.2,1,,,,,,,,,,,,,,,,,
34,4.459879962567095,19.927062923639777,0.8236231123238464,-0.04840637000927222,SN02,snake,0.2,1,,,,,,,,,,,,,,,,,
35,4.5168574105732695,20.43684138797611,0.8438917350370031,-0.043245736665801636,SN02,snake,0.2,1,,,,,,,,,,,,,,,,,
36,4.574033468027779,20.95757701829808,0.8438595060021171,-0.042114875210301383,SN02,snake,0.2,1,,,,,,,,,,,,,,,,,
37,4.63063713899887,21.476639302578953,0.8278223679630615,-0.04064010354443449,SN02,snake,0.2,1,,,,,,,,,,,,,,,,,
38,4.683289824469846,21.96768628926621,0.8674123723668211,-0.04598423927666616,SN02,snake,0.2,1,,,,,,,,,,,,,,,,,
39,4.729887683073567,22.40590405579474,0.8221646636353493,-0.04905984719904875,SN02,snake,0.2,1,,,,,,,,,,,,,,,,,
40,4.777472125012495,22.85886845735658,0.8061259549250093,-0.04678607064400868,SN02,snake,0.2,1,0.0022077292280012813,0.3474384263710991,0.00013439116174900992,0.6235024023111605,75.83315388750461,0.08664836122244801,0.5687990413518712,1.0,5.329070518200751e-15,0.023879870374111784,33.75755154010099,0.6130522814087799,0.6130522814087799,2.1106992019847075,-1.6243701867115414,0.210234375,0.9266999959945679
41,4.824123228616109,23.30493301239051,0.8437839598912115,-0.050166470284280444,SN02,snake,0.2,1,,,,,,,,,,,,,,,,,
