task,N,N2,D2,cos,arm,kind,param,seed,gw2,g2,e2,xi,R,graw,phi2_batch,alive,addgap,S2,rho,phi2_probe,phi2_probe_fwd,sigma,zbar,posfrac,acc
1,1.0560577158162534,1.1206802829133842,0.7746427942410815,0.01351684766950088,LIN,linear,0.0,0,,,,,,,,,,,,,,,,,
2,1.348381395728904,1.8235596914730876,0.8595950563593792,-0.0786101728067391,LIN,linear,0.0,0,,,,,,,,,,,,,,,,,
3,1.5549335422540462,2.424783684918432,0.8309772484815039,-0.09282602478134437,LIN,linear,0.0,0,,,,,,,,,,,,,,,,,
4,1.7027405702960174,2.9061622034750507,0.769842990560318,-0.1056229055168719,LIN,linear,0.0,0,,,,,,,,,,,,,,,,,
5,1.840803635420883,3.397849846329622,0.7404672332101322,-0.0855156890256634,LIN,linear,0.0,0,,,,,,,,,,,,,,,,,
6,1.9679534614151004,3.8851868078639966,0.7210503673612183,-0.07536571792497809,LIN,linear,0.0,0,,,,,,,,,,,,,,,,,
7,2.083189821669138,4.355119352080476,0.7364556172977328,-0.07963616021708782,LIN,linear,0.0,0,,,,,,,,,,,,,,,,,
8,2.201379035139985,4.863151438949761,0.732961534573753,-0.0625809303200052,LIN,linear,0.0,0,,,,,,,,,,,,,,,,,
9,2.300806783584809,5.311456248630146,0.7126866800043865,-0.0725781810929066,LIN,linear,0.0,0,,,,,,,,,,,,,,,,,
10,2.3889002524162763,5.725160658594091,0.7060081046532066,-0.07633261964731408,LIN,linear,0.0,0,,,,,,,,,,,,,,,,,
11,2.482490358455917,6.181514068040672,0.7130134596302052,-0.06349556250114963,LIN,linear,0.0,0,,,,,,,,,,,,,,,,,
12,2.5734073162145403,6.641013179806317,0.727643311142659,-0.06294286553849164,LIN,linear,0.0,0,,,,,,,,,,,,,,,,,
13,2.664289554609166,7.1167495889163055,0.7475656845898989,-0.06146400526103548,LIN,linear,0.0,0,,,,,,,,,,,,,,,,,
14,2.751373231496623,7.587616548730457,0.7901386770963856,-0.06832722271310178,LIN,linear,0.0,0,,,,,,,,,,,,,,,,,
15,2.830430948768765,8.0295288420348,0.7307547029019102,-0.06210456067469407,LIN,linear,0.0,0,,,,,,,,,,,,,,,,,
16,2.9149283485754993,8.51315504158333,0.8117934423778075,-0.06472979059367326,LIN,linear,0.0,0,,,,,,,,,,,,,,,,,
17,2.9941579855837586,8.980478601562561,0.744003076652562,-0.05526055835947277,LIN,linear,0.0,0,,,,,,,,,,,,,,,,,
18,3.0743551503145428,9.46654521714186,0.7487535283911576,-0.051371143119013814,LIN,linear,0.0,0,,,,,,,,,,,,,,,,,
19,3.1439683845400777,9.899871682124385,0.7534272073849391,-0.06096776738223137,LIN,linear,0.0,0,,,,,,,,,,,,,,,,,
20,3.2092869132728765,10.314999947328293,0.719638072072471,-0.05825981121552763,LIN,linear,0.0,0,0.0057936531117289605,1.0,7.286272141431942e-05,1.0,79.51464067316917,0.09390580424811663,1.0,1.0,2.1316282072803006e-14,0.022691555707013703,31.713915139367856,1.0,1.0,1.3852829761711707,0.034969220955544104,0.5143359375,0.8938999772071838
21,3.2743130758235237,10.739725080730468,0.7259140248846946,-0.056725337894556416,LIN,linear,0.0,0,,,,,,,,,,,,,,,,,
22,3.3516964091607018,11.254185766198969,0.8365152335265322,-0.05437913109948262,LIN,linear,0.0,0,,,,,,,,,,,,,,,,,
23,3.4190706832336555,11.709134962935522,0.7821531797330608,-0.05542323100580297,LIN,linear,0.0,0,,,,,,,,,,,,,,,,,
24,3.482390117666049,12.146440838391895,0.7951599682903292,-0.05908103412086145,LIN,linear,0.0,0,,,,,,,,,,,,,,,,,
25,3.5488671028129746,12.61357094919855,0.827774909766716,-0.05738140861677105,LIN,linear,0.0,0,,,,,,,,,,,,,,,,,
26,3.614952054287973,13.087224111423055,0.8007116504363865,-0.052889916651835664,LIN,linear,0.0,0,,,,,,,,,,,,,,,,,
27,3.67655379916283,13.538131095657253,0.7974766790915531,-0.05498502760787052,LIN,linear,0.0,0,,,,,,,,,,,,,,,,,
