task,N,N2,D2,cos,arm,kind,param,seed,gw2,g2,e2,xi,R,graw,phi2_batch,alive,addgap,S2,rho,phi2_probe,phi2_probe_fwd,sigma,zbar,posfrac,acc
1,1.0511813078361787,1.108790392397857,0.7663669055559822,0.00902395652560295,LIN,linear,0.0,1,,,,,,,,,,,,,,,,,
2,1.350650755249444,1.8304682402531713,0.8689359535277525,-0.07460942766987914,LIN,linear,0.0,1,,,,,,,,,,,,,,,,,
3,1.5577517890805501,2.4355521442939287,0.8751547165478156,-0.10697526498148502,LIN,linear,0.0,1,,,,,,,,,,,,,,,,,
4,1.720318955095594,2.9684641719493046,0.8148863415538627,-0.09934866771510674,LIN,linear,0.0,1,,,,,,,,,,,,,,,,,
5,1.8605131894132325,3.4716544840906236,0.775598203036048,-0.09046819830729422,LIN,linear,0.0,1,,,,,,,,,,,,,,,,,
6,1.988663097304509,3.967702794039736,0.7323125424005932,-0.07378430582747812,LIN,linear,0.0,1,,,,,,,,,,,,,,,,,
7,2.1064459633087584,4.452565966098165,0.7315775336594662,-0.0723697798769866,LIN,linear,0.0,1,,,,,,,,,,,,,,,,,
8,2.209660500788614,4.898124811180405,0.7296265060806723,-0.07972208747281923,LIN,linear,0.0,1,,,,,,,,,,,,,,,,,
9,2.313427981957956,5.369527791721228,0.7357768727509467,-0.0702233936621141,LIN,linear,0.0,1,,,,,,,,,,,,,,,,,
10,2.407477227346775,5.815113638367702,0.7387642369331957,-0.07390032230014867,LIN,linear,0.0,1,,,,,,,,,,,,,,,,,
11,2.49417462070153,6.239923537870246,0.7065034263888456,-0.07098558973653811,LIN,linear,0.0,1,,,,,,,,,,,,,,,,,
12,2.581251187929787,6.683206294106492,0.735279688288178,-0.06851819562356246,LIN,linear,0.0,1,,,,,,,,,,,,,,,,,
13,2.6738086825056215,7.169285518921389,0.7085130535961884,-0.05214044173326519,LIN,linear,0.0,1,,,,,,,,,,,,,,,,,
14,2.7579859282151373,7.625706211247036,0.7131600097803923,-0.05610762101192802,LIN,linear,0.0,1,,,,,,,,,,,,,,,,,
15,2.8381639518749977,8.073021657906194,0.7596262724426017,-0.06520703481009582,LIN,linear,0.0,1,,,,,,,,,,,,,,,,,
16,2.9193376369131956,8.538656105169007,0.7087883120455335,-0.05210793407407191,LIN,linear,0.0,1,,,,,,,,,,,,,,,,,
17,2.999578994488212,9.014481938652347,0.8262598425936281,-0.06694808151311495,LIN,linear,0.0,1,,,,,,,,,,,,,,,,,
18,3.0760904892305985,9.477909273587578,0.7745071092023507,-0.059088576706542516,LIN,linear,0.0,1,,,,,,,,,,,,,,,,,
19,3.1509906017161655,9.944423585961294,0.7904053865383414,-0.05960266115462483,LIN,linear,0.0,1,,,,,,,,,,,,,,,,,
20,3.2187624304475606,10.376583522337285,0.7937122359652,-0.0650859754681732,LIN,linear,0.0,1,0.005686195422888861,1.0,7.182601674551743e-05,1.0,79.16623642148045,0.09409907889695761,1.0,1.0,2.6645352591003757e-15,0.02394001535952758,33.15420746584111,1.0,1.0,1.3885540260749691,0.04489249545856097,0.50796875,0.8891000151634216
21,3.2891051544748575,10.834482376330259,0.8540813379624964,-0.06761590351961391,LIN,linear,0.0,1,,,,,,,,,,,,,,,,,
22,3.3570714191349746,11.28619439207504,0.7610863936126148,-0.05476839658885501,LIN,linear,0.0,1,,,,,,,,,,,,,,,,,
23,3.4198318718138956,11.711478397853861,0.8608926293304379,-0.06995918015903552,LIN,linear,0.0,1,,,,,,,,,,,,,,,,,
24,3.4862432249385016,12.169555545792287,0.7645633551018627,-0.051234265841712985,LIN,linear,0.0,1,,,,,,,,,,,,,,,,,
25,3.5518233640294636,12.632068313374253,0.7906920185971115,-0.05373707135720906,LIN,linear,0.0,1,,,,,,,,,,,,,,,,,
26,3.610893520665998,13.054358080004874,0.7274565508011677,-0.051566399515068896,LIN,linear,0.0,1,,,,,,,,,,,,,,,,,
27,3.6689603725152096,13.477000349588657,0.7558491357198046,-0.05400496597608924,LIN,linear,0.0,1,,,,,,,,,,,,,,,,,
28,3.7284910321688587,13.918006581762198,0.7371291722674315,-0.04793366345727348,LIN,linear,0.0,1,,,,,,,,,,,,,,,,,
29,3.7878555562137444,14.363244990057188,0.7713161789148983,-0.04950638028325548,LIN,linear,0.0,1,,,,,,,,,,,,,,,,,
30,3.8428697486127668,14.78220246329628,0.8234263366822381,-0.059102661949268886,LIN,linear,0.0,1,0.004988239404620879,1.0,6.281886605780367e-05,1.0,79.40670880672779,0.08842228846401488,1.0,1.0,5.329070518200751e-15,0.024656607841429964,33.395767251432396,1.0,1.0,1.5382700437043615,0.08107117072807099,0.51068359375,0.8952999711036682
