task,N,N2,D2,cos,arm,kind,param,seed,gw2,g2,e2,xi,R,graw,phi2_batch,alive,addgap,S2,rho,phi2_probe,phi2_probe_fwd,sigma,zbar,posfrac,acc
1,1.0465383780261541,1.0991211175017304,0.7555884677080155,0.010488111403493807,SN02,snake,0.2,2,,,,,,,,,,,,,,,,,
2,1.3781093925288963,1.9067480120234694,0.9430682843307872,-0.06710308530135509,SN02,snake,0.2,2,,,,,,,,,,,,,,,,,
3,1.6439067733294248,2.7182155165160227,0.9842716243102295,-0.0639244696252719,SN02,snake,0.2,2,,,,,,,,,,,,,,,,,
4,1.8408209331792202,3.4115948095399036,0.9191552116325322,-0.07167709301635967,SN02,snake,0.2,2,,,,,,,,,,,,,,,,,
5,2.0110707770770566,4.071291025396403,0.9122212761373671,-0.07279334246456613,SN02,snake,0.2,2,,,,,,,,,,,,,,,,,
6,2.1503132995286847,4.653220677300355,0.8356809114129633,-0.06912308699722187,SN02,snake,0.2,2,,,,,,,,,,,,,,,,,
7,2.275885292492175,5.211438705355985,0.7869061839586792,-0.060891213849177006,SN02,snake,0.2,2,,,,,,,,,,,,,,,,,
8,2.4010293271627274,5.796438040723949,0.8421881429412873,-0.06207655439731024,SN02,snake,0.2,2,,,,,,,,,,,,,,,,,
9,2.5173059247407075,6.366304788856586,0.8116040334625785,-0.056730157979224545,SN02,snake,0.2,2,,,,,,,,,,,,,,,,,
10,2.6238924928814646,6.916037810157167,0.8061010872440798,-0.05857443426609233,SN02,snake,0.2,2,,,,,,,,,,,,,,,,,
11,2.733314286086596,7.500904255563675,0.8424986098835195,-0.05531413247491256,SN02,snake,0.2,2,,,,,,,,,,,,,,,,,
12,2.839467353190182,8.094156093617707,0.8885509992926104,-0.05920321528237332,SN02,snake,0.2,2,,,,,,,,,,,,,,,,,
13,2.946311650470319,8.709173201984854,0.8529383066462666,-0.04734239062191924,SN02,snake,0.2,2,,,,,,,,,,,,,,,,,
14,3.040322172725204,9.271941299973408,0.7941404638598379,-0.045824925656566255,SN02,snake,0.2,2,,,,,,,,,,,,,,,,,
15,3.1349300750597653,9.855743154974073,0.8288144703423255,-0.04702907792007034,SN02,snake,0.2,2,,,,,,,,,,,,,,,,,
16,3.2239965086656626,10.421138244108937,0.8325698985017962,-0.05022136037992416,SN02,snake,0.2,2,,,,,,,,,,,,,,,,,
17,3.314514762320824,11.015566365679627,0.8400643535594997,-0.04292160883392175,SN02,snake,0.2,2,,,,,,,,,,,,,,,,,
18,3.399535774009779,11.589010740492359,0.8289942369271293,-0.046142744151471835,SN02,snake,0.2,2,,,,,,,,,,,,,,,,,
19,3.4753833752872128,12.114229081392898,0.8023045440326603,-0.048585128956025916,SN02,snake,0.2,2,,,,,,,,,,,,,,,,,
