task,N,N2,D2,cos,arm,kind,param,seed,gw2,g2,e2,xi,R,graw,phi2_batch,alive,addgap,S2,rho,phi2_probe,phi2_probe_fwd,sigma,zbar,posfrac,acc
1,1.1550821915930285,1.3421115221807813,0.9968032858931284,0.01230448014090473,LR,leaky,0.1,0,,,,,,,,,,,,,,,,,
2,1.542061179725819,2.397348387845861,1.1682896132185574,-0.0451495093014497,LR,leaky,0.1,0,,,,,,,,,,,,,,,,,
3,1.808209004958435,3.3028111372471125,1.0832145870439667,-0.05375160747270221,LR,leaky,0.1,0,,,,,,,,,,,,,,,,,
4,1.9945769649980998,4.02989078394408,0.9520526261780984,-0.06681223112864604,LR,leaky,0.1,0,,,,,,,,,,,,,,,,,
5,2.1545030586277445,4.716486658597539,0.9031278998578246,-0.061981390588107955,LR,leaky,0.1,0,,,,,,,,,,,,,,,,,
6,2.306873540147962,5.39580119525653,0.8909708285809451,-0.0581756771254795,LR,leaky,0.1,0,,,,,,,,,,,,,,,,,
7,2.4387287728246263,6.027332918407054,0.9056307484715791,-0.0684129791055358,LR,leaky,0.1,0,,,,,,,,,,,,,,,,,
8,2.570084728124133,6.687188389965777,0.9219428173906613,-0.0646639364162085,LR,leaky,0.1,0,,,,,,,,,,,,,,,,,
9,2.681779516978866,7.280230329650301,0.8408914909119498,-0.057928531459373725,LR,leaky,0.1,0,,,,,,,,,,,,,,,,,
10,2.798338464241566,7.911535865237693,0.8779733423749385,-0.05292355188190667,LR,leaky,0.1,0,,,,,,,,,,,,,,,,,
11,2.9057940805008236,8.528115754492553,0.8810157597938522,-0.05385178285667875,LR,leaky,0.1,0,,,,,,,,,,,,,,,,,
12,3.004980075822733,9.112512425226369,0.842615154880301,-0.05088219364621937,LR,leaky,0.1,0,,,,,,,,,,,,,,,,,
13,3.1029907902930463,9.70269420682624,0.895746339312737,-0.05723275816498583,LR,leaky,0.1,0,,,,,,,,,,,,,,,,,
14,3.1990937068226146,10.308672721395796,0.92406755195297,-0.055678332516722454,LR,leaky,0.1,0,,,,,,,,,,,,,,,,,
15,3.3006450957556996,10.961602762804922,0.9179697631555799,-0.04489774548052601,LR,leaky,0.1,0,,,,,,,,,,,,,,,,,
16,3.395589831371187,11.593484796567704,0.9430312824031071,-0.04920182560100603,LR,leaky,0.1,0,,,,,,,,,,,,,,,,,
17,3.481857961717917,12.18197451667945,0.8961856563134822,-0.05117738137782926,LR,leaky,0.1,0,,,,,,,,,,,,,,,,,
18,3.564224098463874,12.76440495701751,0.882062767366386,-0.04716198543255449,LR,leaky,0.1,0,,,,,,,,,,,,,,,,,
19,3.644423038694033,13.33727712793857,0.9370382947623197,-0.05700374371155474,LR,leaky,0.1,0,,,,,,,,,,,,,,,,,
20,3.715067173827961,13.850506323010311,0.8346632173909663,-0.0520169460003707,LR,leaky,0.1,0,0.00134367462716959,0.05638033133616028,0.0004370387661533114,0.7088222325495442,76.932385691942,0.07860410219208125,0.20209267024019695,1.0,4.440892098500626e-15,0.023730508677518428,35.17258010493897,0.20732324242612232,0.20732324242612232,2.335428008737853,-1.7325007572845357,0.19931640625,0.9232000112533569
21,3.7848937040911492,14.373947285802695,0.9012532869779523,-0.05586928328535186,LR,leaky,0.1,0,,,,,,,,,,,,,,,,,
22,3.8685996059357075,15.006839533013581,0.9820429955928374,-0.048381522793214095,LR,leaky,0.1,0,,,,,,,,,,,,,,,,,
23,3.9411902945036985,15.571703163314794,0.9450158453795251,-0.053817864117619914,LR,leaky,0.1,0,,,,,,,,,,,,,,,,,
24,4.020510456389786,16.202887658547905,0.9997554136978463,-0.04925749110888345,LR,leaky,0.1,0,,,,,,,,,,,,,,,,,
25,4.094549145639231,16.80442480668754,0.9621964002514887,-0.04746745168612529,LR,leaky,0.1,0,,,,,,,,,,,,,,,,,
26,4.163888228529803,17.379661217650504,0.9013287667552166,-0.04659287565259802,LR,leaky,0.1,0,,,,,,,,,,,,,,,,,
27,4.231633952266112,17.94889025930061,0.9350429388878315,-0.04811778530556623,LR,leaky,0.1,0,,,,,,,,,,,,,,,,,
28,4.3067681764940255,18.586694941147815,1.028311079595992,-0.04707676967413091,LR,leaky,0.1,0,,,,,,,,,,,,,,,,,
29,4.370583274935552,19.140799274049744,0.8890880016724697,-0.041924500365264544,LR,leaky,0.1,0,,,,,,,,,,,,,,,,,
30,4.435915844260719,19.713488193872223,1.058741264730404,-0.05692987725403375,LR,leaky,0.1,0,0.0014734496969167987,0.05332362576463222,0.0005410565279147312,0.6656212915268449,76.7265720179683,0.0754117043192937,0.16723180025069087,1.0,1.0658141036401503e-14,0.025477975198660716,41.55515720833491,0.18441015649551992,0.18441015649551992,2.737796461193159,-2.3326299881481334,0.176171875,0.917900025844574
31,4.501604168687848,20.29965570883772,1.029370526302679,-0.051862086053745794,LR,leaky,0.1,0,,,,,,,,,,,,,,,,,
32,4.560844223217133,20.832866813951306,0.9700673989812543,-0.051153665730593885,LR,leaky,0.1,0,,,,,,,,,,,,,,,,,
33,4.616415974527825,21.343067147019447,0.936145602600216,-0.049678650641430996,LR,leaky,0.1,0,,,,,,,,,,,,,,,,,
34,4.674995404964713,21.888423005167287,0.9350525248788246,-0.045255376149076695,LR,leaky,0.1,0,,,,,,,,,,,,,,,,,
35,4.741910150648745,22.516793712141727,1.0395648475649943,-0.04606146987758967,LR,leaky,0.1,0,,,,,,,,,,,,,,,,,
36,4.809310765797986,23.156795719688052,1.061192902548032,-0.04660637481267736,LR,leaky,0.1,0,,,,,,,,,,,,,,,,,
37,4.870491875999137,23.749457163232606,1.078630278997549,-0.04975765294302969,LR,leaky,0.1,0,,,,,,,,,,,,,,,,,
38,4.93110322081559,24.343694673715557,1.0805204060499376,-0.051335222082031395,LR,leaky,0.1,0,,,,,,,,,,,,,,,,,
39,4.9863875689236465,24.894881717704983,1.039990629319377,-0.050757054413980665,LR,leaky,0.1,0,,,,,,,,,,,,,,,,,
40,5.050040155744699,25.532142600551857,1.1719389243183427,-0.049442641009525216,LR,leaky,0.1,0,0.0013420660553039208,0.04696659829328601,0.0005526166186045581,0.6674466409092233,77.47191530254612,0.07139547548228622,0.14581315025713878,1.0,7.993605777301127e-15,0.02671759511311478,43.863937579586896,0.1687093752502464,0.1687093752502464,2.8431600164088096,-2.584259733701056,0.1603125,0.9168000221252441
41,5.1027699475488095,26.065458619127302,1.0562213424291715,-0.05337654786091118,LR,leaky,0.1,0,,,,,,,,,,,,,,,,,
42,5.15545451999048,26.608696237766008,1.0227621267473805,-0.0477458317554071,LR,leaky,0.1,0,,,,,,,,,,,,,,,,,
43,5.215117939335309,27.226096797504326,1.056033474024224,-0.042175814883950634,LR,leaky,0.1,0,,,,,,,,,,,,,,,,,
44,5.265662441224599,27.758153951507385,0.9935451164160797,-0.04782560181805098,LR,leaky,0.1,0,,,,,,,,,,,,,,,,,
45,5.317772919420113,28.30964745188219,1.0381031553421152,-0.049027807912252544,LR,leaky,0.1,0,,,,,,,,,,,,,,,,,
46,5.374851987903436,28.918609441223538,1.228797685926463,-0.055702922682748277,LR,leaky,0.1,0,,,,,,,,,,,,,,,,,
47,5.424276211456709,29.455887684738723,0.9639061551390955,-0.04175850083127837,LR,leaky,0.1,0,,,,,,,,,,,,,,,,,
48,5.48095091249101,30.07553822038103,1.1693810033933965,-0.05110570719532683,LR,leaky,0.1,0,,,,,,,,,,,,,,,,,
49,5.539185674924033,30.71572213642068,1.0638669950308977,-0.03946107421662655,LR,leaky,0.1,0,,,,,,,,,,,,,,,,,
50,5.589966612692588,31.288855364951957,1.031147184969036,-0.04287270472558474,LR,leaky,0.1,0,0.0011972539825321781,0.04472360201983355,0.0005071888629469529,0.6860479646213878,76.9352425674739,0.06940737696344045,0.14815252025643466,1.0,7.105427357601002e-15,0.024451480402609135,42.17115561064375,0.1533179690048797,0.1533179690048797,3.1458540134613378,-3.028904350203605,0.144765625,0.9125999808311462
51,5.6459552240382616,31.915492887576743,1.15751099763416,-0.04518113944367754,LR,leaky,0.1,0,,,,,,,,,,,,,,,,,
52,5.698605227288142,32.5110567031761,1.1814167120513384,-0.04925284126667613,LR,leaky,0.1,0,,,,,,,,,,,,,,,,,
53,5.750642745066986,33.106520004532996,1.2321223763451343,-0.0521600514287385,LR,leaky,0.1,0,,,,,,,,,,,,,,,,,
54,5.796809256853094,33.64244072417045,1.0900013491789389,-0.047751670537297466,LR,leaky,0.1,0,,,,,,,,,,,,,,,,,
55,5.844363536925451,34.19583213837209,1.1784724392767052,-0.05199804594171077,LR,leaky,0.1,0,,,,,,,,,,,,,,,,,
56,5.890825128231447,34.738256875533914,1.1693823750416856,-0.05295853890156533,LR,leaky,0.1,0,,,,,,,,,,,,,,,,,
57,5.946585452455913,35.40058729989944,1.1817808602533098,-0.042552077062723875,LR,leaky,0.1,0,,,,,,,,,,,,,,,,,
58,5.9901136362592,35.92082627769254,1.0720924321690937,-0.046719505074470605,LR,leaky,0.1,0,,,,,,,,,,,,,,,,,
59,6.038945161298596,36.50578301966648,1.1437706002590766,-0.044761021374219646,LR,leaky,0.1,0,,,,,,,,,,,,,,,,,
60,6.077967250700067,36.979880854366655,1.1834957974086309,-0.05561247154871698,LR,leaky,0.1,0,0.0013417109372391536,0.04138941317375978,0.000561295952787779,0.7490618398707197,77.10101712503632,0.07226913746732155,0.15835150025336436,1.0,1.7763568394002505e-15,0.025334470926673944,46.714841641415994,0.1690574221251416,0.1690574221251416,3.6113350485279474,-3.363348461902756,0.1606640625,0.9036999940872192
61,6.123200198714044,37.53103141800517,1.204162361760902,-0.053035323365424804,LR,leaky,0.1,0,,,,,,,,,,,,,,,,,
62,6.173138656562566,38.14592473039114,1.219749317775433,-0.04634071239488309,LR,leaky,0.1,0,,,,,,,,,,,,,,,,,
63,6.214736907479765,38.660262089456154,1.1199325989606457,-0.04832308827355537,LR,leaky,0.1,0,,,,,,,,,,,,,,,,,
64,6.26545981935031,39.29091857995574,1.113933331086138,-0.03713495264786901,LR,leaky,0.1,0,,,,,,,,,,,,,,,,,
65,6.301675320110218,39.74685067972911,1.2889027569533311,-0.06069616422169183,LR,leaky,0.1,0,,,,,,,,,,,,,,,,,
66,6.3429386319518635,40.269269125906796,1.1179551448009937,-0.04540447367174223,LR,leaky,0.1,0,,,,,,,,,,,,,,,,,
67,6.393149722101341,40.91373043050615,1.1534891137579708,-0.03946810838747955,LR,leaky,0.1,0,,,,,,,,,,,,,,,,,
68,6.430698190876342,41.397194755294265,1.083524222067607,-0.04534811482200007,LR,leaky,0.1,0,,,,,,,,,,,,,,,,,
69,6.470198148629026,41.902881284250846,1.1110814135925409,-0.045570048235424564,LR,leaky,0.1,0,,,,,,,,,,,,,,,,,
70,6.510644431354475,42.42677353128327,1.0995350597764741,-0.045011131662889475,LR,leaky,0.1,0,0.001261262038414888,0.04734921275869604,0.0005039458894001565,0.6896549720891235,76.64375661527936,0.06839670467886638,0.16616656025101179,1.0,7.105427357601002e-15,0.026325681421937582,41.76663244356574,0.17684980493529584,0.17684980493529584,3.6166316686380897,-3.2031445956958136,0.16853515625,0.9077000021934509
71,6.559422601762231,43.06651066027802,1.174117213777518,-0.039790250264416044,LR,leaky,0.1,0,,,,,,,,,,,,,,,,,
72,6.603465349746367,43.64347601839052,1.1454790392492402,-0.04001172659364134,LR,leaky,0.1,0,,,,,,,,,,,,,,,,,
73,6.646640978469013,44.21786125993378,1.077677759977488,-0.037355853162041465,LR,leaky,0.1,0,,,,,,,,,,,,,,,,,
74,6.687423007056177,44.76268194598921,1.188886851754478,-0.04461504319176738,LR,leaky,0.1,0,,,,,,,,,,,,,,,,,
75,6.729244252580567,45.32816165121043,1.2902550627116534,-0.0488135057853589,LR,leaky,0.1,0,,,,,,,,,,,,,,,,,
76,6.778734652650721,45.99698639318143,1.2139704198427166,-0.03743983212443705,LR,leaky,0.1,0,,,,,,,,,,,,,,,,,
77,6.822497913758938,46.59311583333761,1.2359774361693785,-0.04391647157539216,LR,leaky,0.1,0,,,,,,,,,,,,,,,,,
78,6.859425003844053,47.09869219995731,1.2199134124160897,-0.048488203982144915,LR,leaky,0.1,0,,,,,,,,,,,,,,,,,
79,6.903067988779419,47.69813116466484,1.2214306858366402,-0.04515795219707682,LR,leaky,0.1,0,,,,,,,,,,,,,,,,,
80,6.936821600324139,48.166644197706084,1.2470176637259458,-0.050553138078698386,LR,leaky,0.1,0,0.0012536499221763677,0.047836729870514696,0.0005220533237741404,0.6499232923144236,77.23921079319129,0.06635534846908502,0.15001966025587254,1.0,1.509903313490213e-14,0.025775969819677017,48.37907836057403,0.15538691431675689,0.15538691431675689,3.7183895285476383,-3.472324608288087,0.14685546875,0.9082000255584717
81,6.981179355749975,48.78568766637376,1.3407210428822143,-0.04534320290202747,LR,leaky,0.1,0,,,,,,,,,,,,,,,,,
