arm,seed,unit,delta_beta_bnd,delta_beta_int,strict_dead_final,continuous_dead_last1000
L1w100_Aexact,3,75,-1.9799410700798035,-0.10985714197158813,1,1
L1w100_Aexact,3,76,-2.639410648494959,0.4291671849787235,1,1
L1w100_Aexact,3,77,-2.683920346200466,0.5358051881194115,1,1
L1w100_Aexact,3,78,-1.700149592012167,-0.4369649328291416,1,1
L1w100_Aexact,3,79,-2.1120952740311623,0.012051977217197418,1,1
L1w100_Aexact,3,80,-1.0002903044223785,-0.8441474139690399,1,1
L1w100_Aexact,3,81,-2.5919244076358154,0.4752635742770508,1,1
L1w100_Aexact,3,82,-2.336201163008809,0.1981122214347124,1,1
L1w100_Aexact,3,83,-1.9298660159111023,0.007563889026641846,1,1
L1w100_Aexact,3,84,-2.3099956661462784,0.1317293792963028,1,1
L1w100_Aexact,3,85,-3.616518661379814,1.4229582995176315,1,1
L1w100_Aexact,3,86,-0.9955434347502887,-0.9141804431565106,1,1
L1w100_Aexact,3,87,-1.864420622587204,-0.1898837387561798,1,1
L1w100_Aexact,3,88,-2.5103174241860415,0.5644283088524844,1,1
L1w100_Aexact,3,89,-2.4744389206171036,0.27275921404361725,1,1
L1w100_Aexact,3,90,-1.7547891801223159,-0.37944572512060404,1,1
L1w100_Aexact,3,91,-1.6503627989441156,-0.4772056844085455,1,1
L1w100_Aexact,3,92,-2.399839013814926,0.2791317403316498,1,1
L1w100_Aexact,3,93,-1.8844933360815048,-0.21685554087162018,1,1
L1w100_Aexact,3,94,-1.2214593905955553,-0.7797756176441908,1,1
L1w100_Aexact,3,95,-2.1113894693553448,-0.10867612436413765,1,1
L1w100_Aexact,3,96,-2.4866746235638857,0.1561094094067812,1,1
L1w100_Aexact,3,97,-2.884744629263878,0.5577719062566757,1,1
L1w100_Aexact,3,98,-2.616889327764511,0.42078766226768494,1,1
L1w100_Aexact,3,99,-3.1007777377963066,0.9833613559603691,1,1
L1w100_Aexact,4,0,-1.6300441306084394,-0.49606689997017384,1,1
L1w100_Aexact,4,1,-3.0555489808321,0.9085768014192581,1,1
L1w100_Aexact,4,2,-2.1595909376628697,-0.06804325385019183,1,1
L1w100_Aexact,4,3,-2.1225995495915413,-0.04060965031385422,1,1
L1w100_Aexact,4,4,-1.7754297107458115,-0.3416431099176407,1,1
L1w100_Aexact,4,5,-2.9615567337314133,0.8445149074832443,1,1
L1w100_Aexact,4,6,-2.6941297366283834,0.6446004225872457,1,1
L1w100_Aexact,4,7,-1.5791456401348114,-0.4431939423084259,1,1
L1w100_Aexact,4,8,-1.3365578427910805,-0.664788268506527,1,1
L1w100_Aexact,4,9,-2.5469248592853546,0.30793026089668274,1,1
L1w100_Aexact,4,10,-2.9314747601747513,0.7053738385438919,1,1
L1w100_Aexact,4,11,-1.3104408755898476,-0.5460764393210411,1,1
L1w100_Aexact,4,12,-2.38217665348202,0.27830077800899744,1,1
L1w100_Aexact,4,13,-2.151929455518257,0.07403214526129887,1,1
L1w100_Aexact,4,14,-2.2553172633051872,-0.0031554177403450012,1,1
L1w100_Aexact,4,15,-1.387983102351427,-0.6886157803237438,1,1
L1w100_Aexact,4,16,-2.4795312993228436,0.30043555423617363,1,1
L1w100_Aexact,4,17,-2.2829775472782785,0.21154447995650116,1,1
L1w100_Aexact,4,18,-2.0457936879247427,-0.072522247210145,1,1
L1w100_Aexact,4,19,-2.5211038030683994,0.33716076985001564,1,1
L1w100_Aexact,4,20,-2.6323187993839383,0.4223740743473172,1,1
L1w100_Aexact,4,21,-1.9019928351044655,-0.02058931440114975,1,1
L1w100_Aexact,4,22,-3.0465556270210072,0.9315458423225209,1,1
L1w100_Aexact,4,23,-2.017595764249563,-0.06330728903412819,1,1
L1w100_Aexact,4,24,-1.937995689921081,-0.03969202656298876,1,1
L1w100_Aexact,4,25,-2.5096983276307583,0.3794807754456997,1,1
L1w100_Aexact,4,26,-2.1872728299349546,-0.05108209140598774,1,1
L1w100_Aexact,4,27,-3.136221713386476,1.0097416108474135,1,1
L1w100_Aexact,4,28,-3.3527954572116414,1.1887000554477254,1,1
L1w100_Aexact,4,29,-1.4350161105394363,-0.4448547810316086,1,1
L1w100_Aexact,4,30,-2.1120982002466917,0.21354506723582745,1,1
L1w100_Aexact,4,31,-1.8693282650783658,-0.13335394393652678,1,1
L1w100_Aexact,4,32,-1.3204998229630291,-0.893701150547713,1,1
L1w100_Aexact,4,33,-1.9511673301458359,-0.12247587740421295,1,1
L1w100_Aexact,4,34,-2.552070418605581,0.4513595497701317,1,1
L1w100_Aexact,4,35,-1.535668931901455,-0.5576342716813087,1,1
L1w100_Aexact,4,36,24.06939644468366,-26.289254375820747,1,1
L1w100_Aexact,4,37,-2.175782819656888,0.12655915823415853,1,1
L1w100_Aexact,4,38,-2.766732295975089,0.5083859767764807,1,1
L1w100_Aexact,4,39,-1.9326230138540268,-0.1460215002298355,1,1
L1w100_Aexact,4,40,-1.7283378019928932,-0.2778877839446068,1,1
L1w100_Aexact,4,41,-2.2769676209427416,0.10231289872899652,1,1
L1w100_Aexact,4,42,-1.48248958773911,-0.6971812229603529,1,1
L1w100_Aexact,4,43,-2.5046557106543332,0.3244780220557004,1,1
L1w100_Aexact,4,44,-2.0040169954299927,-0.11553370952606201,1,1
L1w100_Aexact,4,45,-2.3813374787569046,0.24438126385211945,1,1
L1w100_Aexact,4,46,-1.9685409320518374,-0.27637503016740084,1,1
L1w100_Aexact,4,47,-3.0440500712720677,0.8082605338422582,1,1
L1w100_Aexact,4,48,-2.448452248238027,0.33026601281017065,1,1
L1w100_Aexact,4,49,-2.30753377333167,0.05238488569739275,1,1
L1w100_Aexact,4,50,-2.449761884752661,0.36529757315292954,1,1
L1w100_Aexact,4,51,-2.585852900519967,0.4689569864422083,1,1
L1w100_Aexact,4,52,-2.002027243375778,-0.08685138821601868,1,1
L1w100_Aexact,4,53,-1.92118826135993,-0.25485334172844887,1,1
L1w100_Aexact,4,54,-1.845271316356957,-0.3711247770115733,1,1
L1w100_Aexact,4,55,-2.487355031480547,0.2770331282517873,1,1
L1w100_Aexact,4,56,-1.9522924646735191,-0.06607697159051895,1,1
L1w100_Aexact,4,57,-2.0568299889564514,-0.03836768865585327,1,1
L1w100_Aexact,4,58,-1.8425218819174916,-0.11156001104973257,1,1
L1w100_Aexact,4,59,-2.3260562809882686,0.08958033646922559,1,1
L1w100_Aexact,4,60,-2.5225165840238333,0.3741403575986624,1,1
L1w100_Aexact,4,61,-1.9947432642802596,-0.2515688771381974,1,1
L1w100_Aexact,4,62,-2.4081725254654884,0.27794090658426285,1,1
L1w100_Aexact,4,63,-2.4541924074292183,0.21509195119142532,1,1
L1w100_Aexact,4,64,-2.9627609876915812,0.9834957746788859,1,1
L1w100_Aexact,4,65,-1.673758065328002,-0.5605780724436045,1,1
L1w100_Aexact,4,66,-1.8107373155653477,-0.23981386050581932,1,1
L1w100_Aexact,4,67,-1.4932802841067314,-0.4048297479748726,1,1
L1w100_Aexact,4,68,-2.1690853203181177,-0.031521025812253356,1,1
L1w100_Aexact,4,69,-2.1001989617943764,-0.007550738751888275,1,1
L1w100_Aexact,4,70,-3.2159011270850897,1.076920261606574,1,1
L1w100_Aexact,4,71,-1.3095382265746593,-0.7217697091400623,1,1
L1w100_Aexact,4,72,-2.479733024723828,0.25988653767853975,1,1
L1w100_Aexact,4,73,-2.330395891984608,0.3448110369049573,1,1
L1w100_Aexact,4,74,-2.4250538319998753,0.23660635656652573,1,1
L1w100_Aexact,4,75,-1.5573294704663567,-0.38772804086329415,1,1
L1w100_Aexact,4,76,-2.0222468227148056,-0.19615532457828522,1,1
L1w100_Aexact,4,77,-1.7943193917672033,-0.2388894552786951,1,1
L1w100_Aexact,4,78,-1.1625904412940145,-0.855336251668632,1,1
L1w100_Aexact,4,79,-2.1605213722214103,-0.13628448639065027,1,1
L1w100_Aexact,4,80,-4.416402139235288,2.2096496005542576,1,1
L1w100_Aexact,4,81,-2.918397333472967,0.7871610186994076,1,1
L1w100_Aexact,4,82,-1.9354100786149502,-0.2967032827436924,1,1
L1w100_Aexact,4,83,-2.288881472311914,0.27930825110524893,1,1
L1w100_Aexact,4,84,-1.7924319431185722,-0.3968743160367012,1,1
L1w100_Aexact,4,85,-1.496115691959858,-0.6179649755358696,1,1
L1w100_Aexact,4,86,-2.367283582687378,0.16611528396606445,1,1
L1w100_Aexact,4,87,-2.728096970357001,0.5089688384905457,1,1
L1w100_Aexact,4,88,-1.8398728063330054,-0.31924322340637445,1,1
L1w100_Aexact,4,89,-2.0463818851858377,-0.19614178501069546,1,1
L1w100_Aexact,4,90,-4.509237906895578,2.448043487034738,1,1
L1w100_Aexact,4,91,-2.025705827632919,-0.019801364978775382,1,1
L1w100_Aexact,4,92,-3.0113825278822333,0.734510131413117,1,1
L1w100_Aexact,4,93,-2.1277519911527634,0.03419773280620575,1,1
L1w100_Aexact,4,94,-2.406556979054585,0.3818115147296339,1,1
L1w100_Aexact,4,95,-2.424434043932706,0.6020034332759678,1,1
L1w100_Aexact,4,96,-1.6553108617663383,-0.587154395878315,1,1
L1w100_Aexact,4,97,-2.8102486498391954,0.7516687281167833,1,1
L1w100_Aexact,4,98,-1.8429681367706507,-0.29872545530088246,1,1
L1w100_Aexact,4,99,-1.849915573373437,-0.31817190907895565,1,1
L1w100_Aexact,5,0,-4.099524882854894,2.1092218433041126,1,1
L1w100_Aexact,5,1,-1.4166988064534962,-0.5600056718103588,1,1
L1w100_Aexact,5,2,-2.364826964214444,0.05312924273312092,1,1
L1w100_Aexact,5,3,-3.113750338088721,1.0036622281186283,1,1
L1w100_Aexact,5,4,-1.5594805947548593,-0.6702335604422842,1,1
L1w100_Aexact,5,5,-2.2405523160705343,0.18015135324094445,1,1
L1w100_Aexact,5,6,-2.1364589482545853,0.04755623638629913,1,1
L1w100_Aexact,5,7,-1.4317036271095276,-0.44282931089401245,1,1
L1w100_Aexact,5,8,-1.6378267407417297,-0.43166202306747437,1,1
L1w100_Aexact,5,9,-2.3566132690757513,0.2640107776969671,1,1
L1w100_Aexact,5,10,-2.181737495586276,0.2699380647391081,1,1
L1w100_Aexact,5,11,-3.870829328428954,1.706778749357909,1,1
L1w100_Aexact,5,12,-3.5464812805876136,1.234780221246183,1,1
L1w100_Aexact,5,13,-3.4897842933423817,1.2677548457868397,1,1
L1w100_Aexact,5,14,-2.7557508829049766,0.5383770349435508,1,1
L1w100_Aexact,5,15,-1.3931379718706012,-0.7154445247724652,1,1
L1w100_Aexact,5,16,-2.040703732520342,-0.052626412361860275,1,1
L1w100_Aexact,5,17,-2.905887592176441,0.7098750952281989,1,1
L1w100_Aexact,5,18,-1.8567788572981954,-0.305260899476707,1,1
L1w100_Aexact,5,19,-1.9828931364318123,-0.1993907418946037,1,1
L1w100_Aexact,5,20,-1.7441901005804539,-0.3985494337975979,1,1
L1w100_Aexact,5,21,-2.1144388616085052,-0.10092082619667053,1,1
L1w100_Aexact,5,22,-1.85181086382363,0.08289747557137161,1,1
L1w100_Aexact,5,23,0.3902722764760256,-2.542938845232129,1,1
L1w100_Aexact,5,24,-2.010085292160511,-0.15988831967115402,1,1
L1w100_Aexact,5,25,-2.0168095231056213,-0.16121643781661987,1,1
L1w100_Aexact,5,26,-1.4531745128333569,-0.5547622032463551,1,1
L1w100_Aexact,5,27,-1.4913895508507267,-0.6279277423163876,1,1
L1w100_Aexact,5,28,-2.239661702886224,0.12975812889635563,1,1
L1w100_Aexact,5,29,-2.2857786712625483,0.044342428205297324,1,1
L1w100_Aexact,5,30,-1.9542625137837604,-0.1383704951731488,1,1
L1w100_Aexact,5,31,-1.7301908009685576,-0.3823704249225557,1,1
L1w100_Aexact,5,32,-2.779659189749509,0.5641106744296849,1,1
L1w100_Aexact,5,33,-1.4733220527486992,-0.7727926780862617,1,1
L1w100_Aexact,5,34,-1.3900214582681656,-0.6231883615255356,1,1
L1w100_Aexact,5,35,-3.3480082135647535,1.2677424531430006,1,1
L1w100_Aexact,5,36,-2.391295775771141,0.4368222802877426,1,1
L1w100_Aexact,5,37,-3.5339188436046243,1.599415765143931,1,1
L1w100_Aexact,5,38,-1.9810711983591318,-0.008884703740477562,1,1
L1w100_Aexact,5,39,-2.655240971595049,0.46730657294392586,1,1
L1w100_Aexact,5,40,-2.03587706387043,0.022313192486763,1,1
L1w100_Aexact,5,41,-2.458697718800977,0.31395189207978547,1,1
L1w100_Aexact,5,42,-2.4218006283044815,0.3212320953607559,1,1
L1w100_Aexact,5,43,-2.0511340548982844,-0.10541492199990898,1,1
L1w100_Aexact,5,44,-1.9341750591993332,-0.03482194244861603,1,1
L1w100_Aexact,5,45,-2.5497290907078423,0.342441302316729,1,1
L1w100_Aexact,5,46,-2.7530504963942803,0.5307201645919122,1,1
L1w100_Aexact,5,47,-2.19227713503642,-0.11048585019307211,1,1
L1w100_Aexact,5,48,-1.2943418163340539,-0.7218398910481483,1,1
L1w100_Aexact,5,49,-1.711295242421329,-0.06669438350945711,1,1
L1w100_Aexact,5,50,-1.9081233590841293,-0.2599862962961197,1,1
L1w100_Aexact,5,51,-1.4884930849075317,-0.5339096784591675,1,1
L1w100_Aexact,5,52,-1.9129957556724548,-0.12638098001480103,1,1
L1w100_Aexact,5,53,-0.995025394950062,-1.057852269615978,1,1
L1w100_Aexact,5,54,-1.520328875631094,-0.637961033731699,1,1
L1w100_Aexact,5,55,-1.23964511603117,-0.5666759088635445,1,1
L1w100_Aexact,5,56,-1.586874625460041,-0.6590431716285821,1,1
L1w100_Aexact,5,57,-2.4744309161324054,0.4132746432442218,1,1
L1w100_Aexact,5,58,-1.5248016931582242,-0.5848658464383334,1,1
L1w100_Aexact,5,59,-3.5207133040694316,1.4175739035872539,1,1
L1w100_Aexact,5,60,-2.0773759186267853,-0.08487769961357117,1,1
L1w100_Aexact,5,61,-2.4429274424910545,0.40343793481588364,1,1
L1w100_Aexact,5,62,-2.234809087123722,0.34702722867950797,1,1
L1w100_Aexact,5,63,-2.24845459026983,0.2003758148639463,1,1
L1w100_Aexact,5,64,-3.547563012689352,1.4586216770112514,1,1
L1w100_Aexact,5,65,-1.9581717532128096,0.03548195771872997,1,1
L1w100_Aexact,5,66,-1.4572151452302933,-0.6491083353757858,1,1
L1w100_Aexact,5,67,-1.9713728222995996,-0.12427403591573238,1,1
L1w100_Aexact,5,68,-1.9072268546442501,-0.10804719320731238,1,1
L1w100_Aexact,5,69,-1.7592196963960305,-0.48085303080733865,1,1
L1w100_Aexact,5,70,-2.494716916233301,0.3847189284861088,1,1
L1w100_Aexact,5,71,-1.689330053748563,-0.1204894061665982,1,1
L1w100_Aexact,5,72,-1.9616652401164174,-0.08510104101151228,1,1
L1w100_Aexact,5,73,-3.4649131328769727,1.4207892448612256,1,1
L1w100_Aexact,5,74,-2.729343332350254,0.5081195011734962,1,1
L1w100_Aexact,5,75,-2.340801052749157,0.3149264380335808,1,1
L1w100_Aexact,5,76,-1.8467350900173187,-0.2964126169681549,1,1
L1w100_Aexact,5,77,-1.491018675151281,-0.7351082341047004,1,1
L1w100_Aexact,5,78,-2.212109819985926,0.05980707798153162,1,1
L1w100_Aexact,5,79,-1.893133495002985,-0.3559984229505062,1,1
L1w100_Aexact,5,80,-1.8314730674028397,-0.32710056006908417,1,1
L1w100_Aexact,5,81,-2.3616310050711036,0.4012052705511451,1,1
L1w100_Aexact,5,82,-2.6802823431789875,0.47400926426053047,1,1
L1w100_Aexact,5,83,-3.2535992478369735,1.0153153752326034,1,1
L1w100_Aexact,5,84,-2.243835967790801,0.10466961265774444,1,1
L1w100_Aexact,5,85,-1.2708531063981354,-0.7217504340223968,1,1
L1w100_Aexact,5,86,-2.165862045250833,0.13356610294431448,1,1
L1w100_Aexact,5,87,-2.6545100957155228,0.5406699925661087,1,1
L1w100_Aexact,5,88,-2.2409721314907074,0.20996317267417908,1,1
L1w100_Aexact,5,89,-2.334247355523985,0.13932347780792043,1,1
L1w100_Aexact,5,90,-1.6711800023913383,-0.5619978979229927,1,1
L1w100_Aexact,5,91,-2.1102690855041146,-0.09145115222781897,1,1
L1w100_Aexact,5,92,-2.393573086708784,0.22846249863505363,1,1
L1w100_Aexact,5,93,-1.469717466738075,-0.7009597183205187,1,1
L1w100_Aexact,5,94,-2.997964945017884,0.7812000181074836,1,1
L1w100_Aexact,5,95,-2.7071831247121736,0.5463004133016511,1,1
L1w100_Aexact,5,96,-2.153949022293091,-0.08484959602355957,1,1
L1w100_Aexact,5,97,-1.728674203157425,-0.4676317870616913,1,1
L1w100_Aexact,5,98,-2.7965538455173373,0.6435344172641635,1,1
L1w100_Aexact,5,99,-2.0688269324600697,-0.034638386219739914,1,1
L1w100_Aexact,6,0,-2.1299189403653145,0.06748426705598831,1,1
L1w100_Aexact,6,1,-2.1544676404446363,0.010580835863947868,1,1
L1w100_Aexact,6,2,-2.1854922752827406,0.12153029255568981,1,1
L1w100_Aexact,6,3,24.012882378418,-25.967125919181854,1,1
L1w100_Aexact,6,4,-2.3401505990186706,0.4488341851392761,1,1
L1w100_Aexact,6,5,-3.5369769152021036,1.4446860369062051,1,1
L1w100_Aexact,6,6,-2.303404558217153,0.2700407390948385,1,1
L1w100_Aexact,6,7,-1.941218277439475,-0.24642501212656498,1,1
L1w100_Aexact,6,8,-1.5593931078910828,-0.4762590527534485,1,1
L1w100_Aexact,6,9,-2.1039305925369263,0.045450806617736816,1,1
L1w100_Aexact,6,10,-1.7747117187571604,-0.44987047652482204,1,1
L1w100_Aexact,6,11,-1.764477588236332,-0.36377420276403427,1,1
L1w100_Aexact,6,12,-1.8418943900614977,-0.2262058239430189,1,1
L1w100_Aexact,6,13,-2.1288063165266067,0.10504456725902855,1,1
L1w100_Aexact,6,14,-2.197947219014168,0.23243291676044464,1,1
L1w100_Aexact,6,15,-2.2091427793784533,0.24915382769540884,1,1
L1w100_Aexact,6,16,-1.703456113114953,-0.3712268378585577,1,1
L1w100_Aexact,6,17,-2.062153747305274,-0.1815014574676752,1,1
L1w100_Aexact,6,18,-2.0256490781903267,-0.21523212641477585,1,1
L1w100_Aexact,6,19,-1.8970289528369904,-0.1294083297252655,1,1
L1w100_Aexact,6,20,-2.123404137790203,0.1358804628252983,1,1
L1w100_Aexact,6,21,-1.54336878657341,-0.5435245335102081,1,1
L1w100_Aexact,6,22,-1.6822680085897446,-0.4324714094400406,1,1
L1w100_Aexact,6,23,-1.9871180728077888,-0.3618435189127922,1,1
L1w100_Aexact,6,24,-2.0787690728902817,0.08823142945766449,1,1
L1w100_Aexact,6,25,-1.819253722205758,-0.13410254381597042,1,1
L1w100_Aexact,6,26,-2.03023325256072,-0.13995255180634558,1,1
L1w100_Aexact,6,27,-3.4759323557373136,1.2074110468383878,1,1
L1w100_Aexact,6,28,-3.9210434928536415,1.70174989849329,1,1
L1w100_Aexact,6,29,-1.7129813358187675,-0.2968977764248848,1,1
L1w100_Aexact,6,30,-1.9366482198238373,-0.03397813439369202,1,1
L1w100_Aexact,6,31,-2.5892552743898705,0.4408549676882103,1,1
L1w100_Aexact,6,32,-2.12930112099275,0.16185443615540862,1,1
L1w100_Aexact,6,33,-1.9795083422213793,-0.19038826040923595,1,1
L1w100_Aexact,6,34,-2.6921866945922375,0.6649077944457531,1,1
L1w100_Aexact,6,35,-2.301154948771,0.13308034092187881,1,1
L1w100_Aexact,6,36,-2.0975478049367666,0.26599672995507717,1,1
L1w100_Aexact,6,37,-1.6940457224845886,-0.40977364778518677,1,1
L1w100_Aexact,6,38,-1.4751973026432097,-0.5230986005626619,1,1
L1w100_Aexact,6,39,-2.19925719499588,0.16457372903823853,1,1
L1w100_Aexact,6,40,-2.020510107278824,-0.11271747946739197,1,1
L1w100_Aexact,6,41,-2.935946077108383,0.6963590085506439,1,1
L1w100_Aexact,6,42,-1.846486259251833,0.09347598627209663,1,1
L1w100_Aexact,6,43,-1.601347729563713,-0.4817161113023758,1,1
L1w100_Aexact,6,44,-2.6487035302056796,0.413104012383414,1,1
L1w100_Aexact,6,45,-2.04916884470731,-0.09774802159518003,1,1
L1w100_Aexact,6,46,-1.3604287592461333,-0.6709099324652925,1,1
L1w100_Aexact,6,47,-2.0711505189538,-0.0188763365149498,1,1
L1w100_Aexact,6,48,-3.2305590100586414,1.0229555554687977,1,1
L1w100_Aexact,6,49,-2.451887689647265,0.2123747692676261,1,1
L1w100_Aexact,6,50,-1.718312909360975,-0.48686725879088044,1,1
L1w100_Aexact,6,51,-1.2285241736099124,-0.671469365246594,1,1
L1w100_Aexact,6,52,-2.2860346399247646,0.11457758769392967,1,1
L1w100_Aexact,6,53,-2.5562914684414864,0.6091052368283272,1,1
L1w100_Aexact,6,54,-1.3807703545462573,-0.7569747874367749,1,1
L1w100_Aexact,6,55,-4.161913271294907,1.9452713683713228,1,1
L1w100_Aexact,6,56,-1.9941409789025784,-0.05126345530152321,1,1
L1w100_Aexact,6,57,-2.2818943846941693,0.35092955715663265,1,1
L1w100_Aexact,6,58,-2.350350691587664,0.1968196170637384,1,1
L1w100_Aexact,6,59,-1.6099029034376144,-0.43546314537525177,1,1
L1w100_Aexact,6,60,-2.543091445695609,0.4451073701493442,1,1
L1w100_Aexact,6,61,-1.9198085889220238,-0.235126294195652,1,1
L1w100_Aexact,6,62,-1.8224276266992092,-0.4291266240179539,1,1
L1w100_Aexact,6,63,-1.6670713275671005,-0.4320962578058243,1,1
L1w100_Aexact,6,64,-2.668371617794037,0.4595479369163513,1,1
L1w100_Aexact,6,65,-1.541090861428529,-0.4716993416659534,1,1
L1w100_Aexact,6,66,-2.8249513525515795,0.6560732740908861,1,1
L1w100_Aexact,6,67,-1.947175856679678,-0.03597331419587135,1,1
L1w100_Aexact,6,68,-4.093319044681266,2.035946236224845,1,1
L1w100_Aexact,6,69,-1.9391042366623878,-0.0965941771864891,1,1
L1w100_Aexact,6,70,-2.540179664734751,0.4786905595101416,1,1
L1w100_Aexact,6,71,-2.3325026482343674,0.15349559485912323,1,1
L1w100_Aexact,6,72,-2.032599166035652,-0.050008341670036316,1,1
L1w100_Aexact,6,73,-2.248659500852227,-0.0818010475486517,1,1
L1w100_Aexact,6,74,-1.9619586858898401,-0.23197742365300655,1,1
L1w100_Aexact,6,75,-1.7000934570096433,-0.1905053169466555,1,1
L1w100_Aexact,6,76,-2.9978265278041363,0.8544456474483013,1,1
L1w100_Aexact,6,77,-1.6860596749465913,-0.279224791796878,1,1
L1w100_Aexact,6,78,-3.866970032453537,1.760712593793869,1,1
L1w100_Aexact,6,79,-3.5244624838232994,1.2931232675909996,1,1
L1w100_Aexact,6,80,-2.017074390198104,-0.23125071928370744,1,1
L1w100_Aexact,6,81,-2.245365619659424,0.04723381996154785,1,1
L1w100_Aexact,6,82,-1.5758676938712597,-0.2948865480720997,1,1
L1w100_Aexact,6,83,-2.48047595564276,0.3797205025330186,1,1
L1w100_Aexact,6,84,-2.0613573268055916,-0.10955040901899338,1,1
L1w100_Aexact,6,85,-2.143057669280097,0.15600057947449386,1,1
L1w100_Aexact,6,86,-2.247314533451572,0.16610797331668437,1,1
L1w100_Aexact,6,87,-2.181498197838664,0.062407879158854485,1,1
L1w100_Aexact,6,88,-3.0401353620691225,0.9339217924280092,1,1
L1w100_Aexact,6,89,-1.8890800215303898,-0.2693660520017147,1,1
L1w100_Aexact,6,90,-2.08548621670343,0.12576548592187464,1,1
L1w100_Aexact,6,91,-2.6989541952498257,0.5229707662947476,1,1
L1w100_Aexact,6,92,-1.6711923703551292,-0.20010975748300552,1,1
L1w100_Aexact,6,93,-1.6908421367406845,-0.5277390629053116,1,1
L1w100_Aexact,6,94,-2.416987462900579,0.2991280993446708,1,1
L1w100_Aexact,6,95,-2.32270141877234,0.13413616456091404,1,1
L1w100_Aexact,6,96,-2.294050395488739,0.063213050365448,1,1
L1w100_Aexact,6,97,-2.105941280722618,0.07346294820308685,1,1
L1w100_Aexact,6,98,-2.2154270857572556,0.03458850085735321,1,1
L1w100_Aexact,6,99,-2.099185235798359,0.22051060944795609,1,1
L1w100_Aexact,7,0,-2.482114650309086,0.33930812031030655,1,1
L1w100_Aexact,7,1,-2.0456593492999673,-0.2624284764751792,1,1
L1w100_Aexact,7,2,-3.3646906432695687,1.1968835410661995,1,1
L1w100_Aexact,7,3,-1.8724350556731224,-0.3345210924744606,1,1
L1w100_Aexact,7,4,-1.7107976451516151,-0.34956183284521103,1,1
L1w100_Aexact,7,5,-1.2741519561968744,-0.9390862830914557,1,1
L1w100_Aexact,7,6,-1.4836822734214365,-0.5992592587135732,1,1
L1w100_Aexact,7,7,-1.647229008609429,-0.2783451748546213,1,1
L1w100_Aexact,7,8,-1.7725446969270706,-0.4612259119749069,1,1
L1w100_Aexact,7,9,-3.931796572127496,1.8005786155845271,1,1
L1w100_Aexact,7,10,-3.616691431205254,1.4485245553660206,1,1
L1w100_Aexact,7,11,-3.0955424830317497,1.0806277319788933,1,1
L1w100_Aexact,7,12,-2.223085639066994,0.17724227625876665,1,1
L1w100_Aexact,7,13,-2.5719011254404904,0.4134180970286252,1,1
L1w100_Aexact,7,14,-1.510274887084961,-0.5711078643798828,1,1
L1w100_Aexact,7,15,-1.625159204006195,-0.24439924955368042,1,1
L1w100_Aexact,7,16,-2.670881748199463,0.5606381893157959,1,1
L1w100_Aexact,7,17,-2.0918967723846436,-0.08219194412231445,1,1
L1w100_Aexact,7,18,-1.6481565944850445,-0.12943916395306587,1,1
L1w100_Aexact,7,19,-2.534172087907791,0.3004026710987091,1,1
L1w100_Aexact,7,20,-1.762465238571167,-0.1661238670349121,1,1
L1w100_Aexact,7,21,-2.283342495560646,0.15699376165866852,1,1
L1w100_Aexact,7,22,-1.7343364048283547,-0.13686451432295144,1,1
L1w100_Aexact,7,23,-1.46206646412611,-0.582599587738514,1,1
L1w100_Aexact,7,24,-1.757862389087677,-0.4596557021141052,1,1
L1w100_Aexact,7,25,-2.1062686443328857,0.03490591049194336,1,1
L1w100_Aexact,7,26,-1.7560750916600227,-0.49310045689344406,1,1
L1w100_Aexact,7,27,-2.076715812087059,0.10737501084804535,1,1
L1w100_Aexact,7,28,-1.5689754082704894,-0.11494950513588265,1,1
L1w100_Aexact,7,29,-2.184091329574585,-0.1276404857635498,1,1
L1w100_Aexact,7,30,-2.8476052107289433,0.7021827520802617,1,1
L1w100_Aexact,7,31,-2.783326890319586,0.5588341020047665,1,1
L1w100_Aexact,7,32,-1.3650634568184614,-0.6457640845328569,1,1
L1w100_Aexact,7,33,0.23650934267789125,-2.2442639069631696,1,1
L1w100_Aexact,7,34,-1.8393805888481438,0.27350875409319997,1,1
L1w100_Aexact,7,35,-3.067084209062159,1.0410038391128182,1,1
L1w100_Aexact,7,36,-1.4488908164203167,-0.7451947815716267,1,1
L1w100_Aexact,7,37,-1.933578459371347,-0.27825120295165107,1,1
L1w100_Aexact,7,38,-2.0899654566310346,-0.0395835698582232,1,1
L1w100_Aexact,7,39,-1.877068191766739,-0.160956472158432,1,1
L1w100_Aexact,7,40,-2.586091175675392,0.6897721439599991,1,1
L1w100_Aexact,7,41,-1.4298150902613997,-0.6186632746830583,1,1
L1w100_Aexact,7,42,-1.210986152291298,-0.5943519920110703,1,1
L1w100_Aexact,7,43,12.659651039983146,-14.827313898946159,1,1
L1w100_Aexact,7,44,-1.452680341899395,-0.16689515858888626,1,1
L1w100_Aexact,7,45,-0.9451194554567337,-1.2048637121915817,1,1
L1w100_Aexact,7,46,-1.2949349582195282,-0.511992484331131,1,1
L1w100_Aexact,7,47,-2.7850230089388788,0.5517061105929315,1,1
L1w100_Aexact,7,48,-1.6431465148925781,-0.5481200218200684,1,1
L1w100_Aexact,7,49,-2.40988764539361,0.254569623619318,1,1
L1w100_Aexact,7,50,-2.8239180706441402,0.6672510765492916,1,1
L1w100_Aexact,7,51,-2.4676109328866005,0.3297170177102089,1,1
