seed,arm,k,s,neffT2,zero2,gtr2,zarm2,dmean2,effbar2,neffS2,zeroS2
36,S2dyn_10r,1,0,0.006241322340922554,0.9515083333333333,0.0052571260462204615,0.17397020220004586,-53.94207934187309,-53.768109139673044,0.006241322340922554,0.9515083333333333
36,S2dyn_10r,1,750,0.001042783393757314,0.9934083333333333,0.0004583518529931704,1.1729748128212056,-74.80542567005952,-73.63245085723831,0.001042783393757314,0.9934083333333333
36,S2dyn_10r,1,1500,0.0013753515044118813,0.9910333333333333,0.0007978035231431326,1.1280494892433568,-73.8350971573919,-72.70704766814855,0.0013753515044118813,0.9910333333333333
36,S2dyn_10r,1,2250,0.0023364365757464127,0.9869833333333333,0.0017272413656115532,1.3431776527538062,-71.80677434668293,-70.46359669392912,0.0023364365757464127,0.9869833333333333
36,S2dyn_10r,1,3000,0.003613244746950557,0.9816666666666667,0.002891140551865101,1.7341655896350867,-72.40541886163106,-70.67125327199598,0.003613244746950557,0.9816666666666667
36,S2dyn_10r,1,3750,0.005864887363253797,0.9729916666666667,0.004978484770158926,2.2129790797650117,-70.88519804081768,-68.67221896105268,0.005864887363253797,0.9729916666666667
36,S2dyn_10r,1,4500,0.007627127866192022,0.9660416666666667,0.00678518562366565,3.031367905923718,-70.51632277156314,-67.48495486563942,0.007627127866192022,0.9660416666666667
36,S2dyn_10r,1,5250,0.011747483198114073,0.9505916666666666,0.010680818629264831,3.0631324963046858,-68.45420966469155,-65.39107716838686,0.011747483198114073,0.9505916666666666
36,S2dyn_10r,1,6000,0.014318859191813589,0.9462916666666666,0.013244468015929062,3.553206943637214,-69.02553841101428,-65.47233146737707,0.014318859191813589,0.9462916666666666
36,S2dyn_10r,2,0,0.014318859191813589,0.9462916666666666,0.013244468015929062,3.553206943637214,-69.02553841101428,-65.47233146737707,0.014318859191813589,0.9462916666666666
36,S2dyn_10r,2,750,0.0012837182785065098,0.9945833333333334,0.0009123456552624702,-0.8064667658980664,-87.01114123818476,-87.81760800408283,0.0012837182785065098,0.9945833333333334
36,S2dyn_10r,2,1500,0.0017305651774908064,0.9920333333333333,0.001349357807636261,-0.89473440468919,-86.2983038735445,-87.19303827823369,0.0017305651774908064,0.9920333333333333
36,S2dyn_10r,2,2250,0.0027184504350147905,0.987675,0.0022710597107807795,-0.7564432000774114,-85.89564214133422,-86.65208534141163,0.0027184504350147905,0.987675
36,S2dyn_10r,2,3000,0.0042981510855438524,0.9830416666666667,0.003749236718813578,-0.6490986240804467,-85.31620463220676,-85.96530325628721,0.0042981510855438524,0.9830416666666667
36,S2dyn_10r,2,3750,0.004680906459204791,0.9812583333333333,0.00414532470703125,-1.0951984994593484,-84.63774370920981,-85.73294220866916,0.004680906459204791,0.9812583333333333
