step,run_id,dead_frac,dup_frac,sat_frac,eff_rank,stable_rank,sign_match_mean,sign_clone_frac,eval_loss
0,B_w100_K100_c0.0_lr0.01_s0,0,0,0,70.7718,27.2196,0.500317,0,1.47365
0,B_w100_K100_c0.0_lr0.01_s1,0,0,0,71.0885,27.2114,0.500904,0,1.34609
0,B_w100_K100_c0.0_lr0.01_s2,0,0,0,71.0207,27.4344,0.498874,0,2.03996
0,B_w100_K100_c0.0_lr0.01_s3,0,0,0,70.9377,27.1465,0.497277,0,3.73323
0,B_w100_K100_c0.0_lr0.01_s4,0,0,0,71.0911,27.6034,0.50076,0,0.860708
0,B_w100_K100_c2.0_lr0.01_s0,0,0,0,65.9086,23.6057,0.498211,0.00020202,1.18563
0,B_w100_K100_c2.0_lr0.01_s1,0,0,0,66.469,24.5621,0.500394,0,1.25177
0,B_w100_K100_c2.0_lr0.01_s2,0,0,0,65.3777,23.9968,0.500721,0,1.69557
0,B_w100_K100_c2.0_lr0.01_s3,0,0,0,64.7392,23.9415,0.498721,0,1.47212
0,B_w100_K100_c2.0_lr0.01_s4,0,0,0,66.8234,24.4591,0.500664,0,1.21047
0,B_w100_K10000_c0.0_lr0.01_s0,0,0,0,70.8214,27.9834,0.501684,0,1.48806
0,B_w100_K10000_c0.0_lr0.01_s1,0,0,0,70.913,28.0089,0.499721,0,1.80445
0,B_w100_K10000_c0.0_lr0.01_s2,0,0,0,70.863,26.9399,0.496643,0,1.18528
0,B_w100_K10000_c0.0_lr0.01_s3,0,0,0,70.9335,27.2421,0.500548,0,1.86373
0,B_w100_K10000_c0.0_lr0.01_s4,0,0,0,70.995,28.0075,0.500144,0,2.08187
0,B_w100_K10000_c2.0_lr0.01_s0,0,0,0,66.4853,24.8433,0.498105,0,1.37646
0,B_w100_K10000_c2.0_lr0.01_s1,0,0,0,66.3194,24.6421,0.499557,0,1.94985
0,B_w100_K10000_c2.0_lr0.01_s2,0,0,0,68.3895,25.1647,0.500173,0,1.62125
0,B_w100_K10000_c2.0_lr0.01_s3,0,0,0,67.2252,23.7712,0.497557,0,2.91403
0,B_w100_K10000_c2.0_lr0.01_s4,0,0,0,66.8995,24.4068,0.499673,0,2.56907
1000,B_w100_K100_c0.0_lr0.01_s0,0,0,0,75.1491,29.9585,0.502722,0,0.802285
1000,B_w100_K100_c0.0_lr0.01_s1,0,0,0,76.0944,30.5583,0.504079,0,0.629052
1000,B_w100_K100_c0.0_lr0.01_s2,0,0,0,76.5989,30.9868,0.500972,0,0.422184
1000,B_w100_K100_c0.0_lr0.01_s3,nan,nan,nan,nan,nan,nan,nan,nan
1000,B_w100_K100_c0.0_lr0.01_s4,0,0,0,75.6836,29.6787,0.503261,0,0.635667
1000,B_w100_K100_c2.0_lr0.01_s0,0,0,0,79.2465,33.3619,0.505483,0,0.476747
1000,B_w100_K100_c2.0_lr0.01_s1,0,0,0,78.4211,32.9479,0.505897,0,0.816164
1000,B_w100_K100_c2.0_lr0.01_s2,0,0,0,79.3245,32.3531,0.512997,0,0.660306
1000,B_w100_K100_c2.0_lr0.01_s3,0,0,0,79.971,34.0612,0.508976,0,0.678751
1000,B_w100_K100_c2.0_lr0.01_s4,0,0,0,79.5418,33.0756,0.507071,0.00020202,0.305382
1000,B_w100_K10000_c0.0_lr0.01_s0,0,0,0,74.5865,30.3641,0.502107,0,0.65294
1000,B_w100_K10000_c0.0_lr0.01_s1,0,0,0,77.4827,30.904,0.505368,0,0.342761
1000,B_w100_K10000_c0.0_lr0.01_s2,0,0,0,77.136,29.4643,0.507071,0,0.314512
1000,B_w100_K10000_c0.0_lr0.01_s3,0,0,0,76.2529,30.4895,0.500702,0,0.311538
1000,B_w100_K10000_c0.0_lr0.01_s4,0,0,0,75.6085,30.6612,0.500856,0,0.26898
1000,B_w100_K10000_c2.0_lr0.01_s0,0,0,0,78.8777,33.2039,0.507138,0,0.35409
1000,B_w100_K10000_c2.0_lr0.01_s1,0,0,0,77.1146,31.1831,0.501501,0,0.230993
1000,B_w100_K10000_c2.0_lr0.01_s2,0,0,0,78.5007,31.7552,0.510611,0,0.345973
1000,B_w100_K10000_c2.0_lr0.01_s3,0,0,0,77.7718,31.1527,0.506821,0,0.296521
1000,B_w100_K10000_c2.0_lr0.01_s4,0,0,0,77.5979,31.5527,0.502039,0,0.260928
2000,B_w100_K100_c0.0_lr0.01_s0,0,0,0,76.9241,31.5754,0.501837,0,0.376204
2000,B_w100_K100_c0.0_lr0.01_s1,0,0,0,77.8793,32.3229,0.502982,0,0.41686
2000,B_w100_K100_c0.0_lr0.01_s2,0,0,0,78.0941,32.3084,0.498143,0,0.380629
2000,B_w100_K100_c0.0_lr0.01_s3,nan,nan,nan,nan,nan,nan,nan,nan
2000,B_w100_K100_c0.0_lr0.01_s4,0,0,0,77.431,31.5616,0.501587,0,0.515028
2000,B_w100_K100_c2.0_lr0.01_s0,0,0,0,80.9055,34.7449,0.512256,0.00020202,0.419823
2000,B_w100_K100_c2.0_lr0.01_s1,0,0,0,81.0689,35.2008,0.511717,0,0.641031
2000,B_w100_K100_c2.0_lr0.01_s2,0,0,0,79.1513,32.2465,0.519885,0,0.619036
2000,B_w100_K100_c2.0_lr0.01_s3,0,0,0,81.4655,35.4343,0.511303,0,0.745657
2000,B_w100_K100_c2.0_lr0.01_s4,0,0,0,81.717,35.0957,0.512275,0,0.59932
2000,B_w100_K10000_c0.0_lr0.01_s0,0,0,0,75.5274,31.0174,0.500539,0,0.271489
2000,B_w100_K10000_c0.0_lr0.01_s1,0,0,0,78.0876,31.7128,0.504416,0,0.197943
2000,B_w100_K10000_c0.0_lr0.01_s2,0,0,0,77.7582,30.227,0.505974,0,0.252808
2000,B_w100_K10000_c0.0_lr0.01_s3,0,0,0,76.782,31.0065,0.500164,0,0.231385
2000,B_w100_K10000_c0.0_lr0.01_s4,0,0,0,76.2153,31.2144,0.500279,0,0.199961
2000,B_w100_K10000_c2.0_lr0.01_s0,0,0,0,79.7175,33.736,0.509014,0,0.212349
2000,B_w100_K10000_c2.0_lr0.01_s1,0,0,0,78.0556,32.042,0.503415,0,0.153545
2000,B_w100_K10000_c2.0_lr0.01_s2,0,0,0,78.9534,32.1921,0.510938,0,0.181404
2000,B_w100_K10000_c2.0_lr0.01_s3,0,0,0,78.597,31.5069,0.508658,0,0.517471
2000,B_w100_K10000_c2.0_lr0.01_s4,0,0,0,78.2221,32.2466,0.500914,0,0.122218
3000,B_w100_K100_c0.0_lr0.01_s0,0,0,0,78.5899,33.4424,0.502049,0,0.55583
3000,B_w100_K100_c0.0_lr0.01_s1,0,0,0,79.1519,33.5545,0.502357,0,0.673821
3000,B_w100_K100_c0.0_lr0.01_s2,0,0,0,79.4509,34.0348,0.498086,0,0.388505
3000,B_w100_K100_c0.0_lr0.01_s3,nan,nan,nan,nan,nan,nan,nan,nan
3000,B_w100_K100_c0.0_lr0.01_s4,0,0,0,78.9137,33.2129,0.501703,0,0.326909
3000,B_w100_K100_c2.0_lr0.01_s0,0,0,0,82.393,36.5491,0.513112,0,0.694693
3000,B_w100_K100_c2.0_lr0.01_s1,0,0,0,81.8539,36.7178,0.509928,0,0.524453
3000,B_w100_K100_c2.0_lr0.01_s2,0,0,0,79.58,32.4489,0.521741,0,0.631644
3000,B_w100_K100_c2.0_lr0.01_s3,0,0,0,82.4676,36.5149,0.513478,0,0.393062
