arm,cond,seed,slot,lr,task,iv,online_acc,memo_acc,acc,dead_frac_l1,zeroout_l1,zbar_l1,zsd_l1,zbar_min_l1,mob_l1,eff_rank_l1,dead_frac_l2,zeroout_l2,zbar_l2,zsd_l2,zbar_min_l2,mob_l2,eff_rank_l2,w_norm_l1,w_norm_l2,w_norm_l3,steps,stop_step,tc,hit99,hit999,acc_at_hit_plus_500,min_correct_after_hit
LR,std,4,0,0.001,11,none,0.9178125,1,1,0,0,-2.595626593,20.76199341,-8.338551521,0.4930000901,77.23673522,0,0,-19.51712036,18.55200386,-35.05963898,0.2034999579,78.55867988,5.829595089,1.222731709,0.8831973076,1000,1000,15200,400,500,1200,1200
LR,std,4,0,0.001,12,none,0.9027777778,1,1,0,0,-3.025225401,21.77459526,-7.255872726,0.4930000901,76.30545757,0,0,-21.83830452,20.13501167,-32.99037933,0.2079999894,78.66186395,6.019486427,1.237790942,0.8617882729,900,900,16100,300,400,1200,1200
LR,std,4,0,0.001,13,none,0.9104861111,1,1,0,0,-2.651431084,21.62625694,-8.151673317,0.4922500849,77.50483121,0,0,-20.31071854,19.32205391,-37.37786484,0.2162499726,79.24678887,6.175256729,1.252319098,0.8295888305,900,900,17000,300,400,1200,1200
LR,std,4,0,0.001,14,none,0.9109722222,1,1,0,0,-3.417474747,22.46589661,-8.245528221,0.4885000587,76.62420975,0,0,-22.10305405,20.87337875,-34.79723358,0.2034999579,78.97616047,6.307988644,1.269102573,0.8036453724,900,900,17900,300,400,1200,1200
LR,std,4,0,0.001,15,none,0.9204166667,1,1,0,0,-2.902174473,22.53988647,-8.194390297,0.4952500463,76.8932043,0,0,-22.52340508,20.87264061,-40.31408691,0.2034999728,78.39209597,6.458030701,1.2801826,0.8145612478,900,900,18800,300,400,1200,1200
LR,std,4,0,0.001,16,none,0.911875,1,1,0,0,-3.192489862,23.31438255,-8.060387611,0.4952501059,76.69046588,0,0,-24.53826332,22.0074749,-38.35563278,0.201249972,79.17417754,6.596392632,1.29401648,0.7889927626,800,800,19600,300,300,1200,1200
LR,std,4,0,0.001,17,none,0.90609375,1,1,0,0,-2.726160526,22.81908035,-7.816554546,0.4937501252,77.96311692,0,0,-22.68807602,21.45581245,-42.34848404,0.2027499676,78.97503955,6.72070694,1.302803874,0.7737078071,800,800,20400,300,300,1200,1196
LR,std,4,0,0.001,18,none,0.908359375,1,1,0,0,-3.301018238,23.68254662,-8.67788887,0.490750134,77.10038052,0,0,-24.39616013,22.08431053,-37.78473282,0.2042499632,79.81038646,6.808249474,1.306164384,0.766934514,800,800,21200,300,300,1200,1200
LR,std,4,0,0.001,19,none,0.914765625,1,1,0,0,-3.25824523,23.79651642,-7.886949062,0.4915000498,77.75972909,0,0,-23.30371857,22.05042648,-41.1666832,0.2042499781,80.10165073,6.930854797,1.32247889,0.7506526113,800,800,22000,300,300,1200,1200
LR,std,4,0,0.001,20,none,0.9172916667,1,1,0,0,-3.306088209,23.4598484,-9.597165108,0.4892500937,77.27585351,0,0,-24.96358299,22.78235435,-44.20611954,0.2102499902,79.55827288,7.046278954,1.332341075,0.7540172935,900,900,22900,300,400,1200,1200
LR,std,4,0,0.001,21,none,0.9225,1,1,0,0,-3.043405771,24.04344559,-8.439651489,0.4937501252,77.95952237,0,0,-24.63902664,22.24369812,-41.66644669,0.1989999712,80.55313651,7.187560558,1.349511623,0.7291636467,900,900,23800,300,400,1200,1200
LR,std,4,0,0.001,22,none,0.91765625,1,1,0,0,-3.271337509,24.70053864,-8.076113701,0.4922500849,77.04977133,0,0,-25.84661293,23.62004471,-38.99507904,0.2034999728,80.17629851,7.273358822,1.348134875,0.7308539748,800,800,24600,300,300,1200,1200
LR,std,4,0,0.001,23,none,0.91921875,1,1,0,0,-3.186961651,24.77827072,-8.830713272,0.490750134,77.37876571,0,0,-26.45819855,23.86136818,-47.24586105,0.1997499615,78.62252918,7.350945473,1.363994122,0.7209481597,800,800,25400,300,300,1200,1200
LR,std,4,0,0.001,24,none,0.9224305556,1,1,0,0,-3.223169565,24.39955521,-10.44472218,0.4945000708,77.28155884,0,0,-26.47677231,24.3781414,-41.63323593,0.1974999607,80.69602321,7.519708157,1.374229908,0.7060807347,900,900,26300,300,400,1200,1200
LR,std,4,0,0.001,25,none,0.915390625,1,1,0,0,-3.372096539,25.38474655,-9.798649788,0.4945001304,77.9099878,0,0,-26.49425507,24.08177376,-41.49970627,0.2042499781,79.19215877,7.565676212,1.384588242,0.6879737973,800,800,27100,200,300,1200,1200
LR,std,4,0,0.001,26,none,0.919140625,1,1,0,0,-3.730952263,24.52105904,-9.017801285,0.490750134,77.50626973,0,0,-27.48991013,24.48304558,-46.86835861,0.1907499731,80.27518316,7.688834667,1.388527513,0.6868776083,800,800,27900,300,300,1200,1200
LR,std,4,0,0.001,27,none,0.91625,1,1,0,0,-3.304835796,25.1378479,-10.60977936,0.491500169,77.88038543,0,0,-26.6656971,24.82178116,-46.42332077,0.192999959,79.62344977,7.795766354,1.401047707,0.6875687242,800,800,28700,300,300,1200,1200
LR,std,4,0,0.001,28,none,0.92171875,1,1,0,0,-3.85579443,25.62475395,-8.736551285,0.487750113,77.50044886,0,0,-29.26205444,24.98941231,-45.70031357,0.2004999816,80.27296322,7.912926197,1.401775956,0.6743837595,800,800,29500,200,300,1200,1200
LR,std,4,0,0.001,29,none,0.925,1,1,0,0,-3.463988066,24.98501587,-10.37293053,0.4922500849,78.40187295,0,0,-26.39671326,25.54081154,-45.48165894,0.2094999701,80.61400621,8.000415802,1.411445975,0.6647197604,900,900,30400,300,400,1200,1200
LR,std,4,0,0.001,30,none,0.911875,1,1,0,0,-4.058555126,25.36792183,-9.619849205,0.4840001464,77.91509512,0,0,-27.45394516,25.20291519,-44.34332275,0.2019999772,81.5664153,8.090456963,1.41515708,0.6536819935,800,800,31200,300,300,1200,1200
LR,std,4,0,0.001,31,none,0.9247916667,1,1,0,0,-3.546737194,25.77223778,-9.839320183,0.4892500937,78.90648878,0,0,-26.43068314,24.90349579,-41.82191467,0.2042499781,81.23324858,8.17947197,1.426368117,0.6386990547,900,900,32100,300,400,1200,1200
LR,std,4,0,0.001,32,none,0.92125,1,1,0,0,-4.057264328,25.71030426,-10.42650223,0.4862501025,77.73448322,0,0,-28.70133209,25.49928856,-42.61980057,0.2027499676,80.87193035,8.294703484,1.443990827,0.6415889263,800,800,32900,300,300,1200,1200
LR,std,4,0,0.001,33,none,0.919453125,1,1,0,0,-3.704829931,26.53339386,-10.39718914,0.4945001304,78.33337827,0,0,-29.74944115,26.38141251,-43.24596405,0.1892499775,80.13193509,8.37773037,1.44374454,0.6326168776,800,800,33700,200,300,1200,1200
LR,std,4,0,0.001,34,none,0.918046875,1,1,0,0,-4.130617619,26.08927345,-9.933093071,0.4825001061,78.52404968,0,0,-28.90304184,26.50210762,-46.80220795,0.2012499869,81.20571347,8.435582161,1.457134843,0.6338027716,800,800,34500,200,300,1200,1200
LR,std,4,0,0.001,35,none,0.92390625,1,1,0,0,-3.899087429,26.4087677,-10.6709547,0.491500169,78.75159053,0,0,-28.7129364,26.57946014,-47.98392105,0.1967499554,80.19216193,8.571252823,1.460351706,0.6279530525,800,800,35300,200,300,1200,1200
LR,std,4,0,0.001,36,none,0.9323611111,1,1,0,0,-4.292116642,25.95851898,-9.975822449,0.4840001166,78.19867493,0,0,-29.4668045,27.57170296,-47.23688889,0.1989999712,80.76611967,8.604111671,1.4684515,0.6249502897,900,900,36200,200,400,1200,1200
LR,std,4,0,0.001,37,none,0.924921875,1,1,0,0,-3.823093653,27.05265045,-10.89068604,0.4907500744,78.29488414,0,0,-29.66910934,28.12644005,-50.56431198,0.1974999607,80.56718527,8.737687111,1.46866262,0.6121454835,800,800,37000,200,300,1200,1200
LR,std,4,0,0.001,38,none,0.9270833333,1,1,0,0,-3.95442152,26.1930027,-9.964606285,0.4870001376,78.39388698,0,0,-29.98238373,27.60080528,-49.12067032,0.1989999712,80.97157584,8.809901237,1.469468594,0.6127668023,900,900,37900,300,400,1200,1200
LR,std,4,0,0.001,39,none,0.923359375,1,1,0,0,-3.839277506,27.38421631,-10.5530777,0.490750134,78.63688848,0,0,-31.1908989,28.77082634,-56.34160995,0.1974999756,80.85485274,8.923235893,1.475825548,0.6143103242,800,800,38700,300,300,1200,1200
LR,std,4,0,0.001,40,none,0.92546875,1,1,0,0,-4.333279133,26.90405846,-9.61273098,0.4802500904,78.90574115,0,0,-30.00429153,27.51980209,-50.6288681,0.1997499913,80.86261614,8.969202995,1.480132699,0.6186900735,800,800,39500,200,300,1200,1200
LR,std,4,0,0.001,41,none,0.925546875,1,1,0,0,-4.061510086,27.29171371,-12.22219181,0.4885001183,78.81760878,0,0,-30.26041031,28.59054184,-50.2830658,0.2034999579,82.33388458,9.095263481,1.478520989,0.6072209477,800,800,40300,300,300,1200,1200
LR,std,4,0,0.001,42,none,0.924453125,1,1,0,0,-4.362029076,27.15751266,-10.24556351,0.4802500904,78.68329995,0,0,-30.59930801,28.38493156,-47.09980011,0.192999959,80.67993017,9.145964622,1.485087633,0.6149468422,800,800,41100,200,300,1200,1200
LR,std,4,0,0.001,43,none,0.92375,1,1,0,0,-4.160416126,27.86660576,-11.47571468,0.4862501025,79.13251775,0,0,-30.24146652,28.39138222,-50.57323837,0.2034999579,81.00979156,9.24769783,1.505187392,0.6022208333,800,800,41900,300,300,1200,1200
LR,std,4,0,0.001,44,none,0.9215625,1,1,0,0,-4.021220684,27.97513008,-9.964848518,0.4862501025,78.96957398,0,0,-31.67692757,28.83182526,-53.80725479,0.1959999651,80.79488486,9.28948307,1.497734785,0.5978267193,800,800,42700,300,300,1200,1200
LR,std,4,0,0.001,45,none,0.922421875,1,1,0,0,-4.345402241,27.85357285,-11.59963036,0.4855000973,79.2080612,0,0,-31.41128922,28.83134651,-51.90459442,0.1974999607,81.0446268,9.409151077,1.506459475,0.5954574943,800,800,43500,300,300,1200,1200
LR,std,4,0,0.001,46,none,0.925703125,1,1,0,0,-4.291137695,27.63064957,-10.18719769,0.4832501411,79.3524806,0,0,-30.66439247,28.03338432,-49.30389404,0.201249972,82.46487068,9.432954788,1.512563705,0.5930522084,800,800,44300,200,300,1200,1200
LR,std,4,0,0.001,47,none,0.923515625,1,1,0,0,-4.099178314,28.57741356,-12.46308327,0.4840001166,79.27788405,0,0,-30.74788094,28.96954918,-50.7538414,0.2019999623,81.95823058,9.552577019,1.527230382,0.5905982256,800,800,45100,300,300,1200,1200
LR,std,4,0,0.001,48,none,0.929140625,1,1,0,0,-4.610657692,28.26084137,-11.57840538,0.4802500904,79.01810136,0,0,-31.27729988,28.59397507,-54.19933701,0.2019999772,82.10928043,9.55842495,1.53586638,0.5834633112,800,800,45900,200,300,1200,1200
LR,std,4,0,0.001,49,none,0.927109375,1,1,0,0,-4.268471718,27.84659004,-12.48084545,0.4840001166,79.16187875,0,0,-31.62973785,28.8934803,-51.85348511,0.2012499869,81.60965126,9.671908379,1.531346321,0.58533144,800,800,46700,300,300,1200,1200
LR,std,4,0,0.001,50,none,0.9305555556,1,1,0,0,-4.205135345,28.29088593,-11.46710682,0.4870001376,78.70020056,0,0,-31.86620522,30.19732666,-60.50571823,0.1907499731,80.01670234,9.728578568,1.539754868,0.5862975717,900,900,47600,300,400,1200,1200
