arm,cond,seed,slot,lr,task,hard,n_classes,online_acc,train_acc,test_acc,acc,dead_frac_l1,zeroout_l1,zbar_l1,zsd_l1,zbar_min_l1,mob_l1,eff_rank_l1,dead_frac_l2,zeroout_l2,zbar_l2,zsd_l2,zbar_min_l2,mob_l2,eff_rank_l2,w_norm_l1,w_norm_l2,w_norm_l3,alpha_med_l1,alpha_min_l1,alpha_max_l1,alpha_clip_frac_l1,two_alpha_W_med_l1,alpha_med_l2,alpha_min_l2,alpha_max_l2,alpha_clip_frac_l2,two_alpha_W_med_l2
KKA,std,10,0,0.0001,1,1,5,0.7211137821,0.8563999534,0.6600000262,0.8563999534,0,0,0.1366925389,3.952878237,-2.373639584,1.057531238,33.67978269,0,0,0.2995142639,3.712719202,-6.120375633,1.05792892,30.46188444,0.6560969353,0.595344007,0.610236764,0.1592317075,0.04128270596,0.7801324725,0,1.200000048,0.1708821952,0.05244403332,0.6207563281,0,1.200000048
KKA,std,10,0,0.0001,2,0,1,0.9684294872,1,0.9599999785,1,0,0,-0.5219936967,3.619262934,-3.060365915,0.9443540573,31.73775235,0,0,-0.1581578255,3.591848135,-9.602830887,1.00342381,28.58296221,0.6594027281,0.5983842611,0.6257604957,0.1685348004,0.03042354621,0.8847897053,0,1.200000048,0.1695255786,0.05533924326,0.3997406065,0,1.200000048
KKA,std,10,0,0.0001,3,1,5,0.6403445513,0.7999999523,0.6320000291,0.7999999523,0,0,-0.06658715755,4.315954208,-2.956920385,1.016035676,35.20841721,0,0,0.1756079495,4.22314167,-8.273298264,1.040916204,34.738436,0.7079768777,0.6008653641,0.7226089835,0.1443830729,0.02931748889,0.5587800741,0,1.200000048,0.1492331326,0.04221568257,0.3714115024,0,1.200000048
KKA,std,10,0,0.0001,4,0,1,0.9658253205,1,0.9899999499,1,0,0,-0.02786399983,4.783849239,-2.011106491,1.008425117,31.59255665,0,0,-0.2042170316,5.007313728,-9.406435013,1.0033741,27.44868429,0.7134469748,0.6040347815,0.7552912831,0.1295518875,0.03117983229,0.7137182355,0,1.200000048,0.1220755279,0.02921199054,0.3612646461,0,1.200000048
KKA,std,10,0,0.0001,5,1,5,0.6,0.7651999593,0.5500000119,0.7651999593,0,0,-0.2711582482,3.582334042,-4.407644749,0.9666755795,39.18980221,0,0,-1.286280632,3.878971338,-6.991146564,0.8717836738,39.94181508,0.7429795265,0.6064884067,0.7959318161,0.1745158434,0.03337311372,0.5891076922,0,1.200000048,0.1603117883,0.05586208776,0.3370986581,0,1.200000048
KKA,std,10,0,0.0001,6,0,1,0.9616586538,1,0.9899999499,1,0,0,-0.1352763474,4.622553825,-4.670686245,1.00874424,37.6024842,0,0,-1.47867167,3.484535217,-7.560925961,0.7877861857,31.54882093,0.7698134184,0.6082267761,0.8052226305,0.1327035874,0.03318724781,0.6069301367,0,1.200000048,0.174823463,0.04387263581,0.3592741787,0,1.200000048
KKA,std,10,0,0.0001,7,1,5,0.6715945513,0.8267999887,0.65200001,0.8267999887,0,0,-0.4722966552,5.17711401,-2.976526022,0.9692135453,41.42601117,0,0,-0.8482787609,4.198683739,-7.127940655,0.8955473304,39.5229849,0.7925709486,0.6116857529,0.8216483593,0.1197210848,0.02853677236,0.4804156721,0,1.200000048,0.1448335052,0.04821017012,0.303653419,0,1.200000048
KKA,std,10,0,0.0001,8,0,1,0.9584535256,1,0.9599999785,1,0,0,0.08983644843,3.841452599,-6.059848785,1.061267257,37.20718871,0,0,-2.308403492,3.824944973,-8.975849152,0.6319614649,27.9744231,0.7903984785,0.6107774973,0.8184403777,0.1596408188,0.04274809361,0.5271837115,0,1.200000048,0.1595077813,0.040950194,0.4354794025,0,1.200000048
KKA,std,10,0,0.0001,9,1,5,0.682411859,0.8343999982,0.6960000396,0.8343999982,0,0,-0.534100771,5.759542942,-4.003715515,0.9580541849,45.28683305,0,0,-1.159406185,4.459254742,-8.689571381,0.8630171418,43.0939239,0.8221969604,0.6156880856,0.8102140427,0.1081735641,0.0320706144,0.3058854342,0,1.200000048,0.1370582432,0.05296573043,0.3516910672,0,1.200000048
KKA,std,10,0,0.0001,10,0,1,0.9790464744,1,0.969999969,1,0,0,-2.546094418,4.314642906,-13.80653,0.6961333752,34.79672769,0,0,-3.19688344,3.205526829,-11.62067413,0.7352158427,33.09654295,0.8228618503,0.6191011071,0.8030467033,0.1403485835,0.05561581999,0.3390472531,0,1.200000048,0.1909039319,0.06948678195,0.3846285343,0,1.200000048
KKA,std,10,0,0.0001,11,1,5,0.6441907051,0.7979999781,0.6600000262,0.7979999781,0,0,-0.1139423922,4.935766697,-1.368579149,1.01020515,50.2807071,0,0,-2.065544128,4.119758606,-7.051463127,0.7660706639,50.51186638,0.8646372557,0.6212062836,0.7954346538,0.1267587692,0.03890875727,0.3684042096,0,1.200000048,0.1540979743,0.04987153411,0.3579684794,0,1.200000048
KKA,std,10,0,0.0001,12,0,1,0.9669871795,1,0.9599999785,1,0,0,-3.501595974,5.267282486,-19.18543053,0.6084156632,32.32194264,0,0,-3.211038589,4.285879612,-18.31229782,0.7382743955,30.95602863,0.857422173,0.6190331578,0.77763623,0.115407683,0.03707100078,0.2980197966,0,1.200000048,0.1432197243,0.05425675586,0.3243097067,0,1.200000048
KKA,std,10,0,0.0001,13,1,5,0.7632211538,0.8971999884,0.7740000486,0.8971999884,0,0,0.0959244743,6.385463238,-3.190068722,1.053778648,43.85728798,0,0,-1.944824934,5.003905773,-13.5674448,0.8162524104,43.81831501,0.9143030643,0.622271657,0.7431530952,0.09855084866,0.029156968,0.2894904912,0,1.200000048,0.1245096475,0.029840881,0.2507214546,0,1.200000048
KKA,std,10,0,0.0001,14,0,1,0.9700320513,1,0.969999969,1,0,0,-0.3654632866,5.529490471,-6.807202816,0.9809706211,41.47017833,0,0,-1.957079649,4.85950613,-10.00197887,0.7954224348,35.83055455,0.9149718881,0.6218336225,0.743385613,0.110734649,0.02419782057,0.3049772978,0,1.200000048,0.1237050965,0.03841273487,0.2869075835,0,1.200000048
KKA,std,10,0,0.0001,15,1,5,0.7170673077,0.8583999872,0.6940000057,0.8583999872,0,0,-0.5420193672,5.431916237,-5.447100639,0.9218331575,47.01818444,0,0,-1.705313087,4.658921242,-9.168710709,0.8539171815,46.48776171,0.9516205192,0.6234250665,0.7309393287,0.1134391651,0.02949256264,0.3640775979,0,1.200000048,0.1330424696,0.04519158602,0.2733273506,0,1.200000048
