arm,seed,is_proxy,d1,d2,d3,d4,d5,d6,d7,d8,d9
G_off,0,False,9.821934986114503,10.810179138183594,11.640057373046876,12.266839218139648,12.892574310302734,13.655134010314942,14.41082534790039,15.779843521118163,19.715340232849123
G_off,1,False,10.392381572723389,11.364213180541991,12.153820323944093,12.801197624206543,13.549471855163574,14.19357795715332,15.106472206115722,16.41128311157227,18.753176498413087
G_off,2,False,10.160848331451415,11.274350357055663,12.035481834411621,12.708157539367676,13.47304630279541,14.361368560791016,15.30027894973755,16.49074516296387,18.98070545196533
G_off,3,False,9.73492889404297,10.94920825958252,11.909008789062499,12.744590187072754,13.576000690460205,14.57791576385498,15.768027019500732,17.41127700805664,20.076043128967285
G_off,4,False,9.720825004577637,10.903908348083496,11.741649341583251,12.567602157592773,13.464232921600342,14.303859138488768,15.561956977844238,18.380640029907227,21.786231994628906
G_off,5,False,9.017932605743407,10.131904792785644,10.948938465118408,11.76918830871582,12.492403507232666,13.321484756469726,14.353295516967773,16.671106338500977,20.36575355529785
G_off,6,False,8.608129596710205,9.571249389648438,10.298423576354981,11.015985488891602,11.791836261749268,12.625027656555176,13.714165115356442,15.526744651794434,19.350498962402348
G_off,7,False,9.838415431976319,11.22118968963623,12.138553619384766,13.064990997314453,14.021847248077393,14.97761402130127,16.143943786621094,17.577617645263675,21.10024585723877
G_off,8,False,11.465450191497803,12.433710861206055,13.359645462036132,14.096357536315917,14.785410404205322,15.613587188720704,16.773173332214355,18.90261764526367,22.846363639831544
G_off,9,False,8.02758207321167,9.333892059326171,10.103124046325684,10.865987205505371,11.655375003814697,12.268901443481445,13.173872470855713,14.32780704498291,17.36763858795166
S_off,0,False,12.489949798583984,14.432532691955567,15.648100757598877,16.74386672973633,17.68415069580078,18.698443984985353,19.802500534057614,21.543450164794923,23.90068950653076
S_off,1,False,14.893986701965332,16.52439727783203,17.75648727416992,18.897274780273438,19.893171310424805,21.2277229309082,22.415492248535156,24.020354080200196,26.873782348632815
S_off,2,False,13.560337257385253,15.44887046813965,16.79280242919922,17.76230659484863,18.74225425720215,19.990340423583984,21.207439041137697,22.59384994506836,24.720379638671876
S_off,3,False,12.787524223327637,14.380530166625977,15.765753173828125,17.03541259765625,17.977209091186523,18.951920318603516,20.147148513793944,21.868582916259765,24.847262382507324
S_off,4,False,12.998616313934326,15.460738372802734,16.9578275680542,18.41456413269043,19.452980995178223,20.52725257873535,21.864790153503417,24.184429168701172,28.97946853637696
S_off,5,False,11.37846441268921,13.292870903015137,14.432768058776855,15.320627403259278,16.22679615020752,17.335264587402342,18.530607604980467,19.974182891845704,22.578809547424317
S_off,6,False,11.056467437744141,13.021254920959473,14.120339584350585,14.9794282913208,15.890673160552979,16.852500534057615,18.040897178649903,19.51227722167969,21.755661201477057
S_off,7,False,13.434647560119629,15.585713386535645,17.256591606140137,18.641611862182618,19.795169830322266,20.84072380065918,22.29612159729004,24.3450065612793,28.505333709716798
S_off,8,False,15.320404434204102,16.809026336669923,18.02951545715332,18.98695487976074,20.10377311706543,21.290960693359374,22.793738937377928,24.621305084228517,27.223793029785156
S_off,9,False,11.323187446594238,12.961419486999512,14.386104583740234,15.47246856689453,16.34382724761963,17.575801467895506,19.17764492034912,20.68722267150879,23.93487854003907
R_off,0,True,3.1548275470733644,3.941858291625977,4.706172084808349,5.432236480712891,5.957099437713623,6.414616680145263,6.969831466674805,7.711015129089356,8.542781639099122
R_off,1,True,3.7515871047973635,4.60068531036377,5.235410118103028,5.915160465240478,6.572931289672852,7.11919536590576,7.81333360671997,8.60423984527588,9.973213195800781
R_off,2,True,4.034841060638428,4.641085529327393,5.139735698699951,5.606282520294189,6.199802398681641,6.819650936126709,7.456788063049316,8.481122016906738,9.754544639587403
R_off,3,True,3.65339674949646,4.22993688583374,4.685860013961792,5.039061164855957,5.586898565292358,6.213424205780029,6.783633947372436,7.375307178497315,8.301219940185547
R_off,4,True,3.944129467010498,4.581569004058838,5.1571225166320795,5.599409389495849,6.083767414093018,6.612911033630371,7.40860662460327,8.341909790039063,9.509894752502442
R_off,5,True,3.273641061782837,3.808159399032593,4.331654262542725,4.833999443054199,5.24458122253418,5.716242504119873,6.325593280792236,7.00739393234253,8.069253730773926
R_off,6,True,3.39922559261322,4.002383708953857,4.416149759292603,4.869979286193848,5.3631486892700195,5.844919490814209,6.31190447807312,7.034469318389893,7.8421532154083256
R_off,7,True,3.545271706581116,4.259372615814209,4.835959577560425,5.236413097381591,5.786115646362305,6.306313419342041,6.872363138198852,7.392093849182129,8.109039306640625
R_off,8,True,3.987906265258789,4.5469437599182125,4.983227825164795,5.354450035095215,5.754661560058594,6.282488059997559,7.01778745651245,8.061135864257812,9.036582374572754
R_off,9,True,3.3212850093841553,3.936691427230835,4.403640270233154,4.797020053863526,5.220694541931152,5.6669535636901855,6.196115398406982,6.9599329948425295,8.103897285461425
E_off,0,True,6.63336181640625,7.4201658248901365,8.028956699371339,8.607398986816406,9.190041065216064,9.989950942993163,10.575545120239257,11.347525215148927,12.457401752471924
E_off,1,True,6.986870050430298,8.047767639160156,8.798632621765137,9.59804916381836,10.30062484741211,11.134146690368652,12.559809684753418,14.185797691345215,16.67817497253418
E_off,2,True,6.854330539703369,7.594986915588379,8.254191398620605,8.704911231994629,9.362067222595215,10.046660423278809,10.741512775421143,11.460768699645996,12.5150785446167
E_off,3,True,6.315831661224365,7.327141761779785,8.21455192565918,8.765668869018555,9.433362007141113,9.9940824508667,10.85010814666748,11.97441291809082,13.97220230102539
