arm,cond,seed,slot,lr,task,iv,online_acc,memo_acc,acc,dead_frac_l1,zeroout_l1,zbar_l1,zsd_l1,zbar_min_l1,mob_l1,eff_rank_l1,gate_zero_frac_l1,sink_ratio_l1,p_pos_l1,fold_mean_l1,onesided_frac_l1,skew_l1,bias_over_sd_l1,bias_share_l1,abs_zbar_l1,dead_frac_l2,zeroout_l2,zbar_l2,zsd_l2,zbar_min_l2,mob_l2,eff_rank_l2,gate_zero_frac_l2,sink_ratio_l2,p_pos_l2,fold_mean_l2,onesided_frac_l2,skew_l2,bias_over_sd_l2,bias_share_l2,abs_zbar_l2,r_a1,w_norm_l1,w_norm_l2,w_norm_l3,m_l1,m_l2,depth_ratio_l1,wtilde_gmean_l1,omega_l1,n_dead_l1,n_gate0_l1,n_exact_zero_l1,bias_mean_l1,bias_absmean_l1,depth_ratio_l2,wtilde_gmean_l2,omega_l2,n_dead_l2,n_gate0_l2,n_exact_zero_l2,bias_mean_l2,bias_absmean_l2,pin_max_ratio
CHB,raw,0,0,0.001,11,none,0.9810041667,1,1,0,0,2.034505258e-07,23.41295433,-3.092447878e-05,0.4975000024,47.85588735,0.5027166605,1.392681614e-08,0.4975000024,0.4851499796,0,0.00381332403,0,0,3.417968765e-05,0,0,-0.1402352899,45.99666595,-1.103212953,0.5291666985,83.19414931,0.4698750079,-0.00267702993,0.5291666985,0.4659750164,0,-0.4240100682,0.0009399312548,-3.53920983e+10,1.103212953,0.004965748638,19.92526245,3.029379606,0.944312036,16.11664009,18.97384644,8.689656287387461e-09,20.335916020451997,4.9174081904856995e-05,0,60326,0,0.0,0.0,-0.0030488142347630306,3.0746235130378605,0.0003252430730980643,0,56385,0,-0.035392099007731305,0.04323370549012907,0.00029895498633578067
CHB,raw,0,0,0.001,12,none,0.9827625,1,1,0,0,2.543131572e-08,24.45346069,-2.278645843e-05,0.4950000048,49.18113475,0.5021166801,1.263080862e-09,0.4950000048,0.4847166836,0,0.01312951464,0,0,2.522786599e-05,0,0,0.05891769379,44.14982224,-0.3341395259,0.5266667008,84.58115009,0.473175019,0.00118612533,0.5266667008,0.4680916369,0,-0.3582592905,0.0007242235006,-0.3562507331,1.134226918,0.006298486143,20.48340988,3.122445345,0.961130619,15.83751678,18.43264771,1.0399884107364765e-09,20.81161582890567,4.805008934534915e-05,0,60254,0,0.0,0.0,0.0013344944736067414,3.1562916814991238,0.00031682749913817734,0,56781,0,-0.030302283451601398,0.031974338469153735,0.0003764899172088718
CHB,raw,0,0,0.001,13,none,0.9838208333,1,1,0,0,-2.543131572e-08,22.64945412,-3.092447878e-05,0.5,49.76229089,0.5005500317,-1.528402294e-09,0.5,0.4857166708,0,-0.05523053557,0,0,3.499348895e-05,0,0,0.008351644501,43.37473297,-0.4455138147,0.5200000405,85.74414104,0.4798000157,0.0001624963043,0.5200000405,0.4728499949,0,-0.305682987,0.001065525459,-7.787640572,0.4455138147,0.004256792832,20.9004612,3.196427107,0.9437835217,15.11453342,17.58859253,-1.1228224567912897e-09,21.21378968566864,4.7139149337167616e-05,0,60066,0,0.0,0.0,0.00019254630355364702,3.2296047989686536,0.0003096354081215576,0,57576,0,-0.03939602184807882,0.046216884853783995,0.00032988054269083856
CHB,raw,0,0,0.001,14,none,0.9831583333,1,1,0,0,0,24.07604027,-1.953124956e-05,0.4975000024,50.52044762,0.5016333461,0,0.4975000024,0.4866833389,0,-0.007887592539,0,0,3.011067747e-05,0,0,-0.06634979695,45.89312744,-0.5159739256,0.5266667008,85.39374954,0.4746499956,-0.001459180145,0.5266667008,0.4699999988,0,-0.3251541257,0.0008941512206,-3.659920179e+10,0.5260344744,0.00435325643,21.20118332,3.26165247,0.953263998,15.23249435,18.60126114,0.0,21.650230144449882,4.6188885445005476e-05,0,60196,0,0.0,0.0,-0.001445745815356444,3.301416498901352,0.00030290028547830326,0,56958,0,-0.03659920044425235,0.041035394744758376,0.0002568411453818665
CHB,raw,0,0,0.001,15,none,0.9824229167,1,1,0,0,-1.017252629e-07,21.36232758,-4.394531425e-05,0.4966666698,50.91434103,0.5027999878,-4.850371216e-09,0.4966666698,0.4852666259,0,-0.00112539297,0,0,4.394531425e-05,0,0,-0.1130223647,45.12442398,-0.8361909986,0.5200000405,85.32226599,0.4751250148,-0.002336295322,0.5200000405,0.4698749781,0,-0.3365962803,0.0009562816122,-3.679009997e+10,0.8361909986,0.002996154828,21.74687767,3.313541174,0.9830946326,15.13166142,18.87938499,-4.761899775155494e-09,22.05920219683636,4.533255514306025e-05,0,60336,0,0.0,0.0,-0.0025046827135143854,3.3714096882670663,0.00029661183079592106,0,57015,0,-0.03679010151012335,0.0431516609393293,0.00038487491845014444
CHB,raw,0,0,0.001,16,none,0.98368125,1,1,0,0,-5.086263144e-08,23.09766197,-1.139322922e-05,0.4958333373,52.32834018,0.5034250021,-2.716892045e-09,0.4958333373,0.4855083227,0,0.01339493506,0,0,3.051757812e-05,0,0,-0.07377523184,45.92642212,-0.6199967861,0.519166708,84.60975709,0.4743250012,-0.001479350263,0.519166708,0.4692249894,0,-0.3358283937,0.0008335099556,-3.452604826e+10,0.6199967861,0.004292997997,22.18408585,3.364441156,0.9778931141,14.88083458,19.44304085,-2.2020683957563347e-09,22.452055679804598,4.4539351507999786e-05,0,60411,0,0.0,0.0,-0.0016063788214817722,3.42938540323466,0.0002915974387296282,0,56919,0,-0.034526054121306514,0.03828013279016886,0.0003112169142411864
CHB,raw,0,0,0.001,17,none,0.9836041667,1,1,0,0,-3.051757744e-07,24.16973877,-1.627604252e-05,0.4933333397,52.43464244,0.5034416914,-9.880373852e-09,0.4933333397,0.4850250185,0,0.03055818565,0,0,3.417968765e-05,0,0,-0.09718363732,46.00060654,-0.7310237885,0.5166666508,85.53804056,0.4816000164,-0.001820705947,0.5166666508,0.475666672,0,-0.25895679,0.0008467453299,-3.575336141e+10,0.7310237885,0.003838868812,22.45914841,3.428900003,0.9595085979,14.95330811,19.320961,-1.26263579968349e-08,22.807930314728345,4.384439912788775e-05,0,60413,0,0.0,0.0,-0.0021126599110273384,3.4749953998145484,0.00028777016512118763,0,57792,0,-0.035753361533861605,0.038950798397418114,0.00034629350865640504
CHB,raw,0,0,0.001,18,none,0.9842833333,1,1,0,0,-3.433227675e-07,22.5576992,-3.906249913e-05,0.4933333397,53.86999432,0.5040583611,-2.035948832e-08,0.4933333397,0.4853583276,0,0.0231811367,0,0,3.906249913e-05,0,0,-0.06739065051,47.87268829,-0.4153633118,0.5133333206,85.43409941,0.4855916798,-0.001156156184,0.5133333206,0.4778749645,0,-0.2049788982,0.0007081967196,-3.00935209e+10,0.4153633118,0.002045442816,22.69588089,3.503629446,0.9614633322,14.41739082,19.52039337,-1.5219759978890046e-08,23.07753135287444,4.333219115637532e-05,0,60487,0,0.0,0.0,-0.0014077055815575968,3.523260009355846,0.0002838280448631519,0,58271,0,-0.030093522973766086,0.0339032819509157,0.00033874047555195846
CHB,raw,0,0,0.001,19,none,0.98399375,1,1,0,0,-2.034505258e-07,23.5668087,-1.953124956e-05,0.4941666722,55.16333686,0.502399981,-9.466255335e-09,0.4941666722,0.4851833284,0,0.01334301382,0,0,2.197265712e-05,0,0,-0.1043906659,48.11001968,-0.9296840429,0.519166708,86.01405471,0.4794749916,-0.002238415647,0.519166708,0.4718583524,0,-0.2776185274,0.0008549412596,-3.721793126e+10,0.9296840429,0.002708004322,23.1218071,3.514242172,0.9597750306,14.1595602,19.93717194,-8.632926434371235e-09,23.36980606922495,4.279025666870519e-05,0,60288,0,0.0,0.0,-0.002169832118015047,3.563564178623441,0.0002806179290943168,0,57537,0,-0.037217929197649935,0.041131238163507076,0.00026353937041420747
CHB,raw,0,0,0.001,20,none,0.9844020833,1,1,0,0,-5.086263144e-08,23.49107552,-1.302083365e-05,0.4950000048,57.08345953,0.5012999773,-2.556489465e-09,0.4950000048,0.4869166315,0,-0.008966751397,0,0,1.34277343e-05,0,0,-0.08187276125,46.94199371,-0.709101975,0.5149999857,85.51208991,0.483066678,-0.002190871164,0.5149999857,0.4762500226,0,-0.2350413352,0.0008503216668,-3.308788736e+10,0.709101975,0.002957339166,23.37962341,3.57704854,0.9700042009,13.57001209,19.68626022,-2.1651895587622716e-09,23.63904387324775,4.230289538620882e-05,0,60156,0,0.0,0.0,-0.0017441262029856805,3.6118406825812492,0.00027686714002161825,0,57968,0,-0.03308788845548406,0.03991579763125628,0.00016615195715341915
CHB,raw,0,0,0.001,21,none,0.9831270833,1,1,0,0,-7.629394361e-08,23.64051056,-1.953124956e-05,0.4975000024,58.57950393,0.5008916855,-3.727554265e-09,0.4975000024,0.4865583181,0,-0.01578075998,0,0,2.014160236e-05,0,0,0.01331939735,46.68141937,-0.383597225,0.5149999857,84.18926976,0.4815083444,0.0003186072863,0.5149999857,0.4761916697,0,-0.2209157348,0.0009408866172,-1.434296489,0.6019246578,0.002493698383,23.53014946,3.600969076,0.9875621796,13.63282681,20.42136002,-3.2272544798203377e-09,23.897067556528658,4.184613855379929e-05,0,60107,0,0.0,0.0,0.0002853254577464661,3.6525580143863885,0.00027378073012428113,0,57781,0,-0.03733095938121551,0.043921923904999854,0.0002847648304899089
CHB,raw,0,0,0.001,22,none,0.9845291667,1,1,0,0,-3.051757744e-07,23.16762733,-1.546223939e-05,0.4950000048,61.32036125,0.5021833181,-1.279696438e-08,0.4950000048,0.4866833389,0,0.006572577171,0,0,1.546223939e-05,0,0,0.001407521544,44.5065918,-0.5924590826,0.5124999881,81.97899874,0.4838249981,3.888791252e-05,0.5124999881,0.4761749804,0,-0.1874438375,0.0009928230429,-1.701615334,2.549602985,0.005273671355,23.75081253,3.627404928,0.9986945987,12.96369076,20.58611298,-1.3172508779301053e-08,24.11619259277471,4.1465915324444844e-05,0,60262,0,0.0,0.0,3.162501299414258e-05,3.6874287459411006,0.0002711916809513241,0,58059,0,-0.03785611770785181,0.04418716781568946,0.00019904329300742725
CHB,raw,0,0,0.001,23,none,0.9849895833,1,1,0,0,5.086263144e-08,22.03105545,-1.302083365e-05,0.4958333373,62.46337727,0.5020833611,1.92614813e-09,0.4958333373,0.4854166806,0,0.0116817411,0,0,1.302083365e-05,0,0,0.03495747969,45.40768433,-0.4506193101,0.5124999881,83.40679257,0.4857416749,0.0008238072623,0.5124999881,0.4764749706,0,-0.1923884302,0.0008107332978,-0.664124012,2.222657919,0.004609678872,23.9583168,3.665646315,1.038169026,12.57556152,20.09684563,2.3086788354481675e-09,24.32606021952739,4.110817744326986e-05,0,60250,0,0.0,0.0,0.0007698582344773801,3.7214076511823877,0.00026871552211762506,0,58289,0,-0.0334493308110541,0.03681352545892878,0.0001765452463617674
CHB,raw,0,0,0.001,24,none,0.9861479167,1,1,0,0,0,21.51027679,-2.60416673e-05,0.4941666722,64.34471033,0.5020916462,0,0.4941666722,0.4874583185,0,0.0185479112,0,0,2.60416673e-05,0,0,-0.03373026475,44.87688446,-0.4308139086,0.510833323,79.24454054,0.4854666591,-0.0008421207895,0.510833323,0.4761832952,0,-0.1807976514,0.001160069369,-4.884793758,3.21656251,0.003993662074,24.22005272,3.626662016,1.052762151,11.86618519,20.81514168,0.0,24.437363194339845,4.092094519557736e-05,0,60251,0,0.0,0.0,-0.000751617790670489,3.7434651093282665,0.0002671321812264578,0,58256,0,-0.04279314696206711,0.05206029976368882,0.00030312378888747914
CHB,raw,0,0,0.001,25,none,0.9849166667,1,1,0,0,-5.086263144e-08,21.67167664,-1.464843808e-05,0.4941666722,66.84862284,0.5031583309,-2.858976389e-09,0.4941666722,0.4857250154,0,0.02022904716,0,0,1.464843808e-05,0,0,-0.08435342461,44.05873489,-0.5211837888,0.510833323,76.68159714,0.4846000075,-0.002085347194,0.510833323,0.4731000066,0,-0.1880107969,0.001275467454,-4.867712205e+10,0.5211837888,0.002113312017,24.33427811,3.668787718,1.057514668,11.4250536,20.80852318,-2.3469633792025794e-09,24.52993126665994,4.0766522707675025e-05,0,60379,0,0.0,0.0,-0.0019145675612475585,3.763393781827162,0.0002657176096822084,0,58152,0,-0.048677120393404036,0.05619548124566791,0.00019549459557064897
CHB,raw,0,0,0.001,26,none,0.9852729167,1,1,0,0,-2.034505258e-07,20.8526001,-4.882812391e-06,0.4941666722,69.00968899,0.5035083294,-8.657206507e-09,0.4941666722,0.4865583181,0,0.02976431511,0,0,4.882812391e-06,0,0,-0.02305653878,42.6417923,-0.4605053961,0.5058333278,73.78968091,0.4885166585,-0.0005763231311,0.5058333278,0.4779332876,0,-0.1601012498,0.001127290772,-0.9010771513,6.947304726,0.00625565229,24.3741703,3.645470858,1.090695381,10.88354015,20.94102097,-9.756602285774424e-09,24.665194206578207,4.0542960725332546e-05,0,60421,0,0.0,0.0,-0.0005407028536180924,3.784679499806001,0.0002642231660702733,0,58622,0,-0.04156773707945831,0.04806969761033542,0.00010919503053749998
CHB,raw,0,0,0.001,27,none,0.9863375,1,1,0,0,0,20.36716652,-5.798339771e-06,0.4958333373,72.36954502,0.5026416779,0,0.4958333373,0.4865583181,0,0.01240287814,0,0,5.798339771e-06,0,0,-0.04469146952,43.06744385,-0.4703109264,0.5083333254,68.03998124,0.4890750051,-0.001292678644,0.5083333254,0.4791083038,0,-0.173485592,0.001386964112,-5.050197606e+10,2.587939501,0.002640530001,24.68713379,3.634509325,1.11331737,10.47878647,21.75962448,0.0,24.738903220645856,4.042216387206082e-05,0,60317,0,0.0,0.0,-0.0010377088938841213,3.78811872344939,0.0002639832785096605,0,58689,0,-0.05050197380856844,0.05973299892182695,0.00011652560637621893
CHB,raw,0,0,0.001,28,none,0.9861041667,1,1,0,0,5.086263144e-08,20.19643593,-8.544921911e-06,0.4941666722,74.41462153,0.5040249825,1.988976983e-09,0.4941666722,0.4880416691,0,0.007488039322,0,0,8.544921911e-06,0,0,-0.05633669719,40.15161514,-0.6881608367,0.5066666603,62.22056889,0.4904083312,-0.001421472058,0.5066666603,0.4787750244,0,-0.1067997515,0.001499470323,-5.064409088e+10,0.6881608367,0.002724491991,24.71713257,3.595694065,1.13629353,10.06867313,22.33017921,2.5183963951009848e-09,24.842036131405283,4.02543493097895e-05,0,60483,0,0.0,0.0,-0.001403099152887527,3.7847072417253123,0.0002642212293134028,0,58849,0,-0.05064409625047119,0.06020615820278181,0.00016142339941083224
CHB,raw,0,0,0.001,29,none,0.9865020833,1,1,0,0,-1.90734859e-08,20.07331848,-5.086263172e-06,0.4958333373,75.28040445,0.502941668,-1.532936778e-09,0.4958333373,0.4888916612,0,0.003648465499,0,0,6.205240879e-06,0,0,-0.06225794554,41.27275467,-0.5920784473,0.5091666579,60.40487015,0.4880500138,-0.00167702965,0.5091666579,0.4797833264,0,-0.1548553556,0.00115492905,-4.238884864e+10,0.5920784473,0.003084791359,24.92061424,3.588416815,1.156822324,9.87884903,22.58889198,-9.501909671290184e-10,24.940983656731586,4.0094649584123334e-05,0,60353,0,0.0,0.0,-0.0015084514236519701,3.7836649484672074,0.0002642940148294864,0,58566,0,-0.04238885212660534,0.047667102113773584,0.00010835132585365838
CHB,raw,0,0,0.001,30,none,0.9861770833,1,1,0,0,-2.034505258e-07,20.69001389,-3.865559847e-06,0.4941666722,76.92518354,0.5039333105,-9.239989218e-09,0.4941666722,0.4875666797,0,0.01855038665,0,0,5.493164281e-06,0,0,-0.07161841542,40.15110397,-2.22251296,0.510833323,59.77995366,0.4889083505,-0.001623827149,0.510833323,0.4753249884,0,-0.2299169153,0.001399380155,-4.91742249e+10,2.22251296,0.003191002645,25.09454918,3.574013233,1.169277787,9.630671501,22.50639153,-9.833271590906602e-09,25.055519616825784,3.9911365451325944e-05,0,60472,0,0.0,0.0,-0.0017837221978631438,3.7784539980087497,0.0002646585086193987,0,58669,0,-0.04917422491358593,0.05618665689136833,0.0001218137481143739
CHB,raw,0,0,0.001,31,none,0.9865979167,1,1,0,0,-1.017252629e-07,20.94223785,-5.086263172e-06,0.4950000048,78.07378667,0.50424999,-7.193635909e-09,0.4950000048,0.4881666899,0,0.01370224077,0,0,5.086263172e-06,0,0,-0.06609970331,41.45632553,-2.796113253,0.510833323,60.31366628,0.4874666631,-0.001862946781,0.510833323,0.4765333533,0,-0.166977182,0.001254884875,-4.501796454e+10,2.796113253,0.004568754695,24.9736042,3.558603764,1.202246785,9.389604568,22.56589699,-4.857420855813649e-09,25.135359526736536,3.9784591063290655e-05,0,60510,0,0.0,0.0,-0.0015944419208636022,3.7810600585911063,0.0002644760951965991,0,58496,0,-0.045017966703744604,0.05202291430789046,9.208209151138891e-05
CHB,raw,0,0,0.001,32,none,0.9856,1,1,0,0,0,20.44059563,-5.289713499e-06,0.4950000048,79.53850062,0.5048166513,0,0.4950000048,0.4892833531,0,-0.01504687034,0,0,5.289713499e-06,0,0,-0.07886647433,39.65401459,-0.4911211133,0.5099999905,61.46600093,0.4910666645,-0.001935336157,0.5099999905,0.4786666632,0,-0.165855065,0.001491508912,-5.375423283e+10,2.711943388,0.003658015979,24.93364716,3.575803041,1.213097453,8.91516304,21.44995499,0.0,25.178836423592042,3.971589406184874e-05,0,60578,0,0.0,0.0,-0.0019888648134478836,3.7685457391263792,0.0002653543486596554,0,58928,0,-0.05375423630117439,0.059144322156207636,0.00010234280305260382
CHB,raw,0,0,0.001,33,none,0.9872208333,1,1,0,0,-1.017252629e-07,19.15660286,-3.840128556e-06,0.4975000024,80.60294992,0.5032666922,-6.628345428e-09,0.4975000024,0.4902333021,0,0.008659585379,0,0,4.247029665e-06,0,0,-0.08208623528,39.35737228,-11.88668633,0.5041666627,65.02585917,0.4937916696,-0.001976107247,0.5041666627,0.4813750088,0,-0.1151578203,0.001021008822,-3.661857178e+10,11.88668633,0.005697212182,24.89302826,3.57298398,1.24712503,8.644933701,20.74027824,-5.310193234334243e-09,25.285071087953195,3.9549028615404585e-05,0,60392,0,0.0,0.0,-0.002085663511679952,3.781428918532928,0.00026445029684386286,0,59255,0,-0.0366185708300327,0.04018422255088808,9.266373964660796e-05
CHB,raw,0,0,0.001,34,none,0.9868645833,1,1,0,0,2.543131572e-08,19.73809433,-3.255208412e-06,0.4941666722,81.12894981,0.5045583248,1.490009782e-09,0.4941666722,0.4877749979,0,0.002933216281,0,0,3.255208412e-06,0,0,-0.04478759691,39.48827744,-1.192187548,0.5091666579,68.82320479,0.4907833338,-0.001143419999,0.5091666579,0.4811666906,0,-0.1253325045,0.001299819676,-4.779311923e+10,1.192187548,0.003086258657,24.98388672,3.565003872,1.226975799,8.625527382,19.91584206,1.2884382501580639e-09,25.32110207403647,3.949275181925716e-05,0,60547,0,0.0,0.0,-0.0011341998135535791,3.7685806837278912,0.0002653518881306787,0,58894,0,-0.047793118615518326,0.05132764081994537,7.169427016052108e-05
CHB,raw,0,0,0.001,35,none,0.9871604167,1,1,0,0,-1.525878872e-07,19.63782883,-3.712972102e-06,0.4958333373,81.9602611,0.5018749833,-4.939296527e-09,0.4958333373,0.4877749979,0,0.005236129742,0,0,3.712972102e-06,0,0,0.008631083183,38.58774185,-0.7330765128,0.5058333278,71.32822564,0.49150002,0.0002191847598,0.5058333278,0.4830499887,0,-0.1177722961,0.001327791018,-2.581837893,3.281539679,0.004345582798,25.19844055,3.552603006,1.265898585,8.547883034,18.75478745,-7.77009966432221e-09,25.446768346301937,3.929772088899947e-05,0,60225,0,0.0,0.0,0.00022367422319116608,3.7648587992792857,0.00026561421113361066,0,58980,0,-0.0465772410784848,0.05123645669547841,7.09962178014734e-05
