arm,seed,lr,task,iv,online_acc,memo_acc,acc,dead_frac_l1,zeroout_l1,zbar_l1,zsd_l1,zbar_min_l1,mob_l1,eff_rank_l1,dead_frac_l2,zeroout_l2,zbar_l2,zsd_l2,zbar_min_l2,mob_l2,eff_rank_l2,w_norm_l1,w_norm_l2,w_norm_l3,alpha_med_l1,alpha_min_l1,alpha_max_l1,alpha_clip_frac_l1,alpha_W_med_l1,alpha_med_l2,alpha_min_l2,alpha_max_l2,alpha_clip_frac_l2,alpha_W_med_l2
SWA1,8,0.001,1,none,0.9698770833,1,1,0,0,-0.5617980957,1.957664609,-3.144094467,0.3996329606,75.26680246,0,0,1.642934322,1.799362659,0.5759075284,0.8045736551,44.51247275,4.471122742,2.050724983,2.76332593,0.5278792381,0.2765967548,1.038154244,0,1,0.575011313,0.3323607147,0.6490830779,0,1
SWA1,8,0.001,2,none,0.9534604167,1,1,0,0,-3.97938323,4.375576019,-10.78158474,0.2114583552,60.20695115,0,0,-5.359939098,6.472611904,-15.31003952,0.2566093802,53.43527033,7.48414135,3.456115961,4.839868546,0.2356226444,0.1472054273,0.4796724617,0,1,0.1596734226,0.1132746935,0.2310767919,0,1
SWA1,8,0.001,3,none,0.9518291667,1,1,0,0,-5.331710815,6.425289154,-21.70441437,0.2358521968,56.44715955,0,0,-23.63049698,10.91620731,-46.77822876,-0.03444136307,51.29518382,10.64626503,4.487508297,5.779639244,0.1604643762,0.07766901702,0.2559788227,0,1,0.09393209219,0.05099794641,0.193473503,0,1
SWA1,8,0.001,4,none,0.9439729167,1,1,0,0,-6.565487385,7.823923111,-27.35286713,0.223141551,53.81921797,0,0,-39.08860016,13.88242054,-93.77626801,-0.06361171603,43.7114558,13.62728882,5.399151802,6.662657738,0.1307989359,0.06775506586,0.2030603439,0,1,0.07407517731,0.03315060586,0.1253540963,0,1
SWA1,8,0.001,5,none,0.9371291667,1,1,0,0,-8.078900337,9.70890522,-33.76736832,0.2311775982,60.18353991,0,0,-46.69796371,15.71413612,-100.5381851,-0.06436415017,44.40074346,16.46482658,6.044900894,6.889604568,0.1060972065,0.06932464987,0.2035102546,0,1,0.06554769725,0.03823184595,0.0940804407,0,1
SWA1,8,0.001,6,none,0.9046270833,1,1,0,0,-12.42695999,11.18799496,-32.53751755,0.1736379713,66.4898326,0,0,-60.06794357,16.29654503,-112.9610062,-0.06005030498,44.25428384,19.64921379,6.619065762,6.917615891,0.09231133014,0.05711132288,0.2092050165,0,1,0.06197455525,0.04111580551,0.0845945254,0,1
SWA1,8,0.001,7,none,0.88125,1,1,0,0,-15.10296249,13.35590363,-45.83803558,0.1494288146,73.38790106,0,0,-46.60180664,13.87603951,-103.432579,-0.06198165193,49.46768162,22.86527443,7.030509472,6.832161427,0.07650773972,0.04826838896,0.2332482189,0,1,0.07368751615,0.05115372688,0.09647291899,0,1
SWA1,8,0.001,8,none,0.8511645833,1,1,0,0,-23.0309124,15.82618523,-67.97551727,0.07056626678,67.98316125,0,0,-43.63785172,13.18093395,-178.7927094,-0.06050411239,46.41429962,27.44104385,7.473269939,6.46524477,0.06509291381,0.03383978084,0.2400570661,0,1,0.0785151571,0.04504878446,0.1067013144,0,1
SWA1,8,0.001,9,none,0.7911020833,0.9950000048,0.9950000048,0,0,-28.73071289,17.98155022,-75.49105835,0.0414808467,8.966032161,0,0,-1058.895264,281.7051392,-2115.699463,-0.05819672346,2.855173043,30.92689323,8.717801094,5.849816799,0.05749154091,0.01861182228,0.1012768671,0,1,0.003650459694,0.001775609679,0.03758889809,0,1
SWA1,8,0.001,10,none,0.7060270833,0.9541666508,0.9541666508,0,0,-34.17295837,20.53879929,-70.56001282,0.02917672135,4.552634931,0,0,-2230.31665,635.9064941,-3781.095459,-0.06486153603,1.867511839,34.56310654,9.637009621,5.825991631,0.05035719648,0.008827907033,0.08294444531,0,1,0.001612019259,0.001000000047,0.003611163469,0.009999999776,1
SWA1,8,0.001,11,none,0.6039916667,0.8666666746,0.8666666746,0,0,-38.75231934,22.64583206,-73.2155304,0.02345401049,3.39133635,0,0,-3624.855469,1063.158691,-5382.175781,-0.06318025291,1.916189325,38.19585037,10.50444317,5.694618702,0.04535539076,0.006028670818,0.07033263147,0,1,0.001000000047,0.001000000047,0.001606031088,0.6200000048,1.032423258
SWA1,8,0.001,12,none,0.55105,0.7366666794,0.7366666794,0,0,-43.96727371,24.10684586,-81.35338593,0.007989597507,2.839279824,0,0,-4848.094238,1458.369263,-7434.180176,-0.03925962374,2.266500859,41.79378128,11.21490669,5.701564789,0.04282199219,0.004742939491,0.06597193331,0,1,0.001000000047,0.001000000047,0.001072134008,0.9800000191,1.404459596
SWA1,8,0.001,13,none,0.5201208333,0.7066666484,0.7066666484,0,0,-50.00521469,26.09071541,-88.86096954,-0.006582284346,2.588850396,0,0,-6085.441895,1847.32019,-9404.879883,-0.02256377973,2.399168329,46.1227417,11.77285004,5.653145313,0.03853690997,0.003922840115,0.0570679456,0,1,0.001000000047,0.001000000047,0.001000000047,1,1.794309378
SWA1,8,0.001,14,none,0.4795875,0.7425000072,0.7425000072,0,0,-50.06504059,29.33495712,-112.3366013,0.00551106222,2.7653292,0,0,-7180.069824,2139.384033,-11428.78125,-0.01344359107,2.606871983,51.72522354,12.47463989,5.648701191,0.03510802984,0.003542207414,0.06057556719,0,1,0.001000000047,0.001000000047,0.001000000047,1,2.06492734
SWA1,8,0.001,15,none,0.4574020833,0.6999999881,0.6999999881,0,0,-53.07459641,31.87628937,-107.8844147,0.02714006789,3.26113379,0,0,-8066.70166,2339.568848,-13079.57324,-0.008174806833,2.986886786,57.26730728,13.30058098,5.636490345,0.03244319931,0.003413951723,0.05221457779,0,1,0.001000000047,0.001000000047,0.001000000047,1,2.2690413
SWA1,8,0.001,16,none,0.4262104167,0.6958333254,0.6958333254,0,0,-43.93788147,33.88412476,-130.8103027,0.08613128215,4.260919589,0,0,-8809.424805,2484.825195,-14895.61621,-0.005438337103,3.737616514,63.4534874,14.15372276,5.699496269,0.03010322154,0.003334952518,0.0478370674,0,1,0.001000000047,0.001000000047,0.001000000047,1,2.400308132
SWA1,8,0.001,17,none,0.4361083333,0.6833333373,0.6833333373,0,0,-39.6321907,35.0579567,-158.1655426,0.1332053542,5.313014899,0,0,-9349.939453,2599.167725,-15088.65527,-0.004151486326,4.7158377,68.65786743,14.80728436,5.731905937,0.0292886775,0.003338715062,0.04553731158,0,1,0.001000000047,0.001000000047,0.001000000047,1,2.520881176
SWA1,8,0.001,18,none,0.4194395833,0.6833333373,0.6833333373,0,0,-39.48635864,37.43222046,-170.1931305,0.1349391341,6.035113146,0,0,-9962.71875,2714.406006,-15622.38477,-0.002955098171,5.390900521,73.8829422,15.63207626,5.632237911,0.02765887976,0.003316006158,0.04135041684,0,1,0.001000000047,0.001000000047,0.001000000047,1,2.62613678
SWA1,8,0.001,19,none,0.4027791667,0.6666666865,0.6666666865,0,0,-28.89027596,38.28337479,-153.2406311,0.2147186846,7.278160984,0,0,-10213.77832,2857.976562,-16240.97852,-0.002771966858,6.508567735,79.23337555,16.25409126,5.84432745,0.02674527466,0.003367456375,0.05063590407,0,1,0.001000000047,0.001000000047,0.001000000047,1,2.776288748
SWA1,8,0.001,20,none,0.3912291667,0.6158333421,0.6158333421,0,0,-28.15054703,39.79379272,-163.792923,0.2496480793,7.735038339,0,0,-10859.97754,3049.785889,-17121.55273,-0.002155829687,7.037481671,81.60306549,16.80054283,5.762192249,0.025587935,0.003373011714,0.04498705268,0,1,0.001000000047,0.001000000047,0.001000000047,1,2.947110653
SWA1,8,0.001,21,none,0.39484375,0.6241666675,0.6241666675,0,0,-18.97630501,39.07896042,-180.4692688,0.3217077851,8.689000313,0,0,-11128.48438,3170.153809,-17039.50586,-0.002039317973,7.808219738,84.64388275,17.52227783,5.818010807,0.02618762664,0.003518075682,0.0436790064,0,1,0.001000000047,0.001000000047,0.001000000047,1,3.06102109
SWA1,8,0.001,22,none,0.3762375,0.6058333516,0.6058333516,0,0,-23.42779922,39.87782669,-218.449646,0.2881182134,8.921512749,0,0,-11362.69629,3202.101562,-17533.68164,-0.001808210043,7.939213538,87.53068542,17.75317955,5.932506084,0.02606645413,0.003531852737,0.04393333197,0,1,0.001000000047,0.001000000047,0.001000000047,1,3.103186131
