act,reg,lam,seed,task,tensor,ndim,numel,sq_norm,norm,norm0,norm_ratio,cos_w0,dist_w0,pen_l2,pen_l2init,pen_shell,pen_angular,reg_loss
R,none,0,1,0,W1,2,78400,33.31122314,5.771587575,5.771587575,1,1,0,0.03331122314,0,0,-1.479315476e-17,0
R,none,0,1,0,b1,1,100,0.04445929744,0.2108537347,0.2108537347,1,1,0,4.445929744e-05,0,0,-1.974389427e-20,0
R,none,0,1,0,W2,2,10000,32.59850817,5.709510326,5.709510326,1,1,0,0.03259850817,0,0,0,0
R,none,0,1,0,b2,1,100,0.3430667701,0.5857190198,0.5857190198,1,1,0,0.0003430667701,0,0,-1.523522509e-19,0
R,none,0,1,0,W3,2,1000,3.237631366,1.799341926,1.799341926,1,1,0,0.003237631366,0,0,7.188985775e-19,0
R,none,0,1,0,b3,1,10,0.02634508479,0.1623116902,0.1623116902,1,1,0,2.634508479e-05,0,0,-1.169956789e-20,0
R,none,0,1,1,W1,2,78400,45.26609611,6.728008332,5.771587575,1.165711902,0.8611639284,3.420103505,0.04526609611,0.01169710798,0.0009147406634,0.01078236732,0
R,none,0,1,1,b1,1,100,0.0506535998,0.2250635461,0.2108537347,1.067391794,0.9286472703,0.08351093422,5.06535998e-05,6.974076134e-06,2.019187408e-07,6.772157394e-06,0
R,none,0,1,1,W2,2,10000,34.89899579,5.907537202,5.709510326,1.034683688,0.9740920361,1.336757856,0.03489899579,0.001786921566,3.921464341e-05,0.001747706923,0
R,none,0,1,1,b2,1,100,0.3794236158,0.6159737136,0.5857190198,1.051653938,0.9850505469,0.1081780878,0.0003794236158,1.170249868e-05,9.153464985e-07,1.078715219e-05,0
R,none,0,1,1,W3,2,1000,3.562757453,1.887526809,1.799341926,1.049009519,0.9574895209,0.544549148,0.003562757453,0.0002965337745,7.776573573e-06,0.000288757201,0
R,none,0,1,1,b3,1,10,0.02433094353,0.1559837925,0.1623116902,0.9610139126,0.9785242998,0.03357805151,2.433094353e-05,1.127485543e-06,4.004228977e-08,1.087443253e-06,0
R,none,0,1,2,W1,2,78400,57.42231623,7.577751397,5.771587575,1.312940555,0.7691096462,4.843398584,0.05742231623,0.02345850984,0.00326222775,0.02019628209,0
R,none,0,1,2,b1,1,100,0.05236312278,0.2288298992,0.2108537347,1.085254191,0.8929799716,0.1032012497,5.236312278e-05,1.065049794e-05,3.23142491e-07,1.032735544e-05,0
R,none,0,1,2,W2,2,10000,37.05818317,6.087543279,5.709510326,1.066211099,0.9496717513,1.908249419,0.03705818317,0.003641415844,0.000142908913,0.003498506931,0
R,none,0,1,2,b2,1,100,0.3910705007,0.625356299,0.5857190198,1.067672857,0.9677917679,0.1586372425,0.0003910705007,2.51657747e-05,1.571113906e-06,2.35946608e-05,0
R,none,0,1,2,W3,2,1000,3.897272067,1.974150974,1.799341926,1.097151656,0.9267821159,0.7421073568,0.003897272067,0.000550723329,3.055820322e-05,0.0005201651257,0
R,none,0,1,2,b3,1,10,0.02445805396,0.1563907093,0.1623116902,0.9635209212,0.980866499,0.03172426738,2.445805396e-05,1.006429141e-06,3.505801528e-08,9.713711255e-07,0
