arm,cond,seed,slot,lr,task,iv,online_acc,memo_acc,acc,dead_frac_l1,zeroout_l1,zbar_l1,zsd_l1,zbar_min_l1,mob_l1,eff_rank_l1,dead_frac_l2,zeroout_l2,zbar_l2,zsd_l2,zbar_min_l2,mob_l2,eff_rank_l2,w_norm_l1,w_norm_l2,w_norm_l3,hit99,hit999,correct_at_hit_plus_500,hit_plus_500_observed,min_correct_after_hit,switch_step,pin_step,pf_disp_l1,pf_disp_l2,pf_disp_l3,pf_P_same,pf_mv_same,pf_mv_restored
LR,std,0,0,0.001,1,none,0.9846354167,1,1,0,0,-0.8018727303,12.2008028,-5.926781654,0.5207501054,71.62369856,0,0,-1.740431786,7.88548851,-6.853103161,0.4615001082,72.26437184,2.590800762,0.8362320065,1.05070281,1600,1700,1200,1,1199,2200,2200,0.00214823755,0.01521058492,0.02190165255,0,1,1
LR,std,0,0,0.001,2,none,0.980975,1,1,0,0,-1.661277056,18.69247627,-9.747772217,0.5095001459,72.12395614,0,0,-10.48287964,12.9694128,-23.8917942,0.2822500169,80.30096223,3.878370047,1.03362751,1.218651295,1700,2500,1200,1,1200,3000,3000,0.0009150851621,0.01084854677,0.01146658656,0,1,1
LR,std,0,0,0.001,3,none,0.982275,1,1,0,0,-2.769958973,21.9916153,-9.543196678,0.4960001111,74.11308288,0,0,-18.49998856,16.80941582,-29.49188232,0.1997499615,81.04273687,4.809802055,1.164360642,1.262427092,1500,2000,1200,1,1053,2500,2500,0.01285100251,0.1023564393,0.06955454945,0,1,1
LR,std,0,0,0.001,4,none,0.98101875,1,1,0,0,-2.337495089,23.24248314,-9.734150887,0.4997501373,74.22999464,0,0,-22.44734192,18.27633858,-39.00620651,0.179499954,76.4427937,5.24407053,1.232810378,1.272644639,1600,2100,1200,1,1199,2600,2600,0.003424717511,0.03183351767,0.05441710083,0,1,1
LR,std,0,0,0.001,5,none,0.9812583333,1,1,0,0,-3.566149235,24.26229668,-10.28411579,0.490750134,76.23544216,0,0,-24.33256912,19.37740898,-40.62143326,0.1674999595,76.80249232,5.825842857,1.310425878,1.333838344,1500,1900,1091,1,1091,2400,2400,0.2029346696,0.5799877154,0.3692118589,0,1,1
LR,std,0,0,0.001,6,none,0.9813458333,1,1,0,0,-3.757142782,23.95232201,-12.36117744,0.4847500622,76.79854295,0,0,-24.69655037,19.5886879,-43.18270111,0.1689999551,75.96522078,6.107651234,1.329218864,1.30533886,1500,2100,1200,1,1200,2600,2600,0.00470580482,0.04049644032,0.06260247136,0,1,1
LR,std,0,0,0.001,7,none,0.98341875,1,1,0,0,-3.795889616,25.17034149,-11.52276516,0.4862501025,76.99827535,0,0,-30.23718452,21.73343277,-43.18383408,0.1524999589,72.62550642,6.494091511,1.364120603,1.291438937,1500,1900,1200,1,1200,2400,2400,0.005169418436,0.04301373954,0.08605594891,0,1,1
LR,std,0,0,0.001,8,none,0.9832958333,1,1,0,0,-4.595233917,26.66645813,-15.49887753,0.4855001569,76.89265994,0,0,-31.86604309,23.67761421,-45.53809357,0.1494999677,73.8975131,6.731600285,1.374891639,1.276352406,1600,1800,1200,1,1200,2300,2300,0.007687474557,0.06411307644,0.1330420719,0,1,1
LR,std,0,0,0.001,9,none,0.983,1,1,0,0,-4.570960522,27.28381729,-11.21602345,0.4825001061,77.54468133,0,0,-31.32944107,22.47640419,-46.88487244,0.1434999555,73.59728776,6.989104748,1.380992174,1.282120466,1600,1800,1200,1,1200,2300,2300,0.006632894078,0.06302105006,0.1294615773,0,1,1
LR,std,0,0,0.001,10,none,0.98095,1,1,0,0,-4.482662201,27.43984222,-14.4697628,0.4817501009,77.87027982,0,0,-33.02126312,23.02353668,-50.78161621,0.1352499723,72.51672107,7.370047092,1.423536181,1.305143356,1600,1900,1133,1,1123,2400,2400,0.1627536872,0.5136406797,0.3655950054,0,1,1
LR,std,0,0,0.001,11,none,0.98118125,1,1,0,0,-4.698454857,27.10883713,-14.614048,0.4810000658,78.63213128,0,0,-32.00569916,22.67764282,-50.82546234,0.1457499564,73.35683705,7.585846424,1.42917335,1.285293102,1700,2100,1200,1,1198,2600,2600,0.00566476234,0.04916009312,0.1075034931,0,1,1
LR,std,0,0,0.001,12,none,0.9828791667,1,1,0,0,-5.168415546,28.3059082,-14.52318096,0.4795000851,78.02380274,0,0,-34.97108078,24.59277916,-52.58893967,0.136749953,71.67108522,7.824697495,1.442772746,1.254834294,1600,2000,1200,1,1195,2500,2500,0.01424550673,0.07937108197,0.1230313659,0,1,1
LR,std,0,0,0.001,13,none,0.98366875,1,1,0,0,-5.265354156,27.92171669,-15.7056303,0.4765001535,78.74548978,0,0,-33.13319016,24.74285698,-52.92250061,0.1464999467,74.30404854,8.035888672,1.444131017,1.262205124,1800,2000,1200,1,1198,2500,2500,0.004714289738,0.04072293098,0.09177063677,0,1,1
LR,std,0,0,0.001,14,none,0.98245625,1,1,0,0,-5.08890152,28.5929203,-15.15244293,0.4825001061,78.64806636,0,0,-34.094841,23.65907669,-50.03588104,0.1442499608,73.18500505,8.208662987,1.437595248,1.21320188,1600,1900,1200,1,1200,2400,2400,0.005398339864,0.05466533258,0.1319898571,0,1,1
LR,std,0,0,0.001,15,none,0.9830854167,1,1,0,0,-5.596633434,28.51927948,-14.73621273,0.4682501256,79.84773176,0,0,-32.8598175,24.12504387,-50.66442871,0.1487499475,75.2005036,8.442008018,1.437939644,1.212492108,1600,1800,1200,1,1200,2300,2300,0.007131589468,0.06333419731,0.1392896556,0,1,1
LR,std,0,0,0.001,16,none,0.9827520833,1,1,0,0,-5.592967033,28.21945381,-15.30169487,0.4690001011,79.64977451,0,0,-36.05337906,25.23616028,-48.1950264,0.1359999627,72.75016447,8.584295273,1.457100034,1.230419636,1700,1800,1200,1,1200,2300,2300,0.008626186609,0.07439915162,0.1671027721,0,1,1
LR,std,0,0,0.001,17,none,0.9827770833,1,1,0,0,-6.268572807,29.99483109,-15.68224335,0.4690001011,79.04611745,0,0,-35.38247299,25.6953125,-56.19828415,0.1419999599,74.01615818,8.744799614,1.457820296,1.229424,1700,1900,1200,1,1200,2400,2400,0.007245798949,0.06457068809,0.1418194729,0,1,1
LR,std,0,0,0.001,18,none,0.98356875,1,1,0,0,-5.94290781,30.05987358,-14.69566154,0.4727500975,79.32787426,0,0,-36.07474136,25.04013634,-48.85474014,0.1382499486,72.06685885,8.911534309,1.454367161,1.240420341,1500,1800,1200,1,1200,2300,2300,0.007592572677,0.06334998078,0.1507473199,0,1,1
LR,std,0,0,0.001,19,none,0.9831166667,1,1,0,0,-6.356117249,29.62797546,-17.48143196,0.4667500854,79.63967997,0,0,-35.78575134,26.54543877,-49.65177536,0.1487499475,74.85653445,9.102694511,1.467702985,1.23082459,1600,2100,1200,1,1200,2600,2600,0.004140567477,0.03669549026,0.09019518588,0,1,1
LR,std,0,0,0.001,20,none,0.9833729167,1,1,0,0,-7.165522575,29.99528122,-17.32793427,0.4690001011,79.8977047,0,0,-35.63774872,25.8857975,-52.49098969,0.1427499503,74.03758144,9.297271729,1.452269554,1.212445378,1600,1800,1200,1,1198,2300,2300,0.007062004521,0.06866600956,0.1448336377,0,1,1
LR,std,0,0,0.001,21,none,0.9817895833,1,1,0,0,-6.69840765,30.38399696,-15.6788044,0.4652501643,80.16346238,0,0,-35.58553314,26.19827461,-52.72600555,0.1509999633,76.36728388,9.395379066,1.450060964,1.183060527,1700,2000,1200,1,1199,2500,2500,0.004928668307,0.04822268102,0.1218873301,0,1,1
