record_type,metric,scope,alpha,arm,boundary_offset,estimate,ci_lo,ci_hi,bootstrap_finite,n,x_definition
arm_scope,mean_log_q,boundary_offset_+44,0,alpha_0,44,-0.5498739048720136,-0.57695413085467473,-0.52348239395066687,10000,98958,
arm_scope,mean_log_mu_norm_wall_mask,boundary_offset_+44,0,alpha_0,44,1.0860461077134775,1.0563937931607434,1.1143250279914751,10000,98958,
arm_scope,bias_share_field,boundary_offset_+44,0,alpha_0,44,0.11168256198181063,0.10510727759907021,0.11766935456729602,10000,23232,
arm_scope,bias_structural_reference,boundary_offset_+44,0,alpha_0,44,0.11555264890653828,0.10796353827630348,0.12207232614357386,10000,23232,
arm_scope,bias_same_sign_rate,boundary_offset_+44,0,alpha_0,44,0.99311294765840219,0.99141581338055274,0.99487716028636386,10000,23232,
arm_scope,frac_cos_crit_lt_m1,boundary_offset_+44,0,alpha_0,44,0,0,0,10000,99000,
arm_scope,frac_abs_cos_crit_gt1,boundary_offset_+44,0,alpha_0,44,0,0,0,10000,99000,
arm_scope,frac_b_plus_M_le0,boundary_offset_+44,0,alpha_0,44,0.00042424242424242431,0,0.0010505050505050506,10000,99000,
identity,wall_log_additive_error,boundary_offset_+44,0,alpha_0,44,2.3608011101572401e-09,NA,NA,0,98958,log(-cos_crit)=log(q)-log(mu_norm)
arm_scope,mean_log_neg_cos_crit,boundary_offset_+45,0,alpha_0,45,-1.6359604088295674,-1.6561867844338056,-1.6108586634359512,10000,98958,
arm_scope,mean_log_q,boundary_offset_+45,0,alpha_0,45,-0.54991430353044923,-0.57698998250032618,-0.52351639222437096,10000,98958,
arm_scope,mean_log_mu_norm_wall_mask,boundary_offset_+45,0,alpha_0,45,1.0860461077134775,1.0563937931607434,1.1143250279914751,10000,98958,
arm_scope,bias_share_field,boundary_offset_+45,0,alpha_0,45,0.11213909309482606,0.10459430901305666,0.11919528579239701,10000,23188,
arm_scope,bias_structural_reference,boundary_offset_+45,0,alpha_0,45,0.11555713755904198,0.10796470192704267,0.12206861499682121,10000,23188,
arm_scope,bias_same_sign_rate,boundary_offset_+45,0,alpha_0,45,0.99240986717267554,0.99066353179083322,0.99413869570411739,10000,23188,
arm_scope,frac_cos_crit_lt_m1,boundary_offset_+45,0,alpha_0,45,0,0,0,10000,99000,
arm_scope,frac_abs_cos_crit_gt1,boundary_offset_+45,0,alpha_0,45,0,0,0,10000,99000,
arm_scope,frac_b_plus_M_le0,boundary_offset_+45,0,alpha_0,45,0.00042424242424242431,0,0.0010505050505050506,10000,99000,
identity,wall_log_additive_error,boundary_offset_+45,0,alpha_0,45,2.4143593790881823e-09,NA,NA,0,98958,log(-cos_crit)=log(q)-log(mu_norm)
arm_scope,mean_log_neg_cos_crit,boundary_offset_+46,0,alpha_0,46,-1.6359625116245193,-1.6561973434976511,-1.610866259136565,10000,98958,
arm_scope,mean_log_q,boundary_offset_+46,0,alpha_0,46,-0.54991640628005356,-0.57699115199940554,-0.52353033208381361,10000,98958,
arm_scope,mean_log_mu_norm_wall_mask,boundary_offset_+46,0,alpha_0,46,1.0860461077134775,1.0563937931607434,1.1143250279914751,10000,98958,
arm_scope,bias_share_field,boundary_offset_+46,0,alpha_0,46,0.11125402708007717,0.10407718375678554,0.11792381932804742,10000,23159,
arm_scope,bias_structural_reference,boundary_offset_+46,0,alpha_0,46,0.11556697061160948,0.10796933984099778,0.12208210765511004,10000,23159,
arm_scope,bias_same_sign_rate,boundary_offset_+46,0,alpha_0,46,0.99265944125394012,0.9915017836600396,0.99388100015964997,10000,23159,
arm_scope,frac_cos_crit_lt_m1,boundary_offset_+46,0,alpha_0,46,0,0,0,10000,99000,
arm_scope,frac_abs_cos_crit_gt1,boundary_offset_+46,0,alpha_0,46,0,0,0,10000,99000,
arm_scope,frac_b_plus_M_le0,boundary_offset_+46,0,alpha_0,46,0.00042424242424242431,0,0.0010505050505050506,10000,99000,
identity,wall_log_additive_error,boundary_offset_+46,0,alpha_0,46,2.369011653513553e-09,NA,NA,0,98958,log(-cos_crit)=log(q)-log(mu_norm)
arm_scope,mean_log_neg_cos_crit,boundary_offset_+47,0,alpha_0,47,-1.6360065652806108,-1.6562547979892557,-1.6108967086094217,10000,98958,
arm_scope,mean_log_q,boundary_offset_+47,0,alpha_0,47,-0.54996045992575637,-0.57703949230824192,-0.52356839804746635,10000,98958,
arm_scope,mean_log_mu_norm_wall_mask,boundary_offset_+47,0,alpha_0,47,1.0860461077134775,1.0563937931607434,1.1143250279914751,10000,98958,
arm_scope,bias_share_field,boundary_offset_+47,0,alpha_0,47,0.11058691586475233,0.1036961005265279,0.1172373946104923,10000,23115,
arm_scope,bias_structural_reference,boundary_offset_+47,0,alpha_0,47,0.11558255939803427,0.10797998554790725,0.12209677487197064,10000,23115,
arm_scope,bias_same_sign_rate,boundary_offset_+47,0,alpha_0,47,0.99329439757733073,0.9922069463673282,0.99451746592005785,10000,23115,
arm_scope,frac_cos_crit_lt_m1,boundary_offset_+47,0,alpha_0,47,0,0,0,10000,99000,
arm_scope,frac_abs_cos_crit_gt1,boundary_offset_+47,0,alpha_0,47,0,0,0,10000,99000,
arm_scope,frac_b_plus_M_le0,boundary_offset_+47,0,alpha_0,47,0.00042424242424242431,0,0.0010505050505050506,10000,99000,
identity,wall_log_additive_error,boundary_offset_+47,0,alpha_0,47,2.3586230746275305e-09,NA,NA,0,98958,log(-cos_crit)=log(q)-log(mu_norm)
arm_scope,mean_log_neg_cos_crit,boundary_offset_+48,0,alpha_0,48,-1.6360554363507169,-1.6562997388509511,-1.6109549051749361,10000,98958,
arm_scope,mean_log_q,boundary_offset_+48,0,alpha_0,48,-0.55000933094831694,-0.57709541975143797,-0.52359772733953502,10000,98958,
arm_scope,mean_log_mu_norm_wall_mask,boundary_offset_+48,0,alpha_0,48,1.0860461077134775,1.0563937931607434,1.1143250279914751,10000,98958,
arm_scope,bias_share_field,boundary_offset_+48,0,alpha_0,48,0.11073264144803767,0.10381163487735688,0.11729150748377744,10000,23066,
arm_scope,bias_structural_reference,boundary_offset_+48,0,alpha_0,48,0.11557838975166959,0.1079880390182307,0.1220864033155607,10000,23066,
arm_scope,bias_same_sign_rate,boundary_offset_+48,0,alpha_0,48,0.99393046041793121,0.99320478870536355,0.99458836205071199,10000,23066,
arm_scope,frac_cos_crit_lt_m1,boundary_offset_+48,0,alpha_0,48,0,0,0,10000,99000,
arm_scope,frac_abs_cos_crit_gt1,boundary_offset_+48,0,alpha_0,48,0,0,0,10000,99000,
arm_scope,frac_b_plus_M_le0,boundary_offset_+48,0,alpha_0,48,0.00042424242424242431,0,0.0010505050505050506,10000,99000,
identity,wall_log_additive_error,boundary_offset_+48,0,alpha_0,48,2.3110775515533533e-09,NA,NA,0,98958,log(-cos_crit)=log(q)-log(mu_norm)
arm_scope,mean_log_neg_cos_crit,boundary_offset_+49,0,alpha_0,49,-1.6360937399362117,-1.6563399864785038,-1.611006025447661,10000,98958,
arm_scope,mean_log_q,boundary_offset_+49,0,alpha_0,49,-0.55004763444731952,-0.57712744085602496,-0.5236344051841838,10000,98958,
arm_scope,mean_log_mu_norm_wall_mask,boundary_offset_+49,0,alpha_0,49,1.0860461077134775,1.0563937931607434,1.1143250279914751,10000,98958,
arm_scope,bias_share_field,boundary_offset_+49,0,alpha_0,49,0.11070961965720426,0.10363576311019919,0.11760969425433421,10000,23022,
arm_scope,bias_structural_reference,boundary_offset_+49,0,alpha_0,49,0.11559170618197698,0.10799622577728243,0.12209057397342514,10000,23022,
arm_scope,bias_same_sign_rate,boundary_offset_+49,0,alpha_0,49,0.99300668925375724,0.99169823913332744,0.99476083826255945,10000,23022,
arm_scope,frac_cos_crit_lt_m1,boundary_offset_+49,0,alpha_0,49,0,0,0,10000,99000,
arm_scope,frac_abs_cos_crit_gt1,boundary_offset_+49,0,alpha_0,49,0,0,0,10000,99000,
arm_scope,frac_b_plus_M_le0,boundary_offset_+49,0,alpha_0,49,0.00042424242424242431,0,0.0010505050505050506,10000,99000,
identity,wall_log_additive_error,boundary_offset_+49,0,alpha_0,49,2.2245854047753255e-09,NA,NA,0,98958,log(-cos_crit)=log(q)-log(mu_norm)
arm_scope,mean_log_neg_cos_crit,boundary_offset_+50,0,alpha_0,50,-1.6361392025632076,-1.6563976369866373,-1.611045664173741,10000,98958,
arm_scope,mean_log_q,boundary_offset_+50,0,alpha_0,50,-0.5500930971108009,-0.57717615740720252,-0.52368149743794112,10000,98958,
arm_scope,mean_log_mu_norm_wall_mask,boundary_offset_+50,0,alpha_0,50,1.0860461077134775,1.0563937931607434,1.1143250279914751,10000,98958,
arm_scope,bias_share_field,boundary_offset_+50,0,alpha_0,50,0.11138342925467505,0.10440805229986956,0.11811673124698488,10000,22975,
arm_scope,bias_structural_reference,boundary_offset_+50,0,alpha_0,50,0.11559877622648347,0.10800000700280386,0.12208378117026185,10000,22975,
arm_scope,bias_same_sign_rate,boundary_offset_+50,0,alpha_0,50,0.99273122959738846,0.99149998824819807,0.99401477366691182,10000,22975,
arm_scope,frac_cos_crit_lt_m1,boundary_offset_+50,0,alpha_0,50,0,0,0,10000,99000,
arm_scope,frac_abs_cos_crit_gt1,boundary_offset_+50,0,alpha_0,50,0,0,0,10000,99000,
arm_scope,frac_b_plus_M_le0,boundary_offset_+50,0,alpha_0,50,0.00042424242424242431,0,0.0010505050505050506,10000,99000,
identity,wall_log_additive_error,boundary_offset_+50,0,alpha_0,50,2.261070886078187e-09,NA,NA,0,98958,log(-cos_crit)=log(q)-log(mu_norm)
arm_scope,mean_log_neg_cos_crit,boundary_offset_+51,0,alpha_0,51,-1.6361873692519775,-1.6564301204288274,-1.6111233788160377,10000,98958,
arm_scope,mean_log_q,boundary_offset_+51,0,alpha_0,51,-0.55014126382466211,-0.57722669792363235,-0.52371753308406821,10000,98958,
arm_scope,mean_log_mu_norm_wall_mask,boundary_offset_+51,0,alpha_0,51,1.0860461077134775,1.0563937931607434,1.1143250279914751,10000,98958,
arm_scope,bias_share_field,boundary_offset_+51,0,alpha_0,51,0.11147542298698114,0.10436312799006099,0.11815973175577132,10000,22932,
arm_scope,bias_structural_reference,boundary_offset_+51,0,alpha_0,51,0.11560072225307419,0.10799226386258735,0.12209037239720509,10000,22932,
arm_scope,bias_same_sign_rate,boundary_offset_+51,0,alpha_0,51,0.99354613640327927,0.9920141502124773,0.99505085181574782,10000,22932,
arm_scope,frac_cos_crit_lt_m1,boundary_offset_+51,0,alpha_0,51,0,0,0,10000,99000,
arm_scope,frac_abs_cos_crit_gt1,boundary_offset_+51,0,alpha_0,51,0,0,0,10000,99000,
arm_scope,frac_b_plus_M_le0,boundary_offset_+51,0,alpha_0,51,0.00042424242424242431,0,0.0010505050505050506,10000,99000,
identity,wall_log_additive_error,boundary_offset_+51,0,alpha_0,51,2.2861621484793204e-09,NA,NA,0,98958,log(-cos_crit)=log(q)-log(mu_norm)
arm_scope,mean_log_neg_cos_crit,boundary_offset_+52,0,alpha_0,52,-1.6362220688085301,-1.6564579058794522,-1.6111523976355029,10000,98958,
arm_scope,mean_log_q,boundary_offset_+52,0,alpha_0,52,-0.55017596337874353,-0.57726340708601653,-0.52375749162413865,10000,98958,
arm_scope,mean_log_mu_norm_wall_mask,boundary_offset_+52,0,alpha_0,52,1.0860461077134775,1.0563937931607434,1.1143250279914751,10000,98958,
arm_scope,bias_share_field,boundary_offset_+52,0,alpha_0,52,0.11091114436641429,0.10371021133608838,0.11767693475191289,10000,22884,
arm_scope,bias_structural_reference,boundary_offset_+52,0,alpha_0,52,0.11561080892389959,0.10800336640509751,0.12210043247688736,10000,22884,
arm_scope,bias_same_sign_rate,boundary_offset_+52,0,alpha_0,52,0.99366369515818909,0.99294630878873658,0.99445663386538463,10000,22884,
arm_scope,frac_cos_crit_lt_m1,boundary_offset_+52,0,alpha_0,52,0,0,0,10000,99000,
arm_scope,frac_abs_cos_crit_gt1,boundary_offset_+52,0,alpha_0,52,0,0,0,10000,99000,
arm_scope,frac_b_plus_M_le0,boundary_offset_+52,0,alpha_0,52,0.00042424242424242431,0,0.0010505050505050506,10000,99000,
identity,wall_log_additive_error,boundary_offset_+52,0,alpha_0,52,2.2836910140711097e-09,NA,NA,0,98958,log(-cos_crit)=log(q)-log(mu_norm)
arm_scope,mean_log_neg_cos_crit,boundary_offset_+53,0,alpha_0,53,-1.6362814802234484,-1.6565325324947715,-1.6111983350582602,10000,98958,
arm_scope,mean_log_q,boundary_offset_+53,0,alpha_0,53,-0.55023537484375018,-0.57732634500840974,-0.52379583066243884,10000,98958,
arm_scope,mean_log_mu_norm_wall_mask,boundary_offset_+53,0,alpha_0,53,1.0860461077134775,1.0563937931607434,1.1143250279914751,10000,98958,
arm_scope,bias_share_field,boundary_offset_+53,0,alpha_0,53,0.10984570083808358,0.10328022221145161,0.11642492666072816,10000,22844,
arm_scope,bias_structural_reference,boundary_offset_+53,0,alpha_0,53,0.11562389745767174,0.1080143072333444,0.12212598824145497,10000,22844,
arm_scope,bias_same_sign_rate,boundary_offset_+53,0,alpha_0,53,0.9910698651724742,0.98917867677749416,0.9929494277180746,10000,22844,
arm_scope,frac_cos_crit_lt_m1,boundary_offset_+53,0,alpha_0,53,0,0,0,10000,99000,
arm_scope,frac_abs_cos_crit_gt1,boundary_offset_+53,0,alpha_0,53,0,0,0,10000,99000,
arm_scope,frac_b_plus_M_le0,boundary_offset_+53,0,alpha_0,53,0.00042424242424242431,0,0.0010505050505050506,10000,99000,
identity,wall_log_additive_error,boundary_offset_+53,0,alpha_0,53,2.3337793919608885e-09,NA,NA,0,98958,log(-cos_crit)=log(q)-log(mu_norm)
arm_scope,mean_log_neg_cos_crit,boundary_offset_+54,0,alpha_0,54,-1.636298361202859,-1.6565247803552856,-1.6112249814199984,10000,98958,
arm_scope,mean_log_q,boundary_offset_+54,0,alpha_0,54,-0.55025225578419745,-0.57733491578192331,-0.52382303204966263,10000,98958,
arm_scope,mean_log_mu_norm_wall_mask,boundary_offset_+54,0,alpha_0,54,1.0860461077134775,1.0563937931607434,1.1143250279914751,10000,98958,
arm_scope,bias_share_field,boundary_offset_+54,0,alpha_0,54,0.1109295865689663,0.10473936174006777,0.11683023292003311,10000,22797,
arm_scope,bias_structural_reference,boundary_offset_+54,0,alpha_0,54,0.115635809154521,0.10802688540025045,0.12213236725390694,10000,22797,
arm_scope,bias_same_sign_rate,boundary_offset_+54,0,alpha_0,54,0.99372724481291397,0.99282149498741645,0.99471039601466893,10000,22797,
arm_scope,frac_cos_crit_lt_m1,boundary_offset_+54,0,alpha_0,54,0,0,0,10000,99000,
arm_scope,frac_abs_cos_crit_gt1,boundary_offset_+54,0,alpha_0,54,0,0,0,10000,99000,
arm_scope,frac_b_plus_M_le0,boundary_offset_+54,0,alpha_0,54,0.00042424242424242431,0,0.0010505050505050506,10000,99000,
identity,wall_log_additive_error,boundary_offset_+54,0,alpha_0,54,2.2948161149116686e-09,NA,NA,0,98958,log(-cos_crit)=log(q)-log(mu_norm)
arm_scope,mean_log_neg_cos_crit,boundary_offset_+55,0,alpha_0,55,-1.6363297258328349,-1.6565481899353307,-1.6112600342057959,10000,98958,
arm_scope,mean_log_q,boundary_offset_+55,0,alpha_0,55,-0.55028362047814638,-0.57735405029471554,-0.52386576057084522,10000,98958,
arm_scope,mean_log_mu_norm_wall_mask,boundary_offset_+55,0,alpha_0,55,1.0860461077134775,1.0563937931607434,1.1143250279914751,10000,98958,
arm_scope,bias_share_field,boundary_offset_+55,0,alpha_0,55,0.11107291269726099,0.1049009421937795,0.1168400950953102,10000,22759,
arm_scope,bias_structural_reference,boundary_offset_+55,0,alpha_0,55,0.11565355585855196,0.10804225036113019,0.12214667607654568,10000,22759,
arm_scope,bias_same_sign_rate,boundary_offset_+55,0,alpha_0,55,0.99354101674063011,0.99229955589208807,0.99454159285400912,10000,22759,
arm_scope,frac_cos_crit_lt_m1,boundary_offset_+55,0,alpha_0,55,0,0,0,10000,99000,
arm_scope,frac_abs_cos_crit_gt1,boundary_offset_+55,0,alpha_0,55,0,0,0,10000,99000,
arm_scope,frac_b_plus_M_le0,boundary_offset_+55,0,alpha_0,55,0.00042424242424242431,0,0.0010505050505050506,10000,99000,
identity,wall_log_additive_error,boundary_offset_+55,0,alpha_0,55,2.3587889419474095e-09,NA,NA,0,98958,log(-cos_crit)=log(q)-log(mu_norm)
arm_scope,mean_log_neg_cos_crit,boundary_offset_+56,0,alpha_0,56,-1.6363481347172564,-1.6565768663528224,-1.6112648056515906,10000,98958,
arm_scope,mean_log_q,boundary_offset_+56,0,alpha_0,56,-0.55030202930742222,-0.5773800343266654,-0.52386603315130453,10000,98958,
arm_scope,mean_log_mu_norm_wall_mask,boundary_offset_+56,0,alpha_0,56,1.0860461077134775,1.0563937931607434,1.1143250279914751,10000,98958,
arm_scope,bias_share_field,boundary_offset_+56,0,alpha_0,56,0.11069257115785468,0.10412905110928584,0.11689285989687995,10000,22726,
arm_scope,bias_structural_reference,boundary_offset_+56,0,alpha_0,56,0.11566801970560039,0.10805098462910875,0.12216538518760831,10000,22726,
arm_scope,bias_same_sign_rate,boundary_offset_+56,0,alpha_0,56,0.99348763530757722,0.99236638920899567,0.9947329594474219,10000,22726,
arm_scope,frac_cos_crit_lt_m1,boundary_offset_+56,0,alpha_0,56,0,0,0,10000,99000,
arm_scope,frac_abs_cos_crit_gt1,boundary_offset_+56,0,alpha_0,56,0,0,0,10000,99000,
arm_scope,frac_b_plus_M_le0,boundary_offset_+56,0,alpha_0,56,0.00042424242424242431,0,0.0010505050505050506,10000,99000,
identity,wall_log_additive_error,boundary_offset_+56,0,alpha_0,56,2.3036434981804632e-09,NA,NA,0,98958,log(-cos_crit)=log(q)-log(mu_norm)
arm_scope,mean_log_neg_cos_crit,boundary_offset_+57,0,alpha_0,57,-1.6363737981110791,-1.6566108982979284,-1.6112979296580421,10000,98958,
arm_scope,mean_log_q,boundary_offset_+57,0,alpha_0,57,-0.55032769270141302,-0.57741524512856646,-0.52388921286976453,10000,98958,
arm_scope,mean_log_mu_norm_wall_mask,boundary_offset_+57,0,alpha_0,57,1.0860461077134775,1.0563937931607434,1.1143250279914751,10000,98958,
arm_scope,bias_share_field,boundary_offset_+57,0,alpha_0,57,0.11024115247431827,0.10368490423661783,0.11621791023847861,10000,22684,
arm_scope,bias_structural_reference,boundary_offset_+57,0,alpha_0,57,0.11569169470711188,0.10807400230516241,0.12218416590673836,10000,22684,
arm_scope,bias_same_sign_rate,boundary_offset_+57,0,alpha_0,57,0.99241756304002826,0.99152465677918322,0.99333440954222485,10000,22684,
arm_scope,frac_cos_crit_lt_m1,boundary_offset_+57,0,alpha_0,57,0,0,0,10000,99000,
arm_scope,frac_abs_cos_crit_gt1,boundary_offset_+57,0,alpha_0,57,0,0,0,10000,99000,
arm_scope,frac_b_plus_M_le0,boundary_offset_+57,0,alpha_0,57,0.00042424242424242431,0,0.0010505050505050506,10000,99000,
identity,wall_log_additive_error,boundary_offset_+57,0,alpha_0,57,2.3038115859463915e-09,NA,NA,0,98958,log(-cos_crit)=log(q)-log(mu_norm)
arm_scope,mean_log_neg_cos_crit,boundary_offset_+58,0,alpha_0,58,-1.636400674624727,-1.6566620949898145,-1.6113144398505999,10000,98958,
arm_scope,mean_log_q,boundary_offset_+58,0,alpha_0,58,-0.55035456915711112,-0.57744481234340339,-0.52389330355936836,10000,98958,
arm_scope,mean_log_mu_norm_wall_mask,boundary_offset_+58,0,alpha_0,58,1.0860461077134775,1.0563937931607434,1.1143250279914751,10000,98958,
arm_scope,bias_share_field,boundary_offset_+58,0,alpha_0,58,0.10993883085594361,0.10352281214895105,0.1159803917733027,10000,22646,
arm_scope,bias_structural_reference,boundary_offset_+58,0,alpha_0,58,0.11569029515612689,0.10807849502793522,0.12218038317535819,10000,22646,
arm_scope,bias_same_sign_rate,boundary_offset_+58,0,alpha_0,58,0.99346462951514614,0.99225203586306221,0.99495823241559977,10000,22646,
arm_scope,frac_cos_crit_lt_m1,boundary_offset_+58,0,alpha_0,58,0,0,0,10000,99000,
arm_scope,frac_abs_cos_crit_gt1,boundary_offset_+58,0,alpha_0,58,0,0,0,10000,99000,
arm_scope,frac_b_plus_M_le0,boundary_offset_+58,0,alpha_0,58,0.00042424242424242431,0,0.0010505050505050506,10000,99000,
identity,wall_log_additive_error,boundary_offset_+58,0,alpha_0,58,2.2458614967746371e-09,NA,NA,0,98958,log(-cos_crit)=log(q)-log(mu_norm)
arm_scope,mean_log_neg_cos_crit,boundary_offset_+59,0,alpha_0,59,-1.6364259197315096,-1.6566834605045941,-1.6113386620324139,10000,98958,
arm_scope,mean_log_q,boundary_offset_+59,0,alpha_0,59,-0.55037981427476224,-0.57746966734767513,-0.52392226150435817,10000,98958,
arm_scope,mean_log_mu_norm_wall_mask,boundary_offset_+59,0,alpha_0,59,1.0860461077134775,1.0563937931607434,1.1143250279914751,10000,98958,
arm_scope,bias_share_field,boundary_offset_+59,0,alpha_0,59,0.11075826666884642,0.10424173281136695,0.11693544749175358,10000,22604,
arm_scope,bias_structural_reference,boundary_offset_+59,0,alpha_0,59,0.11569731662582303,0.10807694828046338,0.12219419587441319,10000,22604,
arm_scope,bias_same_sign_rate,boundary_offset_+59,0,alpha_0,59,0.99234648734737219,0.99122842435608405,0.99334286797079197,10000,22604,
arm_scope,frac_cos_crit_lt_m1,boundary_offset_+59,0,alpha_0,59,0,0,0,10000,99000,
arm_scope,frac_abs_cos_crit_gt1,boundary_offset_+59,0,alpha_0,59,0,0,0,10000,99000,
arm_scope,frac_b_plus_M_le0,boundary_offset_+59,0,alpha_0,59,0.00042424242424242431,0,0.0010505050505050506,10000,99000,
identity,wall_log_additive_error,boundary_offset_+59,0,alpha_0,59,2.2567301360965075e-09,NA,NA,0,98958,log(-cos_crit)=log(q)-log(mu_norm)
arm_scope,mean_log_neg_cos_crit,boundary_offset_+60,0,alpha_0,60,-1.6364446654018903,-1.6566844865368255,-1.6113640555520716,10000,98958,
arm_scope,mean_log_q,boundary_offset_+60,0,alpha_0,60,-0.55039856000514864,-0.57748427486829501,-0.52395574465263228,10000,98958,
arm_scope,mean_log_mu_norm_wall_mask,boundary_offset_+60,0,alpha_0,60,1.0860461077134775,1.0563937931607434,1.1143250279914751,10000,98958,
arm_scope,bias_share_field,boundary_offset_+60,0,alpha_0,60,0.11075199464403924,0.10424834499553938,0.11648025589328322,10000,22578,
arm_scope,bias_structural_reference,boundary_offset_+60,0,alpha_0,60,0.11569592497527781,0.10807756528575342,0.12219623840392284,10000,22578,
arm_scope,bias_same_sign_rate,boundary_offset_+60,0,alpha_0,60,0.99309061918681907,0.99221921145340974,0.99393324510568393,10000,22578,
arm_scope,frac_cos_crit_lt_m1,boundary_offset_+60,0,alpha_0,60,0,0,0,10000,99000,
arm_scope,frac_abs_cos_crit_gt1,boundary_offset_+60,0,alpha_0,60,0,0,0,10000,99000,
arm_scope,frac_b_plus_M_le0,boundary_offset_+60,0,alpha_0,60,0.00042424242424242431,0,0.0010505050505050506,10000,99000,
identity,wall_log_additive_error,boundary_offset_+60,0,alpha_0,60,2.3167359142206578e-09,NA,NA,0,98958,log(-cos_crit)=log(q)-log(mu_norm)
arm_scope,mean_log_neg_cos_crit,boundary_offset_+61,0,alpha_0,61,-1.6364590435413433,-1.6566929952537222,-1.6113842720304257,10000,98958,
arm_scope,mean_log_q,boundary_offset_+61,0,alpha_0,61,-0.55041293810968661,-0.57751794266049461,-0.52396699662403656,10000,98958,
arm_scope,mean_log_mu_norm_wall_mask,boundary_offset_+61,0,alpha_0,61,1.0860461077134775,1.0563937931607434,1.1143250279914751,10000,98958,
arm_scope,bias_share_field,boundary_offset_+61,0,alpha_0,61,0.11010044247023822,0.1040939675580996,0.11555490958147373,10000,22540,
arm_scope,bias_structural_reference,boundary_offset_+61,0,alpha_0,61,0.11571017597090792,0.10808707468030854,0.12221370647330726,10000,22540,
arm_scope,bias_same_sign_rate,boundary_offset_+61,0,alpha_0,61,0.99449866903283057,0.99323818221959914,0.99577299989496548,10000,22540,
arm_scope,frac_cos_crit_lt_m1,boundary_offset_+61,0,alpha_0,61,0,0,0,10000,99000,
arm_scope,frac_abs_cos_crit_gt1,boundary_offset_+61,0,alpha_0,61,0,0,0,10000,99000,
arm_scope,frac_b_plus_M_le0,boundary_offset_+61,0,alpha_0,61,0.00042424242424242431,0,0.0010505050505050506,10000,99000,
identity,wall_log_additive_error,boundary_offset_+61,0,alpha_0,61,2.2818209544084311e-09,NA,NA,0,98958,log(-cos_crit)=log(q)-log(mu_norm)
arm_scope,mean_log_neg_cos_crit,boundary_offset_+62,0,alpha_0,62,-1.6365095697713496,-1.6567521789812083,-1.6114304242004469,10000,98958,
arm_scope,mean_log_q,boundary_offset_+62,0,alpha_0,62,-0.55046346436723459,-0.57758185185125532,-0.52399633878394236,10000,98958,
arm_scope,mean_log_mu_norm_wall_mask,boundary_offset_+62,0,alpha_0,62,1.0860461077134775,1.0563937931607434,1.1143250279914751,10000,98958,
arm_scope,bias_share_field,boundary_offset_+62,0,alpha_0,62,0.11072418341531712,0.10451150627378519,0.11657076298151393,10000,22501,
arm_scope,bias_structural_reference,boundary_offset_+62,0,alpha_0,62,0.11572373933662353,0.10808666580057051,0.12222852369709646,10000,22501,
arm_scope,bias_same_sign_rate,boundary_offset_+62,0,alpha_0,62,0.9931558597395671,0.99075299987902865,0.99528689282709149,10000,22501,
arm_scope,frac_cos_crit_lt_m1,boundary_offset_+62,0,alpha_0,62,0,0,0,10000,99000,
arm_scope,frac_abs_cos_crit_gt1,boundary_offset_+62,0,alpha_0,62,0,0,0,10000,99000,
arm_scope,frac_b_plus_M_le0,boundary_offset_+62,0,alpha_0,62,0.00042424242424242431,0,0.0010505050505050506,10000,99000,
identity,wall_log_additive_error,boundary_offset_+62,0,alpha_0,62,2.3093624790249123e-09,NA,NA,0,98958,log(-cos_crit)=log(q)-log(mu_norm)
arm_scope,mean_log_neg_cos_crit,boundary_offset_+63,0,alpha_0,63,-1.636537315866194,-1.6567959197268973,-1.6114446838300689,10000,98958,
arm_scope,mean_log_q,boundary_offset_+63,0,alpha_0,63,-0.55049121046337546,-0.57762469377721448,-0.52400107388046591,10000,98958,
arm_scope,mean_log_mu_norm_wall_mask,boundary_offset_+63,0,alpha_0,63,1.0860461077134775,1.0563937931607434,1.1143250279914751,10000,98958,
arm_scope,bias_share_field,boundary_offset_+63,0,alpha_0,63,0.11010522851322684,0.10404010356293633,0.11595885617062697,10000,22470,
arm_scope,bias_structural_reference,boundary_offset_+63,0,alpha_0,63,0.11574120774119537,0.10810699301319306,0.12225194222516315,10000,22470,
arm_scope,bias_same_sign_rate,boundary_offset_+63,0,alpha_0,63,0.99345794392523368,0.99226073671094195,0.99493401425122785,10000,22470,
arm_scope,frac_cos_crit_lt_m1,boundary_offset_+63,0,alpha_0,63,0,0,0,10000,99000,
arm_scope,frac_abs_cos_crit_gt1,boundary_offset_+63,0,alpha_0,63,0,0,0,10000,99000,
arm_scope,frac_b_plus_M_le0,boundary_offset_+63,0,alpha_0,63,0.00042424242424242431,0,0.0010505050505050506,10000,99000,
identity,wall_log_additive_error,boundary_offset_+63,0,alpha_0,63,2.3106589974730696e-09,NA,NA,0,98958,log(-cos_crit)=log(q)-log(mu_norm)
arm_scope,mean_log_neg_cos_crit,boundary_offset_+64,0,alpha_0,64,-1.6365676811506307,-1.6568378451632362,-1.6114730633769607,10000,98958,
arm_scope,mean_log_q,boundary_offset_+64,0,alpha_0,64,-0.55052157576643024,-0.57766836475791594,-0.52401145846742014,10000,98958,
arm_scope,mean_log_mu_norm_wall_mask,boundary_offset_+64,0,alpha_0,64,1.0860461077134775,1.0563937931607434,1.1143250279914751,10000,98958,
