alpha,arm,seed,scope,mu_norm,theta_med,theta_all,wall_mean_log_neg_cos_crit,wall_mean_log_q,wall_mean_log_mu_norm,wall_identity_error,wall_n,bias_share_field,bias_structural_reference,bias_same_sign_rate,bias_n,final_strict_dead,final_near_off,final_dead_0_05,final_eval_loss_exact
9.9999999999999995e-07,alpha_1e-6,1,bulk,2.3606488704681396,-0.14999999999999991,-0.44999999999999996,-1.6224285521947481,-0.75652601750156923,0.86590253503326775,3.4008884597369615e-10,88651,0.14463756155913185,0.1593768772513901,0.99319025334839439,30985,0.32000000000000001,0.20999999999999999,0.53000000000000003,5.2557620477955425e-08
9.9999999999999995e-07,alpha_1e-6,2,bulk,2.2978973388671875,-0.19999999999999996,NA,-1.5983453636772882,-0.76979917474322623,0.82854618773847533,-1.1955865186763504e-09,87726,0.13333215086222502,0.17570912281689177,0.99331781140861464,42950,0.35999999999999999,0.25,0.60999999999999999,4.3790485904082743e-08
9.9999999999999995e-07,alpha_1e-6,3,bulk,2.3641593456268311,-0.19999999999999996,-0.39999999999999991,-1.5463953243566815,-0.67349328054641522,0.87290204215742095,-1.6528454160891215e-09,89587,0.13718079760379262,0.14994371315723309,0.99518481801444558,28244,0.85999999999999999,0.070000000000000007,0.93000000000000005,0.074447289109230042
9.9999999999999995e-07,alpha_1e-6,4,bulk,2.3368053436279297,-0.19999999999999996,-0.44999999999999996,-1.5482697222711741,-0.69129388020841254,0.8569758410182895,-1.044472064393176e-09,89821,0.13034228406079298,0.16356451562325644,0.99464285714285716,26320,0.80000000000000004,0.11,0.91000000000000003,0.0052334633655846119
9.9999999999999995e-07,alpha_1e-6,5,bulk,2.2282557487487793,-0.14999999999999991,-0.44999999999999996,-1.5835460341473706,-0.77092496250988618,0.81262107359861135,1.9611270385411217e-09,89398,0.14398402553216003,0.17388894053352544,0.99325953039907156,44804,0.35999999999999999,0.10000000000000001,0.46000000000000002,7.7364354922337952e-09
9.9999999999999995e-07,alpha_1e-6,6,bulk,2.3651323318481445,-0.19999999999999996,-0.5,-1.5639010954855648,-0.68392442824910171,0.87997666708432276,-1.5214030035792803e-10,89317,0.11653780416973378,0.15639566083001055,0.99485681244103596,32859,0.71999999999999997,0.059999999999999998,0.78000000000000003,8.8771936134435236e-05
9.9999999999999995e-07,alpha_1e-6,7,bulk,2.3258571624755859,-0.19999999999999996,-0.5,-1.5676257667753977,-0.69648992744242799,0.87113583911466053,-2.1830914853637751e-10,89650,0.12493882258771143,0.16198580790955872,0.99394232318350251,31035,0.47999999999999998,0.19,0.67000000000000004,2.345302164030727e-06
9.9999999999999995e-07,alpha_1e-6,8,bulk,2.2376003265380859,-0.14999999999999991,NA,-1.6320272989604645,-0.81954020687883788,0.81248709022484589,-1.856780729170282e-09,89604,0.13796966013027351,0.17495220902099742,0.99286083807553027,38660,0.67000000000000004,0.12,0.79000000000000004,9.943370969267562e-06
9.9999999999999995e-07,alpha_1e-6,9,bulk,2.3357508182525635,-0.19999999999999996,-0.44999999999999996,-1.4977882117949231,-0.71526229684343379,0.78252591523307791,2.8158875231554248e-10,88678,0.14099032020547328,0.21112966499673111,0.99161633711149721,36261,0.31,0.17000000000000001,0.47999999999999998,1.45854786026689e-08
3.0000000000000001e-06,alpha_3e-6,0,bulk,1.9405115842819214,-0.19999999999999996,NA,-1.6236930153281561,-0.93433197667897028,0.68936103774605573,-9.0313023726196207e-10,87336,0.15991609872248688,0.20647898793179981,0.99626082057060905,58569,0.46999999999999997,0.12,0.58999999999999997,1.9489480962420203e-07
3.0000000000000001e-06,alpha_3e-6,1,bulk,1.8898472785949707,-0.19999999999999996,NA,-1.6906974995515101,-1.0385372479569555,0.65216025200543004,4.1087533375616658e-10,82465,0.17987383088181258,0.21678942326526152,0.995639508253788,54581,0.31,0.10000000000000001,0.40999999999999998,7.1431833248425392e-07
3.0000000000000001e-06,alpha_3e-6,2,bulk,1.8773961067199707,-0.19999999999999996,NA,-1.7118601981349515,-1.0514735201519061,0.66038667944733931,1.464293797326377e-09,84417,0.16639431717580233,0.22183156058340989,0.99523739382334164,61101,0.27000000000000002,0.12,0.39000000000000001,3.4929487924273417e-07
3.0000000000000001e-06,alpha_3e-6,3,bulk,1.872064471244812,-0.19999999999999996,NA,-1.6114990730585328,-0.97466229322752296,0.63683677914913384,-6.8187588908585894e-10,86697,0.16768340321202294,0.22430072192763989,0.99543420035591668,55631,0.33000000000000002,0.11,0.44,1.7210219027674611e-07
3.0000000000000001e-06,alpha_3e-6,4,bulk,1.820573091506958,-0.19999999999999996,-0.44999999999999996,-1.6678764244819044,-1.016662287911424,0.65121413563025832,-9.4022212238087377e-10,84168,0.15853315936675882,0.22851898215523492,0.99580264666446439,51461,0.45000000000000001,0.16,0.60999999999999999,1.4827718075594021e-07
3.0000000000000001e-06,alpha_3e-6,5,bulk,1.8788257837295532,-0.19999999999999996,NA,-1.6350417492174365,-0.99179721721252434,0.64324453083418143,-1.1707308456010423e-09,85804,0.18258580821294507,0.22435223050734171,0.99528764971529549,66209,0.13,0.080000000000000002,0.20999999999999999,1.1591868087634793e-07
3.0000000000000001e-06,alpha_3e-6,6,bulk,1.8774842023849487,-0.19999999999999996,NA,-1.5594588577513775,-0.88176757277800644,0.67769128561673797,6.4336691529831569e-10,86163,0.13302048113785614,0.21950425271553711,0.99602708954973684,59654,0.32000000000000001,0.13,0.45000000000000001,1.0374689907166612e-07
3.0000000000000001e-06,alpha_3e-6,7,bulk,1.8561348915100098,-0.19999999999999996,NA,-1.6766177125269555,-0.99405169778190927,0.68256601671903405,1.9739878620583795e-09,85993,0.14914681242792679,0.21765704840427902,0.99690786485447747,57242,0.28999999999999998,0.10000000000000001,0.39000000000000001,1.8830729686669656e-07
3.0000000000000001e-06,alpha_3e-6,8,bulk,1.8801913261413574,-0.19999999999999996,NA,-1.6308808250390914,-0.98316517448174079,0.64771564986269037,-6.9466010721441762e-10,87228,0.16124050199050857,0.2241115553138403,0.99457439896036393,61560,0.38,0.16,0.54000000000000004,1.862317020595583e-07
3.0000000000000001e-06,alpha_3e-6,9,bulk,1.8240587711334229,-0.19999999999999996,NA,-1.5603126798830986,-0.94762674983610384,0.6126859294984176,-5.4857718367884445e-10,85404,0.17289134658092892,0.23999997672613943,0.99571015263875495,60142,0.20999999999999999,0.17000000000000001,0.38,2.9974248150210769e-07
1.0000000000000001e-05,alpha_1e-5,0,bulk,1.5576080083847046,-0.19999999999999996,NA,-1.5986823644604462,-1.1651379065953102,0.43354445761173582,-2.5340018972030975e-10,81536,0.21853401207752302,0.30308424511879906,0.99792048033975256,68285,0.32000000000000001,0.14000000000000001,0.46000000000000002,1.4996031723057968e-06
1.0000000000000001e-05,alpha_1e-5,1,bulk,1.4480459690093994,-0.25,NA,-1.5131637087109371,-1.1593548771005877,0.35380883152310638,-8.7243101631884201e-11,83393,0.2310707549463745,0.33670385873815867,0.99621904074089807,70617,0.31,0.14999999999999999,0.46000000000000002,3.6751669085788308e-06
1.0000000000000001e-05,alpha_1e-5,2,bulk,1.5073449611663818,-0.25,NA,-1.5376925986362977,-1.1170565258320926,0.42063607223741856,-5.6678661763953642e-10,85515,0.22765285529066734,0.30971976570546844,0.99723125908493115,72235,0.28000000000000003,0.080000000000000002,0.35999999999999999,4.757096576213371e-06
1.0000000000000001e-05,alpha_1e-5,3,bulk,1.4724490642547607,-0.25,NA,-1.4007303499918835,-1.0388152986325161,0.36191505148603603,1.2666867554855799e-10,85688,0.22627713383188963,0.33375355799124146,0.99752926236749118,72448,0.26000000000000001,0.13,0.39000000000000001,3.2964578622340923e-06
1.0000000000000001e-05,alpha_1e-5,4,bulk,1.5223628282546997,-0.19999999999999996,NA,-1.5489019718433747,-1.1232364418688092,0.42566552906049648,-9.1406904267898881e-10,80916,0.21685659384600267,0.30979633332127493,0.99823517094911907,66862,0.38,0.17000000000000001,0.55000000000000004,3.9255346564459614e-06
1.0000000000000001e-05,alpha_1e-5,5,bulk,1.5524520874023438,-0.25,NA,-1.5084802626980796,-1.0909462282527569,0.4175340336812744,-7.6404815807507021e-10,84158,0.2452777523370834,0.30747779820859095,0.99706877422712892,73007,0.28000000000000003,0.13,0.40999999999999998,2.9231032385723665e-06
1.0000000000000001e-05,alpha_1e-5,6,bulk,1.4959368705749512,-0.25,NA,-1.4903108170874584,-1.0649177233561016,0.42539309236033573,-1.3710210744477536e-09,85506,0.18991335102960605,0.30832360545172888,0.99837104322257353,72439,0.29999999999999999,0.17000000000000001,0.46999999999999997,1.4107899914961308e-06
1.0000000000000001e-05,alpha_1e-5,7,bulk,1.5922176837921143,-0.25,NA,-1.6283071254975323,-1.1635009926003854,0.46480613207933485,-8.1781204031017296e-10,81991,0.21677743885110018,0.28851254555540096,0.99772600569232128,68162,0.33000000000000002,0.11,0.44,2.9565132990683196e-06
1.0000000000000001e-05,alpha_1e-5,8,bulk,1.5869615077972412,-0.25,NA,-1.5569967598842953,-1.1158643269602253,0.44113243336498698,4.4091708062410362e-10,84565,0.19796365782075542,0.30166320720840983,0.99784644592737426,70581,0.25,0.20000000000000001,0.45000000000000001,3.8430771382991225e-06
1.0000000000000001e-05,alpha_1e-5,9,bulk,1.4731653928756714,-0.29999999999999993,NA,-1.4175037645441444,-1.0413686583512221,0.37613510566580688,-5.2711546238981555e-10,82426,0.22729400066806957,0.32892165935737616,0.99804824622988575,71218,0.31,0.16,0.46999999999999997,3.0833382425043965e-06
3.0000000000000001e-05,alpha_3e-5,0,bulk,1.1258618831634521,-0.29999999999999993,NA,-1.2444316895873928,-1.157495982359696,0.086935708284052199,1.0563554475595538e-09,85186,0.33226771727666948,0.46286485577394526,0.99889977332679381,75439,0.17000000000000001,0.19,0.35999999999999999,2.6281992177246138e-05
3.0000000000000001e-05,alpha_3e-5,1,bulk,1.0563099384307861,-0.34999999999999998,NA,-1.1490759997463884,-1.1506083747602049,-0.0015323744313216429,5.8249494117035283e-10,83638,0.29448352335600508,0.50260913032445742,0.99696969696969695,75900,0.23000000000000001,0.17000000000000001,0.40000000000000002,6.6043343394994736e-05
3.0000000000000001e-05,alpha_3e-5,2,bulk,1.1137882471084595,-0.34999999999999998,NA,-1.129659162910287,-1.060862260795626,0.068796901416263864,-6.983971179153059e-10,85253,0.32892316110330966,0.46859344397503233,0.99828928890591084,78330,0.14999999999999999,0.13,0.28000000000000003,1.9135575712425634e-05
3.0000000000000001e-05,alpha_3e-5,3,bulk,1.0824210643768311,-0.34999999999999998,NA,-1.1343146444279182,-1.0845873679978251,0.049727275060641389,-1.3694516631801434e-09,85004,0.32233529107568704,0.47777377538862009,0.99851770947105634,76908,0.23000000000000001,0.070000000000000007,0.29999999999999999,3.8689977372996509e-05
3.0000000000000001e-05,alpha_3e-5,4,bulk,1.1318203210830688,-0.29999999999999993,NA,-1.2726429749039425,-1.1711907470783194,0.10145222652544789,-1.3001753007557681e-09,81094,0.31331276862892743,0.45516225048764708,0.9988113292617945,73191,0.20000000000000001,0.20000000000000001,0.40000000000000002,1.1426072887843475e-05
3.0000000000000001e-05,alpha_3e-5,5,bulk,1.1268876791000366,-0.34999999999999998,NA,-1.1740163210543642,-1.0954908093002553,0.078525510859930911,-8.9417784288059465e-10,83302,0.34797867712557112,0.46331254498794006,0.99743166391487803,76314,0.17999999999999999,0.070000000000000007,0.25,2.5323355657747015e-05
3.0000000000000001e-05,alpha_3e-5,6,bulk,1.091677188873291,-0.29999999999999993,NA,-1.1930273648928353,-1.129441060556412,0.063586304510555705,1.7413248620812283e-10,85138,0.29537079482652467,0.47251405801089347,0.99837797155610919,77064,0.19,0.12,0.31,8.4842458818457089e-06
3.0000000000000001e-05,alpha_3e-5,7,bulk,1.1282409429550171,-0.34999999999999998,NA,-1.240772847502585,-1.139428175250345,0.10134467169127853,-5.6096149947393315e-10,83680,0.31852329604859714,0.45484412894526727,0.99837905905047686,74648,0.17999999999999999,0.089999999999999997,0.27000000000000002,6.3032434809429105e-06
3.0000000000000001e-05,alpha_3e-5,8,bulk,1.1517328023910522,-0.29999999999999993,NA,-1.2353271354394291,-1.1150872221192958,0.12023991275587326,-5.6425997208009449e-10,83511,0.27280841039483023,0.44545689247009673,0.9984469370146678,75335,0.23999999999999999,0.14000000000000001,0.38,1.2569284990604501e-05
3.0000000000000001e-05,alpha_3e-5,9,bulk,1.0960214138031006,-0.34999999999999998,NA,-1.1628369918066603,-1.109792183970856,0.053044808564830723,7.2902639480787457e-10,84364,0.31355592891435724,0.47614837093413326,0.99840010405827262,76880,0.13,0.14000000000000001,0.27000000000000002,2.3866950868978165e-05
0.0001,alpha_0.0001,0,bulk,0.63102966547012329,NA,NA,-0.73883393486995141,-1.2041188737800841,-0.46528493881442573,9.5706886860114082e-11,84155,0.52318322083831992,0.70695280662638005,0.99795053625539087,79533,0.11,0.12,0.23000000000000001,8.1557540397625417e-05
0.0001,alpha_0.0001,1,bulk,0.59004616737365723,NA,NA,-0.74589349136709149,-1.2441338931465655,-0.49824040011612958,1.6633444621660942e-09,82386,0.40440546475327893,0.71783865651749545,0.99763984556380758,77961,0.13,0.12,0.25,5.3720064897788689e-05
0.0001,alpha_0.0001,2,bulk,0.6235891580581665,NA,NA,-0.72111072209306903,-1.1911653354135632,-0.47005461457055742,-1.2500632751155649e-09,85338,0.50439315020872955,0.70825929036548618,0.99814638607070916,80923,0.10000000000000001,0.13,0.23000000000000001,8.5494284576270729e-05
0.0001,alpha_0.0001,3,bulk,0.63132798671722412,NA,NA,-0.72680289116882757,-1.1855757410210792,-0.45877284908139349,7.7085815508581845e-10,85836,0.48777023656765395,0.70450267335841155,0.99766560033595597,80963,0.12,0.080000000000000002,0.20000000000000001,0.00019602682732511312
0.0001,alpha_0.0001,4,bulk,0.6418718695640564,NA,NA,-0.81782869597375307,-1.274506379120403,-0.45667768355464866,-4.079987458993628e-10,85820,0.47892180910454318,0.70370446602168224,0.99791959093643468,79792,0.12,0.11,0.23000000000000001,3.3210410038009286e-05
0.0001,alpha_0.0001,5,bulk,0.62362068891525269,NA,NA,-0.71260511343333355,-1.1867294193782716,-0.47412430526570681,6.7923122681889936e-10,85658,0.54234969766507612,0.7089569462053531,0.9969851348690687,81264,0.10000000000000001,0.070000000000000007,0.17000000000000001,0.00010124268010258675
0.0001,alpha_0.0001,6,bulk,0.62339931726455688,NA,NA,-0.72810229368278112,-1.202676649382352,-0.47457435679124726,-1.0916764159318859e-09,86984,0.5191832171770121,0.70953319418832528,0.99750246707520618,82081,0.070000000000000007,0.050000000000000003,0.12,5.3243747970554978e-05
0.0001,alpha_0.0001,7,bulk,0.62940037250518799,NA,NA,-0.74295078582295215,-1.20641414881742,-0.46346336336036004,-3.6589209440052173e-10,85259,0.5072300185931593,0.70627371342250211,0.99792296307351713,80403,0.14999999999999999,0.089999999999999997,0.23999999999999999,3.9435715734725818e-05
0.0001,alpha_0.0001,8,bulk,0.65077787637710571,NA,NA,-0.74798497593065227,-1.1915481812927056,-0.44356320511134573,2.5070756581868636e-10,87611,0.42965851244585596,0.6989938861198628,0.99816214505665701,82161,0.070000000000000007,0.13,0.20000000000000001,0.00022731753415428102
0.0001,alpha_0.0001,9,bulk,0.62340587377548218,NA,NA,-0.67932125078420735,-1.1545427510587576,-0.47522149980357881,4.7097137301221892e-10,86025,0.52414616701329808,0.70902464219107064,0.99757432440668459,82039,0.080000000000000002,0.12,0.20000000000000001,1.2867292753071524e-05
0.00029999999999999997,alpha_0.0003,0,bulk,0.22367109358310699,NA,NA,0.13440101373311711,-1.3508262053088356,-1.4852272192264431,-1.8449039518309007e-10,84561,0.68384370780761239,0.89900371872015361,0.94125249963419988,82012,0.070000000000000007,0.080000000000000002,0.14999999999999999,4.132593676331453e-05
0.00029999999999999997,alpha_0.0003,1,bulk,0.22362418472766876,NA,NA,0.14028647927432647,-1.3484825299184948,-1.4887690098704918,-6.7767047529088131e-10,81550,0.56862271915979223,0.89885024319361306,0.94465543259557339,79520,0.14999999999999999,0.080000000000000002,0.23000000000000001,9.5047369541134685e-05
0.00029999999999999997,alpha_0.0003,2,bulk,0.2236887663602829,NA,NA,0.087193481656295271,-1.3994860675233765,-1.4866795495560148,-3.7634305394274037e-10,85894,0.65270631882616803,0.89953745044896405,0.94011140385702774,83121,0.080000000000000002,0.11,0.19,1.8472033843863755e-05
0.00029999999999999997,alpha_0.0003,3,bulk,0.22374272346496582,NA,NA,0.12651764180837277,-1.3575650908296797,-1.4840827334483904,-8.1033790788609394e-10,84011,0.6431420985590699,0.89913382044182588,0.9396906014991474,81513,0.13,0.040000000000000001,0.17000000000000001,4.5846602006349713e-05
0.00029999999999999997,alpha_0.0003,4,bulk,0.22372137010097504,NA,NA,0.13173604967160013,-1.3511091884120756,-1.4828452375468946,5.3678117506450462e-10,80486,0.6336126952945661,0.89834847715838606,0.93993664094834195,78284,0.27000000000000002,0.059999999999999998,0.33000000000000002,3.6072586226509884e-05
0.00029999999999999997,alpha_0.0003,5,bulk,0.22368110716342926,NA,NA,0.17113971468303646,-1.3178114780675023,-1.4889511946545806,-1.9040418131055503e-09,85824,0.71332314295787158,0.89928303374736107,0.94402471293957069,83519,0.10000000000000001,0.059999999999999998,0.16,3.012007255165372e-05
0.00029999999999999997,alpha_0.0003,6,bulk,0.22370223701000214,NA,NA,0.14029337226664806,-1.344526405972462,-1.4848197791833293,-9.4421925833643172e-10,84439,0.71820167588477046,0.89842899094116546,0.94217236475892996,82279,0.10000000000000001,0.070000000000000007,0.17000000000000001,5.7837685744743794e-05
0.00029999999999999997,alpha_0.0003,7,bulk,0.22362802922725677,NA,NA,0.080830417175729433,-1.4038993383408522,-1.4847297554513661,6.5215569056142897e-11,82648,0.69156408029215044,0.89963217713193555,0.94329348438380167,79885,0.14999999999999999,0.040000000000000001,0.19,3.3956854167627171e-05
0.00029999999999999997,alpha_0.0003,8,bulk,0.2236984521150589,NA,NA,0.15695402127298019,-1.3249198624571676,-1.4818738825584161,1.1717317116577419e-09,84838,0.57081237726880041,0.89812320018600833,0.94574778284594263,82651,0.11,0.059999999999999998,0.17000000000000001,2.7280684662400745e-05
0.00029999999999999997,alpha_0.0003,9,bulk,0.2237296998500824,NA,NA,0.11615926136755683,-1.369958966595515,-1.4861182285108412,-5.4776938540612718e-10,79263,0.69951431466924741,0.8987956702857961,0.94021866154205724,77014,0.17999999999999999,0.14000000000000001,0.32000000000000001,4.7665958845755085e-05
0.01,alpha_0.01,0,bulk,0.074889890849590302,NA,NA,1.4267902136389234,-1.1911891878538106,-2.6179794000171821,1.4755519028852859e-09,77808,0.90456626189529543,0.99281375956968709,0.57426150027649536,77759,0.22,0.12,0.34000000000000002,0.0042110886424779892
0.01,alpha_0.01,1,bulk,0.073543213307857513,NA,NA,1.5094236910491454,-1.1383622364793422,-2.6477859281366021,-6.0811444768660294e-10,69474,0.79517208099806835,0.99285131932216553,0.5765603886956272,69566,0.39000000000000001,0.040000000000000001,0.42999999999999999,0.0045965984463691711
0.01,alpha_0.01,2,bulk,0.074417375028133392,NA,NA,1.5242653705124316,-1.11008407751732,-2.6343494470282072,1.0015444029676246e-09,79481,0.87551364892636041,0.99291410858316487,0.57437091092098647,79480,0.20999999999999999,0.10000000000000001,0.31,0.0015750144375488162
0.01,alpha_0.01,3,bulk,0.072391092777252197,NA,NA,1.5405679187922212,-1.1046731736392719,-2.6452410930382024,-6.0670934942663735e-10,78652,0.86649468808719066,0.99304114821083456,0.57246146612958559,78697,0.23000000000000001,0.059999999999999998,0.28999999999999998,0.003282124875113368
0.01,alpha_0.01,4,bulk,0.074194006621837616,NA,NA,1.5017130475900275,-1.1283699239399232,-2.6300829708106539,7.1929684430926955e-10,72009,0.88458785487906588,0.99276760619973137,0.5764233961635622,72046,0.29999999999999999,0.10000000000000001,0.40000000000000002,0.0083200233057141304
0.01,alpha_0.01,5,bulk,0.072309248149394989,NA,NA,1.6110650822270887,-1.047464412348728,-2.6585294943525546,2.2326207549383525e-10,81886,0.92880054897339936,0.99320492742412791,0.57317609141517722,81912,0.12,0.070000000000000007,0.19,0.0038180763367563486
0.01,alpha_0.01,6,bulk,0.073480814695358276,NA,NA,1.5079714553482586,-1.132872206328063,-2.6408436613213051,3.5501646067359616e-10,74696,0.94881450186400229,0.99289135060900124,0.58194351492437424,74710,0.31,0.070000000000000007,0.38,0.0020749024115502834
0.01,alpha_0.01,7,bulk,0.073741093277931213,NA,NA,1.4985687259176543,-1.141826019560092,-2.6403947439478954,1.529850912618258e-09,78225,0.91927090605259587,0.99307791886288588,0.5727337780163051,78258,0.20000000000000001,0.070000000000000007,0.27000000000000002,0.0097406022250652313
0.01,alpha_0.01,8,bulk,0.072173126041889191,NA,NA,1.5443126219407051,-1.1000385473901471,-2.6443511691997554,1.3109668905997296e-10,73652,0.80751415862273468,0.99286231328372831,0.57465744132410801,73710,0.28000000000000003,0.059999999999999998,0.34000000000000002,0.0033578909933567047
0.01,alpha_0.01,9,bulk,0.075643889605998993,NA,NA,1.4618489417450988,-1.170823116522012,-2.6326720582489291,1.8181678385076339e-11,77329,0.9375317895206724,0.99282030479972749,0.57583232171914145,77434,0.19,0.10000000000000001,0.28999999999999998,0.0035080239176750183
