alpha,arm,scope,boundary_offset,bin_index,cos_lo,cos_hi,n,valid,p_hat_median,ci_lo,ci_hi,bootstrap_finite,outside_cos_range_n
9.9999999999999995e-07,alpha_1e-6,phase_offset_5000,NA,15,-0.25,-0.19999999999999996,13280,True,0,0,0,10000,0
9.9999999999999995e-07,alpha_1e-6,phase_offset_5000,NA,16,-0.19999999999999996,-0.14999999999999991,11021,True,0.03125,0.03125,0.03125,10000,0
9.9999999999999995e-07,alpha_1e-6,phase_offset_5000,NA,17,-0.14999999999999991,-0.099999999999999978,8413,True,0.0625,0.0625,0.0625,10000,0
9.9999999999999995e-07,alpha_1e-6,phase_offset_5000,NA,18,-0.099999999999999978,-0.049999999999999933,6252,True,0.15625,0.15625,0.15625,10000,0
9.9999999999999995e-07,alpha_1e-6,phase_offset_5000,NA,19,-0.049999999999999933,0,4746,True,0.25,0.25,0.28125,10000,0
9.9999999999999995e-07,alpha_1e-6,phase_offset_5000,NA,20,0,0.050000000000000044,3258,True,0.40625,0.375,0.4375,10000,0
9.9999999999999995e-07,alpha_1e-6,phase_offset_5000,NA,21,0.050000000000000044,0.10000000000000009,2432,True,0.5625,0.5625,0.59375,10000,0
9.9999999999999995e-07,alpha_1e-6,phase_offset_5000,NA,22,0.10000000000000009,0.15000000000000013,1576,True,0.6875,0.65625,0.71875,10000,0
9.9999999999999995e-07,alpha_1e-6,phase_offset_5000,NA,23,0.15000000000000013,0.20000000000000018,839,False,0.78125,0.71875,0.84375,10000,0
9.9999999999999995e-07,alpha_1e-6,phase_offset_5000,NA,24,0.20000000000000018,0.25,474,False,0.875,0.8125,0.90625,10000,0
9.9999999999999995e-07,alpha_1e-6,phase_offset_5000,NA,25,0.25,0.30000000000000004,189,False,0.90625,0.8125,0.9375,10000,0
9.9999999999999995e-07,alpha_1e-6,phase_offset_5000,NA,26,0.30000000000000004,0.35000000000000009,98,False,0.9375,0.65625,0.96875,10000,0
9.9999999999999995e-07,alpha_1e-6,phase_offset_5000,NA,27,0.35000000000000009,0.40000000000000013,34,False,0.96875,0.6875,1,10000,0
9.9999999999999995e-07,alpha_1e-6,phase_offset_5000,NA,28,0.40000000000000013,0.45000000000000018,21,False,0.84375,0.5625,1,9936,0
9.9999999999999995e-07,alpha_1e-6,phase_offset_5000,NA,29,0.45000000000000018,0.5,3,False,0.71875,0.703125,1,8902,0
9.9999999999999995e-07,alpha_1e-6,phase_offset_5000,NA,30,0.5,0.55000000000000004,4,False,0.796875,0.78125,0.8125,8917,0
9.9999999999999995e-07,alpha_1e-6,phase_offset_5000,NA,31,0.55000000000000004,0.60000000000000009,0,False,NA,NA,NA,0,0
9.9999999999999995e-07,alpha_1e-6,phase_offset_5000,NA,32,0.60000000000000009,0.65000000000000013,0,False,NA,NA,NA,0,0
9.9999999999999995e-07,alpha_1e-6,phase_offset_5000,NA,33,0.65000000000000013,0.70000000000000018,0,False,NA,NA,NA,0,0
9.9999999999999995e-07,alpha_1e-6,phase_offset_5000,NA,34,0.70000000000000018,0.75,0,False,NA,NA,NA,0,0
9.9999999999999995e-07,alpha_1e-6,phase_offset_5000,NA,35,0.75,0.80000000000000004,0,False,NA,NA,NA,0,0
9.9999999999999995e-07,alpha_1e-6,phase_offset_5000,NA,36,0.80000000000000004,0.85000000000000009,0,False,NA,NA,NA,0,0
9.9999999999999995e-07,alpha_1e-6,phase_offset_5000,NA,37,0.85000000000000009,0.90000000000000013,0,False,NA,NA,NA,0,0
9.9999999999999995e-07,alpha_1e-6,phase_offset_5000,NA,38,0.90000000000000013,0.95000000000000018,0,False,NA,NA,NA,0,0
9.9999999999999995e-07,alpha_1e-6,phase_offset_5000,NA,39,0.95000000000000018,1,0,False,NA,NA,NA,0,0
3.0000000000000001e-06,alpha_3e-6,bulk,NA,0,-1,-0.94999999999999996,0,False,NA,NA,NA,0,0
3.0000000000000001e-06,alpha_3e-6,bulk,NA,1,-0.94999999999999996,-0.90000000000000002,0,False,NA,NA,NA,0,0
3.0000000000000001e-06,alpha_3e-6,bulk,NA,2,-0.90000000000000002,-0.84999999999999998,0,False,NA,NA,NA,0,0
3.0000000000000001e-06,alpha_3e-6,bulk,NA,3,-0.84999999999999998,-0.80000000000000004,18,False,0,0,0,8921,0
3.0000000000000001e-06,alpha_3e-6,bulk,NA,4,-0.80000000000000004,-0.75,45,False,0,0,0,8928,0
3.0000000000000001e-06,alpha_3e-6,bulk,NA,5,-0.75,-0.69999999999999996,208,False,0,0,0,10000,0
3.0000000000000001e-06,alpha_3e-6,bulk,NA,6,-0.69999999999999996,-0.64999999999999991,279,False,0,0,0,10000,0
3.0000000000000001e-06,alpha_3e-6,bulk,NA,7,-0.64999999999999991,-0.59999999999999998,837,False,0,0,0,10000,0
3.0000000000000001e-06,alpha_3e-6,bulk,NA,8,-0.59999999999999998,-0.55000000000000004,1798,True,0,0,0,10000,0
3.0000000000000001e-06,alpha_3e-6,bulk,NA,9,-0.55000000000000004,-0.5,4375,True,0,0,0,10000,0
3.0000000000000001e-06,alpha_3e-6,bulk,NA,10,-0.5,-0.44999999999999996,9143,True,0,0,0,10000,0
3.0000000000000001e-06,alpha_3e-6,bulk,NA,11,-0.44999999999999996,-0.39999999999999991,18119,True,0,0,0,10000,0
3.0000000000000001e-06,alpha_3e-6,bulk,NA,12,-0.39999999999999991,-0.34999999999999998,31982,True,0,0,0,10000,0
3.0000000000000001e-06,alpha_3e-6,bulk,NA,13,-0.34999999999999998,-0.29999999999999993,51371,True,0,0,0,10000,0
3.0000000000000001e-06,alpha_3e-6,bulk,NA,14,-0.29999999999999993,-0.25,69849,True,0,0,0,10000,0
3.0000000000000001e-06,alpha_3e-6,bulk,NA,15,-0.25,-0.19999999999999996,82235,True,0,0,0,10000,0
3.0000000000000001e-06,alpha_3e-6,bulk,NA,16,-0.19999999999999996,-0.14999999999999991,89392,True,0.03125,0.03125,0.03125,10000,0
3.0000000000000001e-06,alpha_3e-6,bulk,NA,17,-0.14999999999999991,-0.099999999999999978,92177,True,0.0625,0.0625,0.0625,10000,0
3.0000000000000001e-06,alpha_3e-6,bulk,NA,18,-0.099999999999999978,-0.049999999999999933,90158,True,0.125,0.09375,0.125,10000,0
3.0000000000000001e-06,alpha_3e-6,bulk,NA,19,-0.049999999999999933,0,84442,True,0.1875,0.1875,0.1875,10000,0
3.0000000000000001e-06,alpha_3e-6,bulk,NA,20,0,0.050000000000000044,74837,True,0.25,0.25,0.28125,10000,0
3.0000000000000001e-06,alpha_3e-6,bulk,NA,21,0.050000000000000044,0.10000000000000009,61207,True,0.34375,0.3125,0.375,10000,0
3.0000000000000001e-06,alpha_3e-6,bulk,NA,22,0.10000000000000009,0.15000000000000013,48498,True,0.4375,0.40625,0.4375,10000,0
3.0000000000000001e-06,alpha_3e-6,bulk,NA,23,0.15000000000000013,0.20000000000000018,34615,True,0.53125,0.5,0.5625,10000,0
3.0000000000000001e-06,alpha_3e-6,bulk,NA,24,0.20000000000000018,0.25,22967,True,0.625,0.5625,0.65625,10000,0
3.0000000000000001e-06,alpha_3e-6,bulk,NA,25,0.25,0.30000000000000004,14948,True,0.6875,0.625,0.71875,10000,0
3.0000000000000001e-06,alpha_3e-6,bulk,NA,26,0.30000000000000004,0.35000000000000009,8659,True,0.75,0.6875,0.8125,10000,0
3.0000000000000001e-06,alpha_3e-6,bulk,NA,27,0.35000000000000009,0.40000000000000013,4578,True,0.8125,0.71875,0.84375,10000,0
3.0000000000000001e-06,alpha_3e-6,bulk,NA,28,0.40000000000000013,0.45000000000000018,2513,True,0.84375,0.78125,0.9375,10000,0
3.0000000000000001e-06,alpha_3e-6,bulk,NA,29,0.45000000000000018,0.5,1106,True,0.90625,0.875,0.9375,10000,0
3.0000000000000001e-06,alpha_3e-6,bulk,NA,30,0.5,0.55000000000000004,515,False,0.9375,0.84375,0.96875,10000,0
3.0000000000000001e-06,alpha_3e-6,bulk,NA,31,0.55000000000000004,0.60000000000000009,47,False,0.96875,0.96875,1,9990,0
3.0000000000000001e-06,alpha_3e-6,bulk,NA,32,0.60000000000000009,0.65000000000000013,45,False,1,0.875,1,9991,0
3.0000000000000001e-06,alpha_3e-6,bulk,NA,33,0.65000000000000013,0.70000000000000018,37,False,1,0.875,1,9724,0
3.0000000000000001e-06,alpha_3e-6,bulk,NA,34,0.70000000000000018,0.75,0,False,NA,NA,NA,0,0
3.0000000000000001e-06,alpha_3e-6,bulk,NA,35,0.75,0.80000000000000004,0,False,NA,NA,NA,0,0
3.0000000000000001e-06,alpha_3e-6,bulk,NA,36,0.80000000000000004,0.85000000000000009,0,False,NA,NA,NA,0,0
3.0000000000000001e-06,alpha_3e-6,bulk,NA,37,0.85000000000000009,0.90000000000000013,0,False,NA,NA,NA,0,0
3.0000000000000001e-06,alpha_3e-6,bulk,NA,38,0.90000000000000013,0.95000000000000018,0,False,NA,NA,NA,0,0
3.0000000000000001e-06,alpha_3e-6,bulk,NA,39,0.95000000000000018,1,0,False,NA,NA,NA,0,0
3.0000000000000001e-06,alpha_3e-6,boundary,NA,0,-1,-0.94999999999999996,0,False,NA,NA,NA,0,0
3.0000000000000001e-06,alpha_3e-6,boundary,NA,1,-0.94999999999999996,-0.90000000000000002,0,False,NA,NA,NA,0,0
3.0000000000000001e-06,alpha_3e-6,boundary,NA,2,-0.90000000000000002,-0.84999999999999998,0,False,NA,NA,NA,0,0
3.0000000000000001e-06,alpha_3e-6,boundary,NA,3,-0.84999999999999998,-0.80000000000000004,402,False,0,0,0,8921,0
3.0000000000000001e-06,alpha_3e-6,boundary,NA,4,-0.80000000000000004,-0.75,1005,True,0,0,0,8928,0
3.0000000000000001e-06,alpha_3e-6,boundary,NA,5,-0.75,-0.69999999999999996,4523,True,0,0,0,10000,0
3.0000000000000001e-06,alpha_3e-6,boundary,NA,6,-0.69999999999999996,-0.64999999999999991,6231,True,0,0,0,10000,0
3.0000000000000001e-06,alpha_3e-6,boundary,NA,7,-0.64999999999999991,-0.59999999999999998,18693,True,0,0,0,10000,0
3.0000000000000001e-06,alpha_3e-6,boundary,NA,8,-0.59999999999999998,-0.55000000000000004,39998,True,0,0,0,10000,0
3.0000000000000001e-06,alpha_3e-6,boundary,NA,9,-0.55000000000000004,-0.5,96695,True,0,0,0,10000,0
3.0000000000000001e-06,alpha_3e-6,boundary,NA,10,-0.5,-0.44999999999999996,202969,True,0,0,0,10000,0
3.0000000000000001e-06,alpha_3e-6,boundary,NA,11,-0.44999999999999996,-0.39999999999999991,400479,True,0,0,0,10000,0
3.0000000000000001e-06,alpha_3e-6,boundary,NA,12,-0.39999999999999991,-0.34999999999999998,695567,True,0,0,0,10000,0
3.0000000000000001e-06,alpha_3e-6,boundary,NA,13,-0.34999999999999998,-0.29999999999999993,1104115,True,0,0,0,10000,0
3.0000000000000001e-06,alpha_3e-6,boundary,NA,14,-0.29999999999999993,-0.25,1513560,True,0,0,0,10000,0
3.0000000000000001e-06,alpha_3e-6,boundary,NA,15,-0.25,-0.19999999999999996,1797261,True,0,0,0,10000,0
3.0000000000000001e-06,alpha_3e-6,boundary,NA,16,-0.19999999999999996,-0.14999999999999991,1993055,True,0.03125,0.03125,0.03125,10000,0
3.0000000000000001e-06,alpha_3e-6,boundary,NA,17,-0.14999999999999991,-0.099999999999999978,2044125,True,0.0625,0.0625,0.0625,10000,0
3.0000000000000001e-06,alpha_3e-6,boundary,NA,18,-0.099999999999999978,-0.049999999999999933,2018872,True,0.125,0.125,0.125,10000,0
3.0000000000000001e-06,alpha_3e-6,boundary,NA,19,-0.049999999999999933,0,1876880,True,0.1875,0.1875,0.1875,10000,0
3.0000000000000001e-06,alpha_3e-6,boundary,NA,20,0,0.050000000000000044,1652731,True,0.25,0.25,0.28125,10000,0
3.0000000000000001e-06,alpha_3e-6,boundary,NA,21,0.050000000000000044,0.10000000000000009,1361873,True,0.34375,0.3125,0.34375,10000,0
3.0000000000000001e-06,alpha_3e-6,boundary,NA,22,0.10000000000000009,0.15000000000000013,1072727,True,0.4375,0.40625,0.4375,10000,0
3.0000000000000001e-06,alpha_3e-6,boundary,NA,23,0.15000000000000013,0.20000000000000018,766918,True,0.5,0.5,0.53125,10000,0
3.0000000000000001e-06,alpha_3e-6,boundary,NA,24,0.20000000000000018,0.25,512185,True,0.625,0.5625,0.65625,10000,0
3.0000000000000001e-06,alpha_3e-6,boundary,NA,25,0.25,0.30000000000000004,326867,True,0.6875,0.625,0.71875,10000,0
3.0000000000000001e-06,alpha_3e-6,boundary,NA,26,0.30000000000000004,0.35000000000000009,194785,True,0.75,0.6875,0.8125,10000,0
3.0000000000000001e-06,alpha_3e-6,boundary,NA,27,0.35000000000000009,0.40000000000000013,102053,True,0.8125,0.75,0.875,10000,0
3.0000000000000001e-06,alpha_3e-6,boundary,NA,28,0.40000000000000013,0.45000000000000018,54199,True,0.875,0.78125,0.9375,10000,0
3.0000000000000001e-06,alpha_3e-6,boundary,NA,29,0.45000000000000018,0.5,26406,True,0.9375,0.875,0.96875,10000,0
3.0000000000000001e-06,alpha_3e-6,boundary,NA,30,0.5,0.55000000000000004,10558,True,0.96875,0.90625,1,10000,0
3.0000000000000001e-06,alpha_3e-6,boundary,NA,31,0.55000000000000004,0.60000000000000009,1509,True,1,0.96875,1,10000,0
3.0000000000000001e-06,alpha_3e-6,boundary,NA,32,0.60000000000000009,0.65000000000000013,1050,True,0.96875,0.84375,1,9991,0
3.0000000000000001e-06,alpha_3e-6,boundary,NA,33,0.65000000000000013,0.70000000000000018,709,False,1,0.96875,1,9925,0
3.0000000000000001e-06,alpha_3e-6,boundary,NA,34,0.70000000000000018,0.75,0,False,NA,NA,NA,0,0
3.0000000000000001e-06,alpha_3e-6,boundary,NA,35,0.75,0.80000000000000004,0,False,NA,NA,NA,0,0
3.0000000000000001e-06,alpha_3e-6,boundary,NA,36,0.80000000000000004,0.85000000000000009,0,False,NA,NA,NA,0,0
3.0000000000000001e-06,alpha_3e-6,boundary,NA,37,0.85000000000000009,0.90000000000000013,0,False,NA,NA,NA,0,0
3.0000000000000001e-06,alpha_3e-6,boundary,NA,38,0.90000000000000013,0.95000000000000018,0,False,NA,NA,NA,0,0
3.0000000000000001e-06,alpha_3e-6,boundary,NA,39,0.95000000000000018,1,0,False,NA,NA,NA,0,0
3.0000000000000001e-06,alpha_3e-6,all_recorded,NA,0,-1,-0.94999999999999996,0,False,NA,NA,NA,0,0
3.0000000000000001e-06,alpha_3e-6,all_recorded,NA,1,-0.94999999999999996,-0.90000000000000002,0,False,NA,NA,NA,0,0
3.0000000000000001e-06,alpha_3e-6,all_recorded,NA,2,-0.90000000000000002,-0.84999999999999998,0,False,NA,NA,NA,0,0
3.0000000000000001e-06,alpha_3e-6,all_recorded,NA,3,-0.84999999999999998,-0.80000000000000004,420,False,0,0,0,8921,0
3.0000000000000001e-06,alpha_3e-6,all_recorded,NA,4,-0.80000000000000004,-0.75,1050,True,0,0,0,8928,0
3.0000000000000001e-06,alpha_3e-6,all_recorded,NA,5,-0.75,-0.69999999999999996,4731,True,0,0,0,10000,0
3.0000000000000001e-06,alpha_3e-6,all_recorded,NA,6,-0.69999999999999996,-0.64999999999999991,6510,True,0,0,0,10000,0
3.0000000000000001e-06,alpha_3e-6,all_recorded,NA,7,-0.64999999999999991,-0.59999999999999998,19530,True,0,0,0,10000,0
3.0000000000000001e-06,alpha_3e-6,all_recorded,NA,8,-0.59999999999999998,-0.55000000000000004,41796,True,0,0,0,10000,0
3.0000000000000001e-06,alpha_3e-6,all_recorded,NA,9,-0.55000000000000004,-0.5,101171,True,0,0,0,10000,0
3.0000000000000001e-06,alpha_3e-6,all_recorded,NA,10,-0.5,-0.44999999999999996,212213,True,0,0,0,10000,0
3.0000000000000001e-06,alpha_3e-6,all_recorded,NA,11,-0.44999999999999996,-0.39999999999999991,418901,True,0,0,0,10000,0
3.0000000000000001e-06,alpha_3e-6,all_recorded,NA,12,-0.39999999999999991,-0.34999999999999998,728963,True,0,0,0,10000,0
3.0000000000000001e-06,alpha_3e-6,all_recorded,NA,13,-0.34999999999999998,-0.29999999999999993,1157607,True,0,0,0,10000,0
3.0000000000000001e-06,alpha_3e-6,all_recorded,NA,14,-0.29999999999999993,-0.25,1587449,True,0,0,0,10000,0
3.0000000000000001e-06,alpha_3e-6,all_recorded,NA,15,-0.25,-0.19999999999999996,1885455,True,0,0,0,10000,0
3.0000000000000001e-06,alpha_3e-6,all_recorded,NA,16,-0.19999999999999996,-0.14999999999999991,2088709,True,0.03125,0.03125,0.03125,10000,0
3.0000000000000001e-06,alpha_3e-6,all_recorded,NA,17,-0.14999999999999991,-0.099999999999999978,2145190,True,0.0625,0.0625,0.0625,10000,0
3.0000000000000001e-06,alpha_3e-6,all_recorded,NA,18,-0.099999999999999978,-0.049999999999999933,2119534,True,0.125,0.09375,0.125,10000,0
3.0000000000000001e-06,alpha_3e-6,all_recorded,NA,19,-0.049999999999999933,0,1972937,True,0.1875,0.1875,0.1875,10000,0
3.0000000000000001e-06,alpha_3e-6,all_recorded,NA,20,0,0.050000000000000044,1738375,True,0.25,0.25,0.28125,10000,0
3.0000000000000001e-06,alpha_3e-6,all_recorded,NA,21,0.050000000000000044,0.10000000000000009,1432170,True,0.34375,0.3125,0.34375,10000,0
3.0000000000000001e-06,alpha_3e-6,all_recorded,NA,22,0.10000000000000009,0.15000000000000013,1130517,True,0.4375,0.40625,0.4375,10000,0
3.0000000000000001e-06,alpha_3e-6,all_recorded,NA,23,0.15000000000000013,0.20000000000000018,808098,True,0.5,0.5,0.53125,10000,0
3.0000000000000001e-06,alpha_3e-6,all_recorded,NA,24,0.20000000000000018,0.25,540606,True,0.59375,0.5625,0.65625,10000,0
3.0000000000000001e-06,alpha_3e-6,all_recorded,NA,25,0.25,0.30000000000000004,345047,True,0.6875,0.625,0.71875,10000,0
3.0000000000000001e-06,alpha_3e-6,all_recorded,NA,26,0.30000000000000004,0.35000000000000009,205767,True,0.75,0.6875,0.8125,10000,0
3.0000000000000001e-06,alpha_3e-6,all_recorded,NA,27,0.35000000000000009,0.40000000000000013,107641,True,0.8125,0.75,0.84375,10000,0
3.0000000000000001e-06,alpha_3e-6,all_recorded,NA,28,0.40000000000000013,0.45000000000000018,57722,True,0.84375,0.78125,0.9375,10000,0
3.0000000000000001e-06,alpha_3e-6,all_recorded,NA,29,0.45000000000000018,0.5,28320,True,0.9375,0.84375,0.96875,10000,0
3.0000000000000001e-06,alpha_3e-6,all_recorded,NA,30,0.5,0.55000000000000004,11174,True,0.9375,0.90625,0.96875,10000,0
3.0000000000000001e-06,alpha_3e-6,all_recorded,NA,31,0.55000000000000004,0.60000000000000009,1556,True,1,0.96875,1,10000,0
3.0000000000000001e-06,alpha_3e-6,all_recorded,NA,32,0.60000000000000009,0.65000000000000013,1095,True,0.96875,0.84375,1,9991,0
3.0000000000000001e-06,alpha_3e-6,all_recorded,NA,33,0.65000000000000013,0.70000000000000018,746,False,1,0.875,1,9990,0
3.0000000000000001e-06,alpha_3e-6,all_recorded,NA,34,0.70000000000000018,0.75,0,False,NA,NA,NA,0,0
3.0000000000000001e-06,alpha_3e-6,all_recorded,NA,35,0.75,0.80000000000000004,0,False,NA,NA,NA,0,0
3.0000000000000001e-06,alpha_3e-6,all_recorded,NA,36,0.80000000000000004,0.85000000000000009,0,False,NA,NA,NA,0,0
3.0000000000000001e-06,alpha_3e-6,all_recorded,NA,37,0.85000000000000009,0.90000000000000013,0,False,NA,NA,NA,0,0
3.0000000000000001e-06,alpha_3e-6,all_recorded,NA,38,0.90000000000000013,0.95000000000000018,0,False,NA,NA,NA,0,0
3.0000000000000001e-06,alpha_3e-6,all_recorded,NA,39,0.95000000000000018,1,0,False,NA,NA,NA,0,0
3.0000000000000001e-06,alpha_3e-6,bulk_t_lt_500k,NA,0,-1,-0.94999999999999996,0,False,NA,NA,NA,0,0
3.0000000000000001e-06,alpha_3e-6,bulk_t_lt_500k,NA,1,-0.94999999999999996,-0.90000000000000002,0,False,NA,NA,NA,0,0
3.0000000000000001e-06,alpha_3e-6,bulk_t_lt_500k,NA,2,-0.90000000000000002,-0.84999999999999998,0,False,NA,NA,NA,0,0
3.0000000000000001e-06,alpha_3e-6,bulk_t_lt_500k,NA,3,-0.84999999999999998,-0.80000000000000004,9,False,0,0,0,6485,0
3.0000000000000001e-06,alpha_3e-6,bulk_t_lt_500k,NA,4,-0.80000000000000004,-0.75,36,False,0,0,0,6471,0
3.0000000000000001e-06,alpha_3e-6,bulk_t_lt_500k,NA,5,-0.75,-0.69999999999999996,118,False,0,0,0,9998,0
3.0000000000000001e-06,alpha_3e-6,bulk_t_lt_500k,NA,6,-0.69999999999999996,-0.64999999999999991,207,False,0,0,0,10000,0
3.0000000000000001e-06,alpha_3e-6,bulk_t_lt_500k,NA,7,-0.64999999999999991,-0.59999999999999998,585,False,0,0,0,10000,0
3.0000000000000001e-06,alpha_3e-6,bulk_t_lt_500k,NA,8,-0.59999999999999998,-0.55000000000000004,1411,True,0,0,0,10000,0
3.0000000000000001e-06,alpha_3e-6,bulk_t_lt_500k,NA,9,-0.55000000000000004,-0.5,3349,True,0,0,0,10000,0
3.0000000000000001e-06,alpha_3e-6,bulk_t_lt_500k,NA,10,-0.5,-0.44999999999999996,6443,True,0,0,0,10000,0
3.0000000000000001e-06,alpha_3e-6,bulk_t_lt_500k,NA,11,-0.44999999999999996,-0.39999999999999991,12746,True,0,0,0,10000,0
3.0000000000000001e-06,alpha_3e-6,bulk_t_lt_500k,NA,12,-0.39999999999999991,-0.34999999999999998,22397,True,0,0,0,10000,0
3.0000000000000001e-06,alpha_3e-6,bulk_t_lt_500k,NA,13,-0.34999999999999998,-0.29999999999999993,34548,True,0,0,0,10000,0
3.0000000000000001e-06,alpha_3e-6,bulk_t_lt_500k,NA,14,-0.29999999999999993,-0.25,44573,True,0,0,0,10000,0
3.0000000000000001e-06,alpha_3e-6,bulk_t_lt_500k,NA,15,-0.25,-0.19999999999999996,48411,True,0,0,0,10000,0
3.0000000000000001e-06,alpha_3e-6,bulk_t_lt_500k,NA,16,-0.19999999999999996,-0.14999999999999991,48467,True,0.03125,0.03125,0.03125,10000,0
3.0000000000000001e-06,alpha_3e-6,bulk_t_lt_500k,NA,17,-0.14999999999999991,-0.099999999999999978,45990,True,0.09375,0.09375,0.09375,10000,0
3.0000000000000001e-06,alpha_3e-6,bulk_t_lt_500k,NA,18,-0.099999999999999978,-0.049999999999999933,43053,True,0.1875,0.1875,0.1875,10000,0
3.0000000000000001e-06,alpha_3e-6,bulk_t_lt_500k,NA,19,-0.049999999999999933,0,37457,True,0.28125,0.28125,0.28125,10000,0
3.0000000000000001e-06,alpha_3e-6,bulk_t_lt_500k,NA,20,0,0.050000000000000044,30376,True,0.40625,0.40625,0.40625,10000,0
3.0000000000000001e-06,alpha_3e-6,bulk_t_lt_500k,NA,21,0.050000000000000044,0.10000000000000009,25048,True,0.5625,0.53125,0.5625,10000,0
3.0000000000000001e-06,alpha_3e-6,bulk_t_lt_500k,NA,22,0.10000000000000009,0.15000000000000013,18332,True,0.65625,0.625,0.6875,10000,0
3.0000000000000001e-06,alpha_3e-6,bulk_t_lt_500k,NA,23,0.15000000000000013,0.20000000000000018,12271,True,0.75,0.71875,0.78125,10000,0
3.0000000000000001e-06,alpha_3e-6,bulk_t_lt_500k,NA,24,0.20000000000000018,0.25,7151,True,0.84375,0.8125,0.875,10000,0
3.0000000000000001e-06,alpha_3e-6,bulk_t_lt_500k,NA,25,0.25,0.30000000000000004,4342,True,0.875,0.84375,0.875,10000,0
3.0000000000000001e-06,alpha_3e-6,bulk_t_lt_500k,NA,26,0.30000000000000004,0.35000000000000009,2215,True,0.9375,0.90625,0.9375,10000,0
3.0000000000000001e-06,alpha_3e-6,bulk_t_lt_500k,NA,27,0.35000000000000009,0.40000000000000013,823,False,0.96875,0.9375,1,10000,0
3.0000000000000001e-06,alpha_3e-6,bulk_t_lt_500k,NA,28,0.40000000000000013,0.45000000000000018,436,False,0.96875,0.96875,1,10000,0
3.0000000000000001e-06,alpha_3e-6,bulk_t_lt_500k,NA,29,0.45000000000000018,0.5,132,False,1,0.96875,1,10000,0
3.0000000000000001e-06,alpha_3e-6,bulk_t_lt_500k,NA,30,0.5,0.55000000000000004,70,False,1,1,1,9992,0
3.0000000000000001e-06,alpha_3e-6,bulk_t_lt_500k,NA,31,0.55000000000000004,0.60000000000000009,3,False,1,1,1,8895,0
3.0000000000000001e-06,alpha_3e-6,bulk_t_lt_500k,NA,32,0.60000000000000009,0.65000000000000013,0,False,NA,NA,NA,0,0
3.0000000000000001e-06,alpha_3e-6,bulk_t_lt_500k,NA,33,0.65000000000000013,0.70000000000000018,1,False,1,1,1,6586,0
3.0000000000000001e-06,alpha_3e-6,bulk_t_lt_500k,NA,34,0.70000000000000018,0.75,0,False,NA,NA,NA,0,0
3.0000000000000001e-06,alpha_3e-6,bulk_t_lt_500k,NA,35,0.75,0.80000000000000004,0,False,NA,NA,NA,0,0
3.0000000000000001e-06,alpha_3e-6,bulk_t_lt_500k,NA,36,0.80000000000000004,0.85000000000000009,0,False,NA,NA,NA,0,0
3.0000000000000001e-06,alpha_3e-6,bulk_t_lt_500k,NA,37,0.85000000000000009,0.90000000000000013,0,False,NA,NA,NA,0,0
3.0000000000000001e-06,alpha_3e-6,bulk_t_lt_500k,NA,38,0.90000000000000013,0.95000000000000018,0,False,NA,NA,NA,0,0
3.0000000000000001e-06,alpha_3e-6,bulk_t_lt_500k,NA,39,0.95000000000000018,1,0,False,NA,NA,NA,0,0
3.0000000000000001e-06,alpha_3e-6,bulk_t_ge_500k,NA,0,-1,-0.94999999999999996,0,False,NA,NA,NA,0,0
3.0000000000000001e-06,alpha_3e-6,bulk_t_ge_500k,NA,1,-0.94999999999999996,-0.90000000000000002,0,False,NA,NA,NA,0,0
3.0000000000000001e-06,alpha_3e-6,bulk_t_ge_500k,NA,2,-0.90000000000000002,-0.84999999999999998,0,False,NA,NA,NA,0,0
3.0000000000000001e-06,alpha_3e-6,bulk_t_ge_500k,NA,3,-0.84999999999999998,-0.80000000000000004,9,False,0,0,0,6586,0
3.0000000000000001e-06,alpha_3e-6,bulk_t_ge_500k,NA,4,-0.80000000000000004,-0.75,9,False,0,0,0,6586,0
3.0000000000000001e-06,alpha_3e-6,bulk_t_ge_500k,NA,5,-0.75,-0.69999999999999996,90,False,0,0,0,10000,0
3.0000000000000001e-06,alpha_3e-6,bulk_t_ge_500k,NA,6,-0.69999999999999996,-0.64999999999999991,72,False,0,0,0,9997,0
3.0000000000000001e-06,alpha_3e-6,bulk_t_ge_500k,NA,7,-0.64999999999999991,-0.59999999999999998,252,False,0,0,0,10000,0
3.0000000000000001e-06,alpha_3e-6,bulk_t_ge_500k,NA,8,-0.59999999999999998,-0.55000000000000004,387,False,0,0,0,10000,0
3.0000000000000001e-06,alpha_3e-6,bulk_t_ge_500k,NA,9,-0.55000000000000004,-0.5,1026,True,0,0,0,10000,0
3.0000000000000001e-06,alpha_3e-6,bulk_t_ge_500k,NA,10,-0.5,-0.44999999999999996,2700,True,0,0,0,10000,0
3.0000000000000001e-06,alpha_3e-6,bulk_t_ge_500k,NA,11,-0.44999999999999996,-0.39999999999999991,5373,True,0,0,0,10000,0
3.0000000000000001e-06,alpha_3e-6,bulk_t_ge_500k,NA,12,-0.39999999999999991,-0.34999999999999998,9585,True,0,0,0,10000,0
3.0000000000000001e-06,alpha_3e-6,bulk_t_ge_500k,NA,13,-0.34999999999999998,-0.29999999999999993,16823,True,0,0,0,10000,0
3.0000000000000001e-06,alpha_3e-6,bulk_t_ge_500k,NA,14,-0.29999999999999993,-0.25,25276,True,0,0,0,10000,0
